,Municipio,CodIbge,Estado,Ano,Notificações de 1o Sintoma
8356,Riachão,210950,MA,2018,8.0
8357,Ribamar Fiquene,210955,MA,2018,
8358,Rosário,210960,MA,2018,2.0
8359,Sambaíba,210970,MA,2018,
8360,Santa Filomena do Maranhão,210975,MA,2018,
8361,Santa Helena,210980,MA,2018,4.0
8362,Santa Inês,210990,MA,2018,15.0
8363,Santa Luzia,211000,MA,2018,4.0
8364,Santa Luzia do Paruá,211003,MA,2018,
8365,Santa Quitéria do Maranhão,211010,MA,2018,
8366,Santa Rita,211020,MA,2018,6.0
8367,Santana do Maranhão,0,MA,2018,
8368,Santo Amaro do Maranhão,211027,MA,2018,
8369,Santo Antônio dos Lopes,211030,MA,2018,
8370,Satubinha,0,MA,2018,
8371,Senador Alexandre Costa,211174,MA,2018,2.0
8372,Senador La Rocque,211176,MA,2018,4.0
8373,Serrano do Maranhão,0,MA,2018,
8374,Sucupira do Norte,211190,MA,2018,
8375,Sucupira do Riachão,211195,MA,2018,
8376,São Benedito do Rio Preto,211040,MA,2018,
8377,São Bento,211050,MA,2018,
8378,São Bernardo,211060,MA,2018,
8379,São Domingos do Azeitão,211065,MA,2018,
8380,São Domingos do Maranhão,211070,MA,2018,
8381,São Francisco do Brejão,211085,MA,2018,4.0
8382,São Francisco do Maranhão,211090,MA,2018,3.0
8383,São Félix de Balsas,211080,MA,2018,1.0
8384,São José de Ribamar,211120,MA,2018,5.0
8385,São José dos Basílios,211125,MA,2018,
8386,São João Batista,211100,MA,2018,
8387,São João do Carú,211102,MA,2018,
8388,São João do Paraíso,211105,MA,2018,3.0
8389,São João do Soter,211107,MA,2018,2.0
8390,São João dos Patos,211110,MA,2018,
8391,São Luís,211130,MA,2018,764.0
8392,São Luís Gonzaga do Maranhão,211140,MA,2018,9.0
8393,São Mateus do Maranhão,211150,MA,2018,
8394,São Pedro da Água Branca,211153,MA,2018,
8395,São Pedro dos Crentes,0,MA,2018,8.0
8396,São Raimundo das Mangabeiras,0,MA,2018,2.0
8397,São Raimundo do Doca Bezerra,0,MA,2018,
8398,São Roberto,211167,MA,2018,1.0
8399,São Vicente Ferrer,0,MA,2018,
8400,Sítio Novo,211180,MA,2018,8.0
8401,Tasso Fragoso,211200,MA,2018,4.0
8402,Timbiras,211210,MA,2018,
8403,Timon,211220,MA,2018,4.0
8404,Trizidela do Vale,211223,MA,2018,5.0
8405,Tufilândia,211227,MA,2018,
8406,Tuntum,211230,MA,2018,1.0
8407,Turiaçu,211240,MA,2018,
8408,Turilândia,211245,MA,2018,10.0
8409,Tutóia,211250,MA,2018,5.0
8410,Urbano Santos,211260,MA,2018,
8411,Vargem Grande,211270,MA,2018,3.0
8412,Viana,211280,MA,2018,2.0
8413,Vila Nova dos Martírios,211285,MA,2018,3.0
8414,Vitorino Freire,211300,MA,2018,1.0
8415,Vitória do Mearim,211290,MA,2018,
8416,Zé Doca,211400,MA,2018,2.0
8417,Água Doce do Maranhão,210015,MA,2018,
8418,Acorizal,510010,MT,2018,
8419,Alta Floresta,510025,MT,2018,134.0
8420,Alto Araguaia,510030,MT,2018,124.0
8421,Alto Boa Vista,510035,MT,2018,27.0
8422,Alto Garças,510040,MT,2018,
8423,Alto Paraguai,510050,MT,2018,2.0
8424,Alto Taquari,0,MT,2018,6.0
8425,Apiacás,510080,MT,2018,
8426,Araguaiana,510100,MT,2018,5.0
8427,Araguainha,0,MT,2018,
8428,Araputanga,510125,MT,2018,10.0
8429,Arenápolis,510130,MT,2018,87.0
8430,Aripuanã,510140,MT,2018,25.0
8431,Barra do Bugres,510170,MT,2018,57.0
8432,Barra do Garças,510180,MT,2018,191.0
8433,Barão de Melgaço,510160,MT,2018,
8434,Bom Jesus do Araguaia,510185,MT,2018,223.0
8435,Brasnorte,510190,MT,2018,19.0
8436,Campinápolis,510260,MT,2018,3.0
8437,Campo Novo do Parecis,510263,MT,2018,56.0
8438,Campo Verde,510267,MT,2018,27.0
8439,Campos de Júlio,510268,MT,2018,60.0
8440,Canabrava do Norte,0,MT,2018,
8441,Canarana,510270,MT,2018,73.0
8442,Carlinda,510279,MT,2018,7.0
8443,Castanheira,510285,MT,2018,
8444,Chapada dos Guimarães,510300,MT,2018,17.0
8445,Cláudia,510305,MT,2018,9.0
8446,Cocalinho,0,MT,2018,67.0
8447,Colniza,510325,MT,2018,84.0
8448,Colíder,510320,MT,2018,4.0
8449,Comodoro,510330,MT,2018,12.0
8450,Confresa,510335,MT,2018,225.0
8451,Conquista D'Oeste,510336,MT,2018,1.0
8452,Cotriguaçu,510337,MT,2018,8.0
8453,Cuiabá,510340,MT,2018,1671.0
8454,Curvelândia,510343,MT,2018,
8455,Cáceres,510250,MT,2018,138.0
8456,Denise,510345,MT,2018,
8457,Diamantino,510350,MT,2018,11.0
8458,Dom Aquino,510360,MT,2018,3.0
8459,Feliz Natal,510370,MT,2018,12.0
8460,Figueirópolis D'Oeste,510380,MT,2018,
8461,Gaúcha do Norte,510385,MT,2018,110.0
8462,General Carneiro,510390,MT,2018,5.0
8463,Glória D'Oeste,0,MT,2018,2.0
8464,Guarantã do Norte,510410,MT,2018,5.0
8465,Guiratinga,510420,MT,2018,1.0
8466,Indiavaí,510450,MT,2018,
8467,Ipiranga do Norte,510452,MT,2018,
8468,Itanhangá,510454,MT,2018,3.0
8469,Itaúba,510455,MT,2018,2.0
8470,Itiquira,0,MT,2018,1.0
8471,Jaciara,510480,MT,2018,22.0
8472,Jangada,510490,MT,2018,12.0
8473,Jauru,510500,MT,2018,1.0
8474,Juara,510510,MT,2018,31.0
8475,Juruena,510517,MT,2018,1.0
8476,Juscimeira,510520,MT,2018,4.0
8477,Juína,510515,MT,2018,10.0
8478,Lambari D'Oeste,0,MT,2018,
8479,Lucas do Rio Verde,510525,MT,2018,31.0
8480,Luciara,510530,MT,2018,
8481,Marcelândia,510558,MT,2018,5.0
8482,Matupá,510560,MT,2018,45.0
8483,Mirassol d'Oeste,510562,MT,2018,75.0
8484,Município ignorado - MT,0,MT,2018,
8485,Nobres,510590,MT,2018,8.0
8486,Nortelândia,510600,MT,2018,39.0
8487,Nossa Senhora do Livramento,510610,MT,2018,7.0
8488,Nova Bandeirantes,510615,MT,2018,3.0
8489,Nova Brasilândia,510620,MT,2018,14.0
8490,Nova Canaã do Norte,510621,MT,2018,16.0
8491,Nova Guarita,0,MT,2018,2.0
8492,Nova Lacerda,510618,MT,2018,24.0
8493,Nova Marilândia,510885,MT,2018,2.0
8494,Nova Maringá,510890,MT,2018,12.0
8495,Nova Monte Verde,510895,MT,2018,28.0
8496,Nova Mutum,510622,MT,2018,37.0
8497,Nova Nazaré,0,MT,2018,
8498,Nova Olímpia,510623,MT,2018,11.0
8499,Nova Santa Helena,510619,MT,2018,21.0
8500,Nova Ubiratã,510624,MT,2018,16.0
8501,Nova Xavantina,510625,MT,2018,6.0
8502,Novo Horizonte do Norte,0,MT,2018,5.0
8503,Novo Mundo,510626,MT,2018,
8504,Novo Santo Antônio,0,MT,2018,2.0
8505,Novo São Joaquim,510628,MT,2018,4.0
8506,Paranatinga,510630,MT,2018,15.0
8507,Paranaíta,510629,MT,2018,83.0
8508,Pedra Preta,510637,MT,2018,5.0
8509,Peixoto de Azevedo,510642,MT,2018,8.0
8510,Planalto da Serra,510645,MT,2018,14.0
8511,Poconé,510650,MT,2018,246.0
8512,Pontal do Araguaia,510665,MT,2018,4.0
8513,Ponte Branca,0,MT,2018,
8514,Pontes e Lacerda,510675,MT,2018,46.0
8515,Porto Alegre do Norte,510677,MT,2018,8.0
8516,Porto Esperidião,510682,MT,2018,4.0
8517,Porto Estrela,510685,MT,2018,
8518,Porto dos Gaúchos,510680,MT,2018,
8519,Poxoréo,510700,MT,2018,
8520,Primavera do Leste,510704,MT,2018,89.0
8521,Querência,510706,MT,2018,118.0
8522,Reserva do Cabaçal,510715,MT,2018,1.0
8523,Ribeirão Cascalheira,510718,MT,2018,33.0
8524,Ribeirãozinho,510719,MT,2018,17.0
8525,Rio Branco,510720,MT,2018,
8526,Rondolândia,510757,MT,2018,
8527,Rondonópolis,510760,MT,2018,37.0
8528,Rosário Oeste,510770,MT,2018,119.0
8529,Salto do Céu,510775,MT,2018,1.0
8530,Santa Carmem,510724,MT,2018,6.0
8531,Santa Cruz do Xingu,510774,MT,2018,3.0
8532,Santa Rita do Trivelato,510776,MT,2018,1.0
8533,Santa Terezinha,510777,MT,2018,
8534,Santo Afonso,510726,MT,2018,79.0
8535,Santo Antônio do Leste,0,MT,2018,10.0
8536,Santo Antônio do Leverger,510780,MT,2018,
8537,Sapezal,510787,MT,2018,2.0
8538,Serra Nova Dourada,510788,MT,2018,
8539,Sinop,510790,MT,2018,428.0
8540,Sorriso,510792,MT,2018,44.0
8541,São Félix do Araguaia,510785,MT,2018,16.0
8542,São José do Povo,510729,MT,2018,
8543,São José do Rio Claro,510730,MT,2018,7.0
8544,São José do Xingu,510735,MT,2018,3.0
8545,São José dos Quatro Marcos,510710,MT,2018,4.0
8546,São Pedro da Cipa,510740,MT,2018,1.0
8547,Tabaporã,0,MT,2018,3.0
8548,Tangará da Serra,510795,MT,2018,125.0
8549,Tapurah,510800,MT,2018,4.0
8550,Terra Nova do Norte,510805,MT,2018,1.0
8551,Tesouro,0,MT,2018,5.0
8552,Torixoréu,510820,MT,2018,49.0
8553,União do Sul,510830,MT,2018,2.0
8554,Vale de São Domingos,510835,MT,2018,
8555,Vera,510850,MT,2018,4.0
8556,Vila Bela da Santíssima Trindade,510550,MT,2018,28.0
8557,Vila Rica,510860,MT,2018,9.0
8558,Várzea Grande,510840,MT,2018,1509.0
8559,Água Boa,510020,MT,2018,32.0
8560,Abaetetuba,150010,PA,2018,39.0
8561,Abel Figueiredo,150013,PA,2018,2.0
8562,Acará,150020,PA,2018,8.0
8563,Afuá,150030,PA,2018,1.0
8564,Alenquer,150040,PA,2018,14.0
8565,Almeirim,150050,PA,2018,76.0
8566,Altamira,150060,PA,2018,18.0
8567,Anajás,0,PA,2018,
8568,Ananindeua,150080,PA,2018,80.0
8569,Anapu,150085,PA,2018,5.0
8570,Augusto Corrêa,150090,PA,2018,65.0
8571,Aurora do Pará,150095,PA,2018,16.0
8572,Aveiro,150100,PA,2018,
8573,Bagre,150110,PA,2018,
8574,Baião,150120,PA,2018,30.0
8575,Bannach,150125,PA,2018,3.0
8576,Barcarena,150130,PA,2018,24.0
8577,Belterra,150145,PA,2018,17.0
8578,Belém,150140,PA,2018,293.0
8579,Benevides,150150,PA,2018,9.0
8580,Bom Jesus do Tocantins,150157,PA,2018,
8581,Bonito,150160,PA,2018,3.0
8582,Bragança,150170,PA,2018,23.0
8583,Brasil Novo,0,PA,2018,9.0
8584,Brejo Grande do Araguaia,150175,PA,2018,16.0
8585,Breu Branco,150178,PA,2018,145.0
8586,Breves,150180,PA,2018,
8587,Bujaru,150190,PA,2018,
8588,Cachoeira do Arari,150200,PA,2018,
8589,Cachoeira do Piriá,150195,PA,2018,
8590,Cametá,150210,PA,2018,4.0
8591,Canaã dos Carajás,150215,PA,2018,32.0
8592,Capanema,150220,PA,2018,41.0
8593,Capitão Poço,150230,PA,2018,42.0
8594,Castanhal,150240,PA,2018,119.0
8595,Chaves,0,PA,2018,
8596,Colares,150260,PA,2018,
8597,Conceição do Araguaia,150270,PA,2018,99.0
8598,Concórdia do Pará,150275,PA,2018,4.0
8599,Cumaru do Norte,150276,PA,2018,9.0
8600,Curionópolis,150277,PA,2018,
8601,Curralinho,150280,PA,2018,
8602,Curuá,150285,PA,2018,
8603,Curuçá,150290,PA,2018,20.0
8604,Dom Eliseu,150293,PA,2018,9.0
8605,Eldorado do Carajás,150295,PA,2018,
8606,Floresta do Araguaia,150304,PA,2018,83.0
8607,Garrafão do Norte,150307,PA,2018,2.0
8608,Goianésia do Pará,150309,PA,2018,222.0
8609,Gurupá,150310,PA,2018,1.0
8610,Igarapé-Açu,150320,PA,2018,5.0
8611,Igarapé-Miri,150330,PA,2018,6.0
8612,Inhangapi,150340,PA,2018,73.0
8613,Ipixuna do Pará,150345,PA,2018,8.0
8614,Irituia,150350,PA,2018,13.0
8615,Itaituba,150360,PA,2018,30.0
8616,Itupiranga,150370,PA,2018,10.0
8617,Jacareacanga,150375,PA,2018,
8618,Jacundá,150380,PA,2018,3.0
8619,Juruti,150390,PA,2018,4.0
8620,Limoeiro do Ajuru,150400,PA,2018,3.0
8621,Magalhães Barata,150410,PA,2018,3.0
8622,Marabá,150420,PA,2018,24.0
8623,Maracanã,150430,PA,2018,26.0
8624,Marapanim,150440,PA,2018,178.0
8625,Marituba,150442,PA,2018,60.0
8626,Medicilândia,150445,PA,2018,28.0
8627,Mocajuba,150460,PA,2018,2.0
8628,Moju,150470,PA,2018,57.0
8629,Mojuí dos Campos,0,PA,2018,7.0
8630,Monte Alegre,150480,PA,2018,
8631,Muaná,150490,PA,2018,
8632,Município ignorado - PA,0,PA,2018,
8633,Mãe do Rio,150405,PA,2018,153.0
8634,Nova Esperança do Piriá,150495,PA,2018,13.0
8635,Nova Ipixuna,150497,PA,2018,8.0
8636,Nova Timboteua,150500,PA,2018,83.0
8637,Novo Progresso,150503,PA,2018,68.0
8638,Novo Repartimento,150506,PA,2018,92.0
8639,Oeiras do Pará,150520,PA,2018,
8640,Oriximiná,150530,PA,2018,10.0
8641,Ourilândia do Norte,150543,PA,2018,15.0
8642,Ourém,150540,PA,2018,
8643,Pacajá,150548,PA,2018,55.0
8644,Palestina do Pará,150549,PA,2018,27.0
8645,Paragominas,150550,PA,2018,
8646,Parauapebas,150553,PA,2018,256.0
8647,Pau D'Arco,150555,PA,2018,54.0
8648,Peixe-Boi,0,PA,2018,2.0
8649,Piçarra,150563,PA,2018,
8650,Placas,150565,PA,2018,
8651,Ponta de Pedras,150570,PA,2018,4.0
8652,Portel,150580,PA,2018,2.0
8653,Porto de Moz,0,PA,2018,
8654,Prainha,150600,PA,2018,1.0
8655,Primavera,150610,PA,2018,3.0
8656,Quatipuru,150611,PA,2018,23.0
8657,Redenção,150613,PA,2018,76.0
8658,Rio Maria,150616,PA,2018,5.0
8659,Rondon do Pará,150618,PA,2018,58.0
8660,Rurópolis,150619,PA,2018,
8661,Salinópolis,150620,PA,2018,8.0
8662,Salvaterra,150630,PA,2018,
8663,Santa Bárbara do Pará,150635,PA,2018,7.0
8664,Santa Izabel do Pará,150650,PA,2018,6.0
8665,Santa Luzia do Pará,150655,PA,2018,10.0
8666,Santa Maria das Barreiras,150658,PA,2018,35.0
8667,Santa Maria do Pará,150660,PA,2018,30.0
8668,Santana do Araguaia,150670,PA,2018,2.0
8669,Santarém,150680,PA,2018,40.0
8670,Santarém Novo,150690,PA,2018,14.0
8671,Santo Antônio do Tauá,150700,PA,2018,21.0
8672,Sapucaia,150775,PA,2018,
8673,Senador José Porfírio,150780,PA,2018,3.0
8674,Soure,150790,PA,2018,4.0
8675,São Caetano de Odivelas,150710,PA,2018,8.0
8676,São Domingos do Araguaia,150715,PA,2018,
8677,São Domingos do Capim,150720,PA,2018,2.0
8678,São Francisco do Pará,150740,PA,2018,13.0
8679,São Félix do Xingu,150730,PA,2018,64.0
8680,São Geraldo do Araguaia,150745,PA,2018,5.0
8681,São João da Ponta,150746,PA,2018,2.0
8682,São João de Pirabas,150747,PA,2018,8.0
8683,São João do Araguaia,150750,PA,2018,83.0
8684,São Miguel do Guamá,150760,PA,2018,8.0
8685,São Sebastião da Boa Vista,150770,PA,2018,1.0
8686,Tailândia,150795,PA,2018,5.0
8687,Terra Alta,150796,PA,2018,22.0
8688,Terra Santa,150797,PA,2018,
8689,Tomé-Açu,150800,PA,2018,1.0
8690,Tracuateua,150803,PA,2018,13.0
8691,Trairão,150805,PA,2018,
8692,Tucumã,150808,PA,2018,
8693,Tucuruí,150810,PA,2018,89.0
8694,Ulianópolis,150812,PA,2018,2.0
8695,Uruará,150815,PA,2018,
8696,Vigia,150820,PA,2018,23.0
8697,Viseu,150830,PA,2018,71.0
8698,Vitória do Xingu,150835,PA,2018,21.0
8699,Xinguara,150840,PA,2018,12.0
8700,Água Azul do Norte,150034,PA,2018,5.0
8701,Óbidos,150510,PA,2018,1.0
8702,Alta Floresta D'Oeste,110001,RO,2018,1.0
8703,Alto Alegre dos Parecis,110037,RO,2018,2.0
8704,Alto Paraíso,110040,RO,2018,5.0
8705,Alvorada D'Oeste,110034,RO,2018,
8706,Ariquemes,110002,RO,2018,8.0
8707,Buritis,110045,RO,2018,109.0
8708,Cabixi,110003,RO,2018,4.0
8709,Cacaulândia,0,RO,2018,
8710,Cacoal,110004,RO,2018,33.0
8711,Campo Novo de Rondônia,110070,RO,2018,4.0
8712,Candeias do Jamari,110080,RO,2018,6.0
8713,Castanheiras,110090,RO,2018,
8714,Cerejeiras,110005,RO,2018,10.0
8715,Chupinguaia,110092,RO,2018,
8716,Colorado do Oeste,110006,RO,2018,16.0
8717,Corumbiara,110007,RO,2018,
8718,Costa Marques,110008,RO,2018,
8719,Cujubim,0,RO,2018,1.0
8720,Espigão D'Oeste,110009,RO,2018,40.0
8721,Governador Jorge Teixeira,110100,RO,2018,1.0
8722,Guajará-Mirim,110010,RO,2018,48.0
8723,Itapuã do Oeste,110110,RO,2018,1.0
8724,Jaru,110011,RO,2018,1.0
8725,Ji-Paraná,110012,RO,2018,28.0
8726,Machadinho D'Oeste,110013,RO,2018,6.0
8727,Ministro Andreazza,110120,RO,2018,
8728,Mirante da Serra,0,RO,2018,
8729,Monte Negro,0,RO,2018,4.0
8730,Município ignorado - RO,0,RO,2018,
8731,Nova Brasilândia D'Oeste,110014,RO,2018,4.0
8732,Nova Mamoré,110033,RO,2018,2.0
8733,Nova União,0,RO,2018,1.0
8734,Novo Horizonte do Oeste,0,RO,2018,
8735,Ouro Preto do Oeste,110015,RO,2018,7.0
8736,Parecis,110145,RO,2018,3.0
8737,Pimenta Bueno,110018,RO,2018,5.0
8738,Pimenteiras do Oeste,110146,RO,2018,5.0
8739,Porto Velho,110020,RO,2018,112.0
8740,Presidente Médici,110025,RO,2018,13.0
8741,Primavera de Rondônia,110147,RO,2018,2.0
8742,Rio Crespo,110026,RO,2018,3.0
8743,Rolim de Moura,110028,RO,2018,11.0
8744,Santa Luzia D'Oeste,110029,RO,2018,2.0
8745,Seringueiras,110150,RO,2018,6.0
8746,São Felipe D'Oeste,110148,RO,2018,7.0
8747,São Francisco do Guaporé,110149,RO,2018,3.0
8748,São Miguel do Guaporé,110032,RO,2018,1.0
8749,Teixeirópolis,110155,RO,2018,
8750,Theobroma,110160,RO,2018,
8751,Urupá,110170,RO,2018,
8752,Vale do Anari,110175,RO,2018,3.0
8753,Vale do Paraíso,110180,RO,2018,1.0
8754,Vilhena,110030,RO,2018,13.0
8755,Alto Alegre,140005,RR,2018,
8756,Amajari,140002,RR,2018,
8757,Boa Vista,140010,RR,2018,
8758,Bonfim,140015,RR,2018,
8759,Cantá,140017,RR,2018,
8760,Caracaraí,140020,RR,2018,
8761,Caroebe,140023,RR,2018,
8762,Iracema,140028,RR,2018,
8763,Mucajaí,140030,RR,2018,
8764,Normandia,140040,RR,2018,
8765,Pacaraima,140045,RR,2018,
8766,Rorainópolis,140047,RR,2018,
8767,São João da Baliza,140050,RR,2018,
8768,São Luiz,140060,RR,2018,
8769,Uiramutã,0,RR,2018,
8770,Abreulândia,170025,TO,2018,5.0
8771,Aguiarnópolis,170030,TO,2018,2.0
8772,Aliança do Tocantins,170035,TO,2018,
8773,Almas,170040,TO,2018,4.0
8774,Alvorada,170070,TO,2018,9.0
8775,Ananás,170100,TO,2018,23.0
8776,Angico,170105,TO,2018,
8777,Aparecida do Rio Negro,170110,TO,2018,12.0
8778,Aragominas,170130,TO,2018,
8779,Araguacema,170190,TO,2018,
8780,Araguanã,170215,TO,2018,10.0
8781,Araguatins,170220,TO,2018,36.0
8782,Araguaçu,170200,TO,2018,15.0
8783,Araguaína,170210,TO,2018,412.0
8784,Arapoema,170230,TO,2018,5.0
8785,Arraias,170240,TO,2018,19.0
8786,Augustinópolis,170255,TO,2018,1.0
8787,Aurora do Tocantins,170270,TO,2018,
8788,Axixá do Tocantins,170290,TO,2018,5.0
8789,Babaçulândia,170300,TO,2018,1.0
8790,Bandeirantes do Tocantins,170305,TO,2018,1.0
8791,Barra do Ouro,170307,TO,2018,2.0
8792,Barrolândia,170310,TO,2018,6.0
8793,Bernardo Sayão,170320,TO,2018,6.0
8794,Bom Jesus do Tocantins,170330,TO,2018,2.0
8795,Brasilândia do Tocantins,170360,TO,2018,
8796,Brejinho de Nazaré,170370,TO,2018,3.0
8797,Buriti do Tocantins,170380,TO,2018,1.0
8798,Cachoeirinha,170382,TO,2018,
8799,Campos Lindos,170384,TO,2018,18.0
8800,Cariri do Tocantins,170386,TO,2018,44.0
8801,Carmolândia,170388,TO,2018,1.0
8802,Carrasco Bonito,170389,TO,2018,1.0
8803,Caseara,170390,TO,2018,3.0
8804,Centenário,170410,TO,2018,
8805,Chapada da Natividade,170510,TO,2018,15.0
8806,Chapada de Areia,170460,TO,2018,
8807,Colinas do Tocantins,170550,TO,2018,10.0
8808,Colméia,171670,TO,2018,9.0
8809,Combinado,170555,TO,2018,26.0
8810,Conceição do Tocantins,170560,TO,2018,2.0
8811,Couto Magalhães,170600,TO,2018,3.0
8812,Cristalândia,170610,TO,2018,1.0
8813,Crixás do Tocantins,170625,TO,2018,
8814,Darcinópolis,170650,TO,2018,1.0
8815,Dianópolis,170700,TO,2018,39.0
8816,Divinópolis do Tocantins,170710,TO,2018,14.0
8817,Dois Irmãos do Tocantins,170720,TO,2018,4.0
8818,Dueré,170730,TO,2018,
8819,Esperantina,170740,TO,2018,11.0
8820,Figueirópolis,170765,TO,2018,6.0
8821,Filadélfia,170770,TO,2018,3.0
8822,Formoso do Araguaia,170820,TO,2018,32.0
8823,Fortaleza do Tabocão,170825,TO,2018,4.0
8824,Fátima,170755,TO,2018,1.0
8825,Goianorte,170830,TO,2018,1.0
8826,Goiatins,170900,TO,2018,1.0
8827,Guaraí,170930,TO,2018,14.0
8828,Gurupi,170950,TO,2018,47.0
8829,Ipueiras,170980,TO,2018,5.0
8830,Itacajá,171050,TO,2018,58.0
8831,Itaguatins,171070,TO,2018,3.0
8832,Itapiratins,171090,TO,2018,3.0
8833,Itaporã do Tocantins,171110,TO,2018,2.0
8834,Jaú do Tocantins,0,TO,2018,2.0
8835,Juarina,171180,TO,2018,
8836,Lagoa da Confusão,171190,TO,2018,3.0
8837,Lagoa do Tocantins,0,TO,2018,1.0
8838,Lajeado,171200,TO,2018,13.0
8839,Lavandeira,0,TO,2018,3.0
8840,Lizarda,171240,TO,2018,
8841,Luzinópolis,171245,TO,2018,4.0
8842,Marianópolis do Tocantins,171250,TO,2018,10.0
8843,Mateiros,171270,TO,2018,2.0
8844,Maurilândia do Tocantins,171280,TO,2018,1.0
8845,Miracema do Tocantins,171320,TO,2018,9.0
8846,Miranorte,171330,TO,2018,9.0
8847,Monte Santo do Tocantins,171370,TO,2018,2.0
8848,Monte do Carmo,171360,TO,2018,14.0
8849,Município ignorado - TO,0,TO,2018,
8850,Muricilândia,171395,TO,2018,4.0
8851,Natividade,171420,TO,2018,155.0
8852,Nazaré,171430,TO,2018,7.0
8853,Nova Olinda,171488,TO,2018,11.0
8854,Nova Rosalândia,171500,TO,2018,
8855,Novo Acordo,171510,TO,2018,6.0
8856,Novo Alegre,0,TO,2018,
8857,Novo Jardim,171525,TO,2018,
8858,Oliveira de Fátima,171550,TO,2018,6.0
8859,Palmas,172100,TO,2018,1154.0
8860,Palmeirante,171570,TO,2018,3.0
8861,Palmeiras do Tocantins,0,TO,2018,1.0
8862,Palmeirópolis,171575,TO,2018,14.0
8863,Paranã,171620,TO,2018,5.0
8864,Paraíso do Tocantins,171610,TO,2018,62.0
8865,Pau D'Arco,171630,TO,2018,
8866,Pedro Afonso,171650,TO,2018,10.0
8867,Peixe,171660,TO,2018,1.0
8868,Pequizeiro,171665,TO,2018,4.0
8869,Pindorama do Tocantins,171700,TO,2018,48.0
8870,Piraquê,171720,TO,2018,
8871,Pium,171750,TO,2018,6.0
8872,Ponte Alta do Bom Jesus,171780,TO,2018,5.0
8873,Ponte Alta do Tocantins,171790,TO,2018,2.0
8874,Porto Alegre do Tocantins,171800,TO,2018,8.0
8875,Porto Nacional,171820,TO,2018,107.0
8876,Praia Norte,171830,TO,2018,9.0
8877,Presidente Kennedy,171840,TO,2018,
8878,Pugmil,171845,TO,2018,4.0
8879,Recursolândia,171850,TO,2018,2.0
8880,Riachinho,171855,TO,2018,
8881,Rio Sono,171875,TO,2018,1.0
8882,Rio da Conceição,171865,TO,2018,
8883,Rio dos Bois,171870,TO,2018,15.0
8884,Sampaio,171880,TO,2018,2.0
8885,Sandolândia,171884,TO,2018,4.0
8886,Santa Fé do Araguaia,171886,TO,2018,2.0
8887,Santa Maria do Tocantins,171888,TO,2018,5.0
8888,Santa Rita do Tocantins,171889,TO,2018,
8889,Santa Rosa do Tocantins,171890,TO,2018,5.0
8890,Santa Tereza do Tocantins,171900,TO,2018,4.0
8891,Santa Terezinha do Tocantins,172000,TO,2018,10.0
8892,Silvanópolis,172065,TO,2018,3.0
8893,Sucupira,172085,TO,2018,
8894,São Bento do Tocantins,172010,TO,2018,
8895,São Félix do Tocantins,172015,TO,2018,1.0
8896,São Miguel do Tocantins,172020,TO,2018,
8897,São Salvador do Tocantins,172025,TO,2018,2.0
8898,São Sebastião do Tocantins,172030,TO,2018,2.0
8899,São Valério,0,TO,2018,1.0
8900,Sítio Novo do Tocantins,172080,TO,2018,2.0
8901,Taguatinga,0,TO,2018,13.0
8902,Taipas do Tocantins,172093,TO,2018,1.0
8903,Talismã,172097,TO,2018,36.0
8904,Tocantinópolis,172120,TO,2018,26.0
8905,Tocantínia,172110,TO,2018,10.0
8906,Tupirama,172125,TO,2018,
8907,Tupiratins,172130,TO,2018,
8908,Wanderlândia,172208,TO,2018,2.0
8909,Xambioá,172210,TO,2018,1.0
8910,Acrelândia,120001,AC,2019,9.0
8911,Assis Brasil,0,AC,2019,82.0
8912,Brasiléia,120010,AC,2019,363.0
8913,Bujari,120013,AC,2019,
8914,Capixaba,120017,AC,2019,63.0
8915,Cruzeiro do Sul,120020,AC,2019,2808.0
8916,Epitaciolândia,120025,AC,2019,42.0
8917,Feijó,0,AC,2019,1.0
8918,Jordão,0,AC,2019,
8919,Manoel Urbano,0,AC,2019,4.0
8920,Marechal Thaumaturgo,0,AC,2019,10.0
8921,Mâncio Lima,120033,AC,2019,292.0
8922,Plácido de Castro,120038,AC,2019,136.0
8923,Porto Acre,120080,AC,2019,11.0
8924,Porto Walter,0,AC,2019,
8925,Rio Branco,120040,AC,2019,2888.0
8926,Rodrigues Alves,0,AC,2019,419.0
8927,Santa Rosa do Purus,0,AC,2019,
8928,Sena Madureira,120050,AC,2019,322.0
8929,Senador Guiomard,120045,AC,2019,27.0
8930,Tarauacá,120060,AC,2019,1913.0
8931,Xapuri,120070,AC,2019,681.0
8932,Amapá,0,AP,2019,
8933,Calçoene,160020,AP,2019,
8934,Cutias,0,AP,2019,
8935,Ferreira Gomes,160023,AP,2019,1.0
8936,Itaubal,160025,AP,2019,
8937,Laranjal do Jari,0,AP,2019,4.0
8938,Macapá,160030,AP,2019,150.0
8939,Mazagão,160040,AP,2019,
8940,Município ignorado - AP,0,AP,2019,
8941,Oiapoque,160050,AP,2019,5.0
8942,Pedra Branca do Amapari,0,AP,2019,4.0
8943,Porto Grande,160053,AP,2019,
8944,Pracuúba,0,AP,2019,
8945,Santana,160060,AP,2019,13.0
8946,Serra do Navio,160005,AP,2019,11.0
8947,Tartarugalzinho,0,AP,2019,1.0
8948,Vitória do Jari,0,AP,2019,
8949,Alvarães,130002,AM,2019,3.0
