Municipio,Estado,Ano,População total que mora em domicílios sem acesso ao serviço de coleta de esgoto (pessoas) (SNIS),Parcela da população total que mora em domicílios sem acesso ao serviço de coleta de esgoto (% da população) (SNIS),"Extensão da rede de distribuição de esgoto, em km (km) (SNIS)",Densidade demográfica (pessoas por km²) (Pessoas por km²) (IBGE),Lat,Long,AreaKm2,Desmatado,Incremento,Floresta,NaoFloresta,Hidrografia,PercDesmatado,Internações - Dengue,Internações Ano Seguinte - Dengue
Grajaú,MA,2019,,,,7.84,-5.82835,-46.0307,7625,1514.9,8.4,1348.0,4762.1,0.0,0.1986754098360656,11.0,
Itapecuru Mirim,MA,2019,65083.0,95.4,7.25,46.35,-3.36235,-44.27902,1494,598.3,3.8,577.8,308.4,3.3,0.40046854082998656,6.0,
Paço do Lumiar,MA,2019,74931.0,61.3,135.0,975.55,-2.50434,-44.119479999999996,134,79.0,0.3,43.4,0.0,8.6,0.5895522388059702,4.0,
Pinheiro,MA,2019,,,,55.11,-2.49468,-45.14562,1482,879.8,1.0,68.5,414.3,105.9,0.5936572199730095,4.0,
Raposa,MA,2019,,,,463.27,-2.41702,-44.04998,64,14.8,0.0,36.9,0.7,7.7,0.23125,1.0,
São José de Ribamar,MA,2019,108958.0,61.3,119.0,460.6,-2.5952,-44.09279,390,101.8,0.3,112.1,0.0,172.2,0.261025641025641,2.0,
São Luís,MA,2019,554810.0,50.4,923.68,1319.9,-2.62711,-44.30617,839,377.0,1.0,134.4,0.0,291.1,0.44934445768772346,31.0,
Viana,MA,2019,,,,44.88,-3.1301200000000002,-45.18793,1176,506.7,0.4,91.9,382.3,195.1,0.4308673469387755,1.0,
Viana,MA,2019,50216.0,64.2,90.14,250.54,-3.1301200000000002,-45.18793,1176,506.7,0.4,91.9,382.3,195.1,0.4308673469387755,1.0,
Santa Rita,MA,2019,131187.0,96.1,21.83,187.05,-3.15407,-44.33057,718,261.7,1.0,261.0,168.6,21.8,0.36448467966573816,0.0,
São João Batista,MA,2019,,,,186.58,-3.01337,-44.77539,700,148.6,0.0,44.2,358.8,135.2,0.21228571428571427,0.0,
Alvorada,TO,2019,156580.0,74.5,250.2,2949.12,-12.408439999999999,-49.11486,1216,0.0,0.0,0.0,1216.1,0.0,0.0,8.0,
Cachoeirinha,TO,2019,41130.0,31.6,368.74,2959.99,-6.096769999999999,-47.85022,354,111.0,0.1,35.7,207.3,0.0,0.3135593220338983,0.0,
Lajeado,TO,2019,83161.0,99.0,6.46,927.19,-9.83859,-48.28634,324,0.0,0.0,0.0,314.0,10.3,0.0,3.0,
Alta Floresta,MT,2019,28291.0,54.6,117.51,5.78,-10.04165,-56.40435,8986,4990.6,15.1,3700.6,258.7,36.1,0.5553750278210551,9.0,
Barão de Melgaço,MT,2019,,,,0.77,-16.75732,-56.01455,11187,377.0,0.3,2207.3,8493.6,109.1,0.03369983016000715,0.0,
Barra do Garças,MT,2019,16302.0,26.7,190.0,6.72,-15.356079999999999,-52.65919,9146,1276.4,1.9,226.9,7626.4,12.2,0.13955827684233546,8.0,
Cáceres,MT,2019,87662.0,92.9,39.5,3.84,-16.539920000000002,-57.79439,24399,1977.9,2.1,1548.7,19780.8,1091.6,0.0810647977376122,1.0,
Chapada dos Guimarães,MT,2019,,,,2.99,-15.100060000000001,-55.49593,6250,392.1,0.1,142.2,5516.4,199.3,0.062736,0.0,
Cuiabá,MT,2019,235096.0,38.4,1100.0,185.98,-15.41888,-56.00402,3496,170.5,0.0,166.4,3159.1,0.0,0.0487700228832952,5.0,
Jangada,MT,2019,,,,8.28,-15.32112,-56.57946999999999,1022,0.0,0.0,0.0,1022.5,0.0,0.0,0.0,
Lucas do Rio Verde,MT,2019,37306.0,56.9,108.5,17.83,-13.047419999999999,-56.1822,3662,547.5,0.6,619.7,2494.8,0.0,0.14950846531949755,17.0,
Nossa Senhora do Livramento,MT,2019,,,,2.68,-15.933029999999999,-56.3487,5200,110.2,0.0,82.4,5005.1,2.3,0.02119230769230769,1.0,
Nova Brasilândia,MT,2019,,,,1.17,-14.743070000000001,-55.22435,3268,1167.9,0.2,190.5,1881.9,27.7,0.35737454100367205,0.0,
Planalto da Serra,MT,2019,,,,1.09,-14.54069,-54.66186999999999,2452,552.2,0.0,44.0,1855.8,0.0,0.2252039151712888,2.0,
Poconé,MT,2019,,,,1.91,-16.79972,-56.96679,17283,81.4,0.0,946.7,15557.9,697.0,0.0047098304692472365,0.0,
Primavera do Leste,MT,2019,10582.0,17.1,320.18,11.31,-15.12711,-54.21448,5473,0.7,0.0,17.1,5455.2,0.0,0.00012790060295998535,9.0,
Rondonópolis,MT,2019,22553.0,9.7,704.23,49.61,-16.570970000000006,-54.71462,4168,832.8,2.6,263.9,3065.7,5.6,0.1998080614203455,14.0,
Rosário Oeste,MT,2019,,,,2.31,-14.8618,-56.251580000000004,7493,66.0,0.2,23.0,7395.0,9.0,0.00880822100627252,19.0,
Santo Antônio do Leverger,MT,2019,,,,1.42,-16.48613,-55.26485,12262,1047.7,1.4,1093.1,10099.5,21.7,0.08544283151198825,0.0,
Sorriso,MT,2019,60306.0,66.8,311.28,9.66,-12.69331,-55.777409999999996,9349,3977.4,0.2,1252.5,4119.1,0.0,0.42543587549470535,2.0,
Tangará da Serra,MT,2019,74224.0,71.5,138.34,8.94,-14.4327,-58.38021,11333,2184.1,3.7,635.0,8512.8,0.9,0.19272037412865084,17.0,
Várzea Grande,MT,2019,199059.0,69.9,187.67,271.86,-15.55785,-56.34461999999999,939,0.0,0.0,1.3,937.7,0.0,0.0,6.0,
