Municipio,CodIbge,Estado,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Babaçulândia,170300,TO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
Bandeirantes do Tocantins,170305,TO,1.0,0.0,0.0,4.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,4.0
Barra do Ouro,170307,TO,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Barrolândia,170310,TO,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bernardo Sayão,170320,TO,0.0,3.0,1.0,2.0,5.0,4.0,6.0,4.0,0.0,3.0,0.0,0.0
Brasilândia do Tocantins,170360,TO,2.0,0.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0
Brejinho de Nazaré,170370,TO,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0
Buriti do Tocantins,170380,TO,10.0,5.0,4.0,4.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0
Cachoeirinha,170382,TO,6.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Campos Lindos,170384,TO,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cariri do Tocantins,170386,TO,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Carmolândia,170388,TO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carrasco Bonito,170389,TO,11.0,4.0,3.0,11.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Caseara,170390,TO,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Centenário,170410,TO,3.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Chapada da Natividade,170510,TO,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chapada de Areia,170460,TO,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Colinas do Tocantins,170550,TO,51.0,69.0,68.0,63.0,79.0,38.0,68.0,73.0,18.0,24.0,1.0,13.0
Colméia,171670,TO,40.0,83.0,5.0,5.0,5.0,10.0,5.0,4.0,0.0,0.0,0.0,1.0
Combinado,170555,TO,0.0,0.0,18.0,2.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0
Conceição do Tocantins,170560,TO,0.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
Couto Magalhães,170600,TO,5.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,4.0
Cristalândia,170610,TO,10.0,3.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0
Crixás do Tocantins,170625,TO,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Darcinópolis,170650,TO,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Dianópolis,170700,TO,23.0,11.0,38.0,35.0,11.0,13.0,11.0,10.0,11.0,5.0,0.0,0.0
Divinópolis do Tocantins,170710,TO,20.0,0.0,7.0,4.0,19.0,0.0,2.0,39.0,2.0,1.0,0.0,2.0
Dois Irmãos do Tocantins,170720,TO,2.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0
Dueré,170730,TO,4.0,1.0,7.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0
Esperantina,170740,TO,6.0,4.0,2.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
Figueirópolis,170765,TO,3.0,2.0,11.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
Filadélfia,170770,TO,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Formoso do Araguaia,170820,TO,6.0,4.0,24.0,23.0,19.0,59.0,16.0,7.0,6.0,0.0,0.0,6.0
Fortaleza do Tabocão,170825,TO,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0
Fátima,170755,TO,3.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goianorte,170830,TO,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goiatins,170900,TO,4.0,0.0,1.0,2.0,2.0,11.0,10.0,3.0,2.0,4.0,1.0,3.0
Guaraí,170930,TO,5.0,2.0,1.0,0.0,12.0,13.0,5.0,4.0,9.0,12.0,1.0,23.0
Gurupi,170950,TO,4.0,0.0,6.0,11.0,7.0,3.0,2.0,3.0,1.0,1.0,0.0,6.0
Ipueiras,170980,TO,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0
Itacajá,171050,TO,1.0,0.0,0.0,2.0,0.0,78.0,45.0,15.0,16.0,2.0,8.0,1.0
Itaguatins,171070,TO,4.0,21.0,14.0,24.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
Itapiratins,171090,TO,4.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Itaporã do Tocantins,171110,TO,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Jaú do Tocantins,171150,TO,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juarina,171180,TO,0.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
Lagoa da Confusão,171190,TO,2.0,1.0,0.0,3.0,0.0,6.0,0.0,2.0,6.0,0.0,5.0,7.0
Lagoa do Tocantins,171195,TO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lajeado,171200,TO,1.0,1.0,1.0,1.0,0.0,5.0,0.0,3.0,2.0,1.0,2.0,3.0
Lavandeira,171215,TO,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Lizarda,171240,TO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luzinópolis,171245,TO,3.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Marianópolis do Tocantins,171250,TO,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateiros,171270,TO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Maurilândia do Tocantins,171280,TO,3.0,0.0,2.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Miracema do Tocantins,171320,TO,62.0,15.0,33.0,36.0,66.0,57.0,35.0,29.0,22.0,5.0,10.0,23.0
Miranorte,171330,TO,50.0,28.0,30.0,53.0,72.0,83.0,82.0,8.0,16.0,5.0,4.0,9.0
Monte Santo do Tocantins,171370,TO,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Monte do Carmo,171360,TO,8.0,11.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0
Muricilândia,171395,TO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Natividade,171420,TO,2.0,5.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,3.0
Nazaré,171430,TO,0.0,0.0,0.0,12.0,4.0,4.0,4.0,5.0,7.0,4.0,4.0,0.0
Nova Olinda,171488,TO,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0
Nova Rosalândia,171500,TO,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Novo Acordo,171510,TO,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Novo Alegre,171515,TO,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
Novo Jardim,171525,TO,0.0,1.0,3.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0
Oliveira de Fátima,171550,TO,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Palmas,172100,TO,35.0,29.0,41.0,53.0,72.0,29.0,18.0,25.0,19.0,18.0,12.0,45.0
Palmeirante,171570,TO,1.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0
Palmeiras do Tocantins,171380,TO,1.0,2.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Palmeirópolis,171575,TO,27.0,0.0,18.0,5.0,0.0,35.0,8.0,10.0,1.0,0.0,1.0,1.0
Paranã,171620,TO,6.0,1.0,6.0,20.0,0.0,9.0,4.0,2.0,3.0,8.0,3.0,6.0
Paraíso do Tocantins,171610,TO,12.0,10.0,31.0,18.0,72.0,12.0,23.0,5.0,4.0,5.0,4.0,43.0
Pedro Afonso,171650,TO,43.0,38.0,71.0,34.0,17.0,16.0,10.0,10.0,2.0,9.0,1.0,3.0
Peixe,171660,TO,6.0,3.0,15.0,3.0,2.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0
Pequizeiro,171665,TO,2.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Pindorama do Tocantins,171700,TO,8.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Piraquê,171720,TO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Pium,171750,TO,92.0,15.0,41.0,27.0,67.0,44.0,37.0,39.0,63.0,13.0,2.0,8.0
Ponte Alta do Bom Jesus,171780,TO,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ponte Alta do Tocantins,171790,TO,0.0,0.0,2.0,1.0,11.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0
Porto Alegre do Tocantins,171800,TO,0.0,0.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Nacional,171820,TO,46.0,60.0,63.0,34.0,21.0,14.0,13.0,10.0,5.0,4.0,35.0,99.0
Praia Norte,171830,TO,21.0,12.0,6.0,10.0,7.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0
Presidente Kennedy,171840,TO,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0
Pugmil,171845,TO,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Recursolândia,171850,TO,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Riachinho,171855,TO,4.0,5.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
Rio Sono,171875,TO,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
Rio da Conceição,171865,TO,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Rio dos Bois,171870,TO,4.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,5.0
Sampaio,171880,TO,18.0,9.0,7.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0
Sandolândia,171884,TO,3.0,6.0,34.0,12.0,12.0,29.0,21.0,11.0,8.0,5.0,2.0,4.0
Santa Fé do Araguaia,171886,TO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Santa Maria do Tocantins,171888,TO,3.0,5.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Santa Rita do Tocantins,171889,TO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Santa Rosa do Tocantins,171890,TO,7.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Santa Tereza do Tocantins,171900,TO,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Terezinha do Tocantins,172000,TO,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
Silvanópolis,172065,TO,2.0,1.0,13.0,17.0,5.0,1.0,0.0,3.0,2.0,1.0,2.0,4.0
São Bento do Tocantins,172010,TO,0.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
São Félix do Tocantins,172015,TO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Miguel do Tocantins,172020,TO,8.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
São Salvador do Tocantins,172025,TO,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
São Sebastião do Tocantins,172030,TO,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
São Valério,172049,TO,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sítio Novo do Tocantins,172080,TO,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Taguatinga,172090,TO,0.0,0.0,6.0,3.0,3.0,11.0,0.0,3.0,0.0,1.0,1.0,0.0
Taipas do Tocantins,0,TO,,,,,,,,,,,,
Talismã,172097,TO,1.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0
Tocantinópolis,172120,TO,1.0,17.0,2.0,46.0,33.0,25.0,9.0,4.0,18.0,2.0,1.0,5.0
Tocantínia,172110,TO,4.0,0.0,4.0,1.0,3.0,8.0,5.0,2.0,0.0,1.0,1.0,8.0
Tupirama,172125,TO,3.0,6.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0
Tupiratins,172130,TO,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Wanderlândia,172208,TO,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
Xambioá,172210,TO,40.0,37.0,30.0,1.0,13.0,18.0,6.0,1.0,12.0,19.0,5.0,24.0
