 Morbidade Hospitalar do SUS - por local de residência - Amazonas
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"130406 Tabatinga";-;-;-;-;-;-;119,31;1335,94;7145,76;18586,44;22377,19;12377,44;523,84;1798,84;11732,05;48616,18;32354,23;24448,01;41309,22;24538,99;99647,37;78924,92;78215,82;69829,22;60809,42;88940,12;84123,20;57462,54;48546,90;46114,96;58123,56;73498,66;70161,21;90473,90;87104,86;92066,99;73169,90;77892,35;62539,11;44604,35;48301,40;66050,30;101420,41;98465,68;79586,60;98630,11;80337,78;78452,41;76637,57;71372,97;70424,01;116242,10;77532,64;61384,77;68485,72;58988,80;67562,52;65004,01;62869,32;74956,55;66613,22;111780,08;72761,02;25194,70;30454,23;9383,50;5439,95;29824,46;7910,44;17694,80;56538,05;75124,69;40092,10;33888,94;64004,46;51187,13;33682,78;27260,31;33442,98;43676,44;37222,74;42451,32;57874,30;30438,35;37797,22;55089,46;45906,58;66325,68;172359,17;135459,44;148563,40;141189,22;145668,14;157862,45;121633,44;155846,87;136559,15;153434,78;160684,97;155479,41;117434,14;136999,85;110731,86;92756,64;100537,08;127949,09;130515,33;135205,75;132299,95;121276,82;138984,17;95615,19;42765,13;59725,35;53722,38;45953,54;53053,78;20954,34;23709,21;51182,02;49863,54;68898,34;69462,49;80986,64;68229,84;64600,65;146704,80;123929,22;103820,73;136950,17;101944,63;65823,61;38229,52;39896,87;39378,36;31091,16;48622,44;20078,40;106928,54;96341,13;85875,09;82874,42;102680,52;132693,31;118530,71;136021,14;105713,21;138349,91;145104,49;186405,16;110195,32;129144,45;123144,01;101428,67;142812,75;136376,87;168192,92;266524,49;261708,75;207760,94;132083,57;151689,15;90066,85;168346,77;178121,10;197137,94;134809,80;13432963,85
"130410 Tapauá";-;-;-;-;-;-;-;12685,37;21867,09;388,44;3574,77;5453,05;22160,08;30134,03;34181,31;26045,95;30286,77;25155,91;31716,64;20714,75;21327,59;16221,16;13586,75;1572,43;1845,47;23606,39;27625,45;379,54;32928,47;106738,50;44539,93;39047,34;31574,82;32720,69;36645,98;36571,71;1684,51;32970,68;29427,07;1787,89;37700,18;38623,75;65992,83;16985,47;37467,49;32596,91;638,42;50825,15;38129,11;17949,93;4635,70;11194,72;26519,87;38354,19;23319,61;22743,57;6608,17;29528,30;31415,47;24389,78;11375,65;31104,90;18099,87;37218,04;26276,48;19399,05;13405,30;17957,68;13259,28;36964,24;14375,38;8087,18;767,56;-;30556,72;35509,27;26427,42;8986,48;23081,15;27479,84;15323,26;343,35;1796,63;1329,88;13928,37;17838,79;15457,43;891,41;794,94;9734,87;14428,55;9757,40;5536,83;40490,78;26466,06;48405,22;26446,89;22781,26;39105,88;36635,48;11083,68;3258,52;5153,89;2465,94;1547,57;3139,60;4279,77;2886,40;27173,78;7470,27;27718,32;19181,77;13111,73;14976,90;16785,05;11169,04;3470,26;16302,21;30460,57;17064,40;22396,81;14505,89;11886,27;36578,73;26379,03;3210,07;10166,74;27270,41;10403,50;7543,41;23468,32;5275,35;6884,82;4039,41;2120,55;12135,47;3995,42;10400,19;27531,49;26942,37;7273,35;11126,31;7165,25;14197,70;7670,38;3178,39;7666,86;8717,57;6494,04;13833,88;20991,06;6820,30;33691,72;4372,87;8747,42;9608,76;1670,30;14117,06;46381,64;45160,61;34911,43;40009,33;43769,29;154776,56;83201,04;65246,80;37907,23;3371150,99
"130420 Tefé";295,36;-;-;-;-;-;-;6446,55;89840,26;76735,33;107030,87;117962,79;151694,93;141331,00;166722,14;152936,79;131248,26;140345,57;114384,38;112547,60;102190,95;114379,16;126162,51;102550,59;105574,94;123183,03;105948,23;121375,97;140163,45;128171,22;133208,21;106180,10;96463,29;111694,84;115469,97;117837,11;113695,90;122153,94;126228,59;133512,18;178078,32;151574,15;114434,31;135455,60;113254,18;121349,38;138151,36;141529,83;111962,47;130673,87;119060,84;100024,79;120409,95;135656,26;145288,94;111572,74;91254,32;92990,82;115051,68;112206,98;111904,06;124019,81;139993,77;129759,67;132925,10;129397,60;149317,91;130172,72;110765,79;142062,03;121446,51;135178,82;138835,70;132755,00;138937,86;125669,45;130430,06;120685,68;132121,78;129707,23;107971,58;119202,73;111674,37;226229,68;156611,68;127189,68;131702,35;103482,54;159714,77;194127,62;185118,35;160854,14;143842,65;160747,82;139988,30;164488,20;181924,30;243830,40;163438,13;181163,15;194807,28;157525,52;144453,73;139897,43;132802,20;150906,33;139283,25;152498,93;133035,47;132078,82;148480,64;182736,25;165851,91;166076,51;134705,54;141426,97;173592,80;169269,54;181029,38;156484,30;153101,60;188624,39;198483,99;175969,18;215922,24;150376,53;227056,73;170815,46;154963,18;183782,08;171648,38;215541,80;210598,98;180020,02;229385,42;193533,35;243341,37;281166,85;195313,19;222837,39;172730,59;194914,86;185707,57;221064,62;240391,96;261919,50;251562,15;174770,66;187882,47;265583,65;188497,70;199806,92;272958,67;203096,68;178547,79;190675,95;161414,28;383119,75;331978,08;221949,50;206417,26;259311,83;225287,24;453861,22;399410,92;95834,09;18018,22;25311174,85
"130423 Tonantins";-;-;-;-;-;-;-;-;22402,09;23138,84;15721,94;16958,83;20095,96;15941,66;19572,00;21827,30;15487,78;33033,85;30332,79;34260,26;25815,69;15571,00;16922,87;19626,43;20347,83;26487,01;20703,96;10493,16;11722,27;25421,55;2935,02;17979,14;17836,96;-;34492,55;18732,26;31922,56;8469,72;18148,70;5227,42;5166,24;7725,92;15163,02;21131,90;19862,41;20371,37;14095,26;8588,36;-;-;10724,12;2699,57;-;54939,27;-;4790,76;3901,65;3311,38;4175,62;18980,90;-;4064,42;1247,67;1272,57;-;249,66;-;218,68;16291,96;9197,46;23917,87;772,25;389,09;516,12;163,10;-;1738,69;11078,00;9055,18;15260,73;8010,99;5084,31;608,79;-;2614,93;1937,94;-;-;-;885,05;-;128,83;1228,92;567,87;-;6573,14;1779,26;3691,90;-;1031,52;7244,42;2036,01;457,51;1643,02;7680,48;17299,22;3042,13;2020,67;-;1889,36;635,07;4039,66;4793,27;6090,05;1630,22;9319,71;18509,35;3588,55;9350,51;2756,95;5988,85;3358,78;9036,40;7228,37;4125,17;17214,39;5587,13;4280,37;5382,19;13239,88;14661,82;396,62;7293,04;3717,54;2027,36;5815,40;10609,45;1291,39;26645,90;8125,04;18623,98;2053,41;4917,95;2174,51;9796,78;14737,56;8418,36;13976,63;13965,12;29113,83;30779,83;25391,96;22907,87;38703,17;30869,80;43155,80;26363,84;39678,71;48609,76;31418,21;30819,70;23814,35;42958,38;33166,03;23470,41;30091,37;24901,83;1887764,45
"130426 Uarini";-;-;-;-;-;-;-;7329,83;8964,75;13299,91;11855,34;8536,38;1270,75;10956,65;9615,96;7756,10;10745,61;10843,63;11823,94;10300,33;5110,18;12509,17;1330,20;6608,92;8185,12;1330,20;15987,31;1920,39;11385,68;3013,09;11557,12;6844,08;6047,77;9274,75;413,47;1315,56;469,51;10494,49;9720,46;4526,53;986,91;463,21;10006,05;10300,93;13079,47;6051,26;1018,81;179,62;838,35;1222,98;40,38;1758,08;446,78;2709,51;3721,91;1440,58;443,40;8433,20;2691,89;665,07;443,40;-;545,73;1463,34;443,40;2313,78;1441,25;733,25;2301,57;1645,62;931,02;1362,93;2242,37;699,46;650,03;1766,45;2532,82;1919,81;2554,68;2437,82;1921,98;2040,83;831,61;1163,79;1151,42;2696,61;872,31;2502,20;1162,83;686,82;2978,26;460,21;-;2891,74;1085,09;838,03;3647,29;8479,60;1968,95;6275,32;20599,53;16456,28;6081,52;1958,21;582,42;2721,05;5830,59;15444,14;8975,40;11730,28;20684,40;6954,26;2025,73;18207,55;14074,58;7430,51;4028,63;4221,39;25400,73;40016,32;27927,29;32870,28;25932,92;25983,20;33425,19;35407,91;33905,96;32568,10;19775,69;39607,61;24640,44;24927,35;30195,97;25270,28;24830,82;31748,31;29268,14;27236,04;30352,10;19686,25;28323,77;41898,78;39688,89;57847,67;47238,15;49756,51;47069,28;58831,72;96514,74;45056,64;54582,63;32501,14;45938,27;43674,30;31914,05;40821,93;27592,91;57463,65;81311,03;45078,55;46303,17;55411,38;78936,64;64941,28;50197,96;79751,64;38738,11;2586293,35
"130430 Urucará";-;-;-;-;-;-;-;4752,08;40766,36;24371,76;24075,33;10286,87;23826,19;36045,74;33512,65;33958,54;32248,87;34019,63;33970,82;33926,53;30739,67;10752,58;32515,71;29243,09;24200,73;31781,58;30024,99;21859,97;26503,05;20650,40;8297,28;28285,29;31891,94;31619,56;32824,56;25453,81;11794,67;10547,50;34844,75;36254,23;36058,99;26878,89;41334,53;32678,29;6082,66;18409,31;26278,76;8225,06;13015,05;5845,64;8520,98;19591,86;7475,76;7902,69;7244,85;5920,84;37402,17;8333,86;6991,39;10199,05;3289,13;23432,14;18764,25;28133,64;30592,14;39062,41;20007,72;46425,33;6114,54;-;-;451,40;23973,91;14211,03;29215,69;23004,53;22187,01;14611,78;6868,84;19933,69;16629,99;16489,69;15165,38;17713,72;19870,49;16265,58;23124,51;20130,04;22056,20;15476,59;22001,74;27163,78;46070,51;36410,67;26406,30;38866,38;15059,53;34392,67;29290,03;18944,10;21106,74;15127,90;2875,53;13588,63;5954,07;893,81;16080,87;19641,40;3618,13;23911,64;2526,34;6030,18;6074,20;9072,51;5562,17;2679,78;6190,72;27418,39;29676,69;30394,78;20623,10;2483,14;11209,46;11999,00;14066,59;13982,51;6541,98;10697,01;22178,49;21404,53;30284,25;51091,39;35554,26;32779,13;26039,94;20309,92;46648,13;26892,86;29071,65;39456,02;38374,50;29377,61;41252,56;29770,84;36553,07;38868,60;33562,85;36034,46;39842,46;42447,98;42662,33;43861,65;24981,43;28925,60;28960,45;27921,85;15059,57;17001,96;67011,12;59635,31;93776,68;69716,43;78177,82;63006,00;40917,35;138913,02;85154,65;4071550,43
"130440 Urucurituba";-;-;-;-;-;189,35;1483,62;10355,52;7145,36;7843,65;16033,89;12442,24;12803,68;12374,99;15764,11;17781,67;28234,00;19154,98;22703,89;16852,68;19224,79;14429,50;6876,93;7124,59;16805,82;12133,82;19252,54;21698,23;19188,82;23181,91;19244,12;12359,22;9181,33;13795,99;886,80;10967,68;-;443,40;-;582,42;11988,54;2138,37;8649,49;4627,75;11788,27;943,96;946,60;3828,06;5117,78;5792,60;5104,58;5506,95;10698,48;12813,88;15324,18;10403,23;154,30;11610,55;13986,16;22781,14;16986,54;17233,87;10200,82;11415,40;4899,63;15745,94;11104,06;15026,78;16582,84;8627,83;9496,79;8066,24;204,50;1258,58;324,90;3532,74;9622,03;4804,30;8485,47;21320,41;9997,46;9611,74;7683,13;7131,49;2920,36;15681,30;20481,04;5661,80;4765,61;5814,88;19322,86;15450,60;886,23;2319,38;4294,92;3366,60;3944,88;3967,29;20066,99;16722,84;11838,28;10456,68;32099,39;1758,12;23341,37;3993,38;46633,57;1636,48;2486,62;16030,92;2422,30;3282,59;4149,63;10534,01;8003,05;6078,69;9902,66;4965,24;16683,83;4583,00;5584,32;14197,34;4637,55;11344,71;13143,81;11029,55;16348,02;19218,11;12655,52;7698,95;9231,25;11211,92;18538,50;24490,23;19595,76;24194,39;34423,83;20069,99;14097,80;21325,80;17818,16;12135,49;13161,71;16616,44;19216,57;14618,69;4819,41;4695,75;8832,46;16853,13;34676,90;15189,77;7314,98;17142,81;22470,36;6081,81;4435,69;13285,83;9519,49;19732,72;55625,25;73478,53;7648,38;8175,16;34340,14;11730,39;19201,79;1990512,45
"Total";1134,83;951,89;531,94;212,75;35752,72;46095,05;441499,72;2037507,88;6134256,07;11724013,04;8113378,72;8861419,61;8644937,76;9364348,10;8899179,81;9080731,90;8780934,05;8328294,98;8044975,30;8035503,03;8244458,55;8942587,28;8858919,89;9540624,04;8606039,76;8895372,54;9843804,57;9815885,97;9573855,04;9462539,33;9520908,86;8998733,87;8533970,84;9703571,33;8661131,92;10744753,52;10188222,95;9959269,18;9426170,52;9272727,41;9750439,46;10227858,31;10173443,85;9880842,57;9603196,77;10075662,58;9927805,56;11325202,43;10841614,91;10392063,74;10344907,69;10250479,76;10398531,57;10229250,34;10672348,55;11299493,94;9138484,15;10619490,62;9344795,44;11478182,25;10724332,32;11888913,59;11092982,83;11575358,11;11309723,59;9936563,17;10515296,93;10343277,58;9384480,60;11358513,08;9823913,14;10434168,46;11141592,20;11587942,66;10732011,52;10812563,78;11261362,87;11097896,27;10963707,58;10656615,66;9721930,89;10480583,99;8741306,22;10565542,39;10891890,99;11095435,63;10941700,14;11177693,50;11021905,05;11949907,64;12379424,61;12129403,95;11219858,28;12432790,60;11827562,05;13662135,78;13580540,47;13329451,03;13838807,81;13740790,09;13853213,32;12912547,45;13476607,23;11821407,25;11996878,52;12119059,82;12576449,77;13908799,05;13420906,04;14350808,89;13534637,86;13051849,82;13041474,37;12316767,72;12837333,60;11367331,90;12505527,57;12574356,11;11994907,34;14188751,36;14062631,71;14476207,93;14301752,66;14955990,96;14424851,35;14614796,56;14340690,01;14222810,38;14290416,69;15165075,87;13230850,30;15294916,21;15028201,29;15930441,43;15175448,01;16524896,49;16864700,74;16401138,92;17409172,32;14957847,86;14885000,45;16086593,89;15196587,76;16974320,04;17191442,52;17489974,06;16522032,09;17324703,62;17285283,71;16515584,75;17489483,65;15910114,56;15982128,07;17034244,04;15671862,66;15659952,89;16717546,19;19959392,91;18610282,22;19780172,26;19197514,84;19231673,20;19263130,47;20713555,56;20354237,16;18994991,19;6475690,43;1972753125,93
 Fonte: Ministério da Saúde - Sistema de Informações Hospitalares do SUS (SIH/SUS)
 Notas:
 
 Situação da base de dados nacional em 29/04/2016.
 Dados de janeiro de 2015 até março de 2016 sujeitos a retificação.
 
 Consulte o site da Secretaria Estadual de Saúde para mais informações.
