 Morbidade Hospitalar do SUS - por local de residência - Maranhão
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Mai";"2000/Set";"2000/Out";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Abr";"2007/Mai";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"210980 Santa Helena";-;-;-;-;-;-;-;-;-;-;-;894,67;8597,30;20814,58;72753,93;51074,53;64326,44;60499,23;67184,27;54824,31;54017,68;47098,27;89328,50;80952,66;80907,18;80158,73;77147,55;84359,49;88898,72;81157,68;88523,90;88263,16;129981,91;80357,79;116641,90;103159,36;74534,32;93950,22;92358,70;116362,52;91262,90;90595,25;102824,86;105061,08;97779,41;103281,84;95149,07;101775,41;103498,83;124252,25;100580,34;105308,94;133373,83;99472,41;108934,55;78841,38;116294,52;123768,71;87436,83;112693,30;120144,74;124559,25;141868,41;105808,35;112980,47;91198,02;122616,57;71858,06;150450,38;95944,32;73910,86;64478,93;49860,59;88321,61;127872,19;74627,31;102436,54;95152,64;129019,31;102394,13;110732,80;89733,98;71602,22;108296,57;99957,40;75754,18;77913,78;89257,92;130062,98;88607,92;154728,79;94637,57;90558,54;83765,62;96574,03;104734,71;100762,13;86601,80;77396,44;78978,91;105681,35;85717,87;134514,94;91685,78;85263,26;85513,26;96831,59;93541,31;60786,92;60708,42;79621,02;81131,52;122570,70;91252,87;100017,54;107212,19;78688,29;151008,12;94007,19;73906,37;70193,11;117609,87;103100,30;125486,26;122883,91;106907,88;114645,31;129531,60;147991,52;139591,10;108850,35;111607,21;113347,24;124439,07;186623,17;116135,07;111072,72;128506,90;152997,40;144240,39;121397,82;116314,64;133568,38;145794,04;143826,12;138129,31;103467,99;104949,35;114789,09;125391,80;153713,05;157875,71;130880,77;195357,97;235020,00;161089,40;141505,14;133483,69;158831,30;119944,06;106134,47;86745,08;150945,76;122257,78;146594,99;113752,02;110513,10;197417,65;158598,93;149525,08;56232,98;23150,47;16800095,01
"210990 Santa Inês";-;-;-;-;-;-;-;-;-;5731,47;45695,27;93178,85;81224,78;173551,55;238974,94;356892,58;231308,81;259454,11;234454,16;237354,83;218533,89;196734,93;319603,76;243794,38;301850,54;213172,72;316834,56;363811,34;321560,95;256845,47;312859,64;250081,77;297934,17;314006,38;262194,01;346881,84;374485,95;259229,15;282291,83;221862,29;271881,00;270634,00;381325,49;317903,81;316122,11;284798,42;305247,29;259945,54;299623,56;290671,53;338467,37;384069,64;361423,44;300098,36;322246,15;234252,99;250425,74;287023,06;296232,34;312984,73;348526,61;350543,35;355536,09;334482,61;393295,54;410108,05;306133,56;280396,51;295308,11;324772,79;290214,53;294722,83;348473,32;299882,35;441631,85;337027,60;405993,26;450798,32;436850,44;376569,32;407187,31;534160,51;459075,26;438219,78;376452,48;482786,62;470880,65;473142,55;482020,40;495803,90;463528,95;382018,81;373529,84;358635,24;367646,84;413383,03;400558,95;307076,53;306626,37;404588,43;458441,31;447080,39;378177,76;459673,01;446744,47;415007,51;421536,68;367292,83;363348,96;354491,44;369586,59;290095,41;215503,26;281316,97;280706,15;246864,52;267445,85;256807,26;392632,88;289451,95;240879,31;250062,85;290734,00;332522,99;308028,41;273536,74;265314,85;210848,37;305492,70;337696,48;335401,79;306918,98;329086,90;335182,55;371775,48;361702,40;444309,83;407461,75;401143,65;367556,99;416128,76;436937,09;378173,27;477490,44;442390,20;416167,23;428918,84;412006,35;554512,10;447790,82;454709,91;396408,41;453358,07;462118,39;361966,54;515637,23;501396,43;483771,60;524362,76;455782,61;462075,10;355721,78;651230,85;437128,01;398207,07;552339,97;482164,94;502456,95;469743,02;478783,52;270126,76;127092,11;56881316,33
"211000 Santa Luzia";-;-;-;-;-;-;-;-;-;1753,40;9502,54;19733,16;39554,55;97057,28;197506,00;135301,13;127726,02;127876,63;146783,73;119905,84;131343,92;110310,21;194469,60;159286,17;120461,34;107917,40;129957,28;153148,50;175005,47;166427,59;154486,15;165969,67;167926,62;149022,22;141190,67;210503,38;155869,70;205941,45;196614,02;198769,81;90457,68;171942,23;158727,47;178975,44;224065,70;225757,13;192246,02;197603,94;207361,56;310196,45;214938,20;219870,81;284086,80;210505,56;191100,63;209456,21;166904,04;195848,19;190710,62;200723,73;178319,52;131286,09;147347,69;182921,32;138567,49;163352,11;147276,43;184859,15;179638,59;153068,62;217584,17;126626,65;135372,34;113381,40;205467,28;171772,20;187969,60;198523,20;173950,12;190387,31;202364,37;156692,83;242691,61;209965,43;180423,52;157923,48;155547,34;135874,30;165203,96;165081,74;184544,08;150336,81;163793,08;221123,19;154899,45;138049,63;155878,37;112142,96;142107,01;153206,78;172149,27;167802,78;216081,53;226761,00;206627,63;270108,38;152963,26;230626,20;94627,82;127677,68;203359,09;195101,60;245157,22;232453,59;261792,88;199128,25;216233,17;190819,19;184776,94;168374,42;161454,08;105052,30;153036,58;209488,97;232551,38;191460,69;249128,55;261526,24;194119,72;261533,48;294917,22;259397,17;344590,32;243166,81;255706,05;260488,87;284345,39;291740,94;280206,34;273640,41;305944,27;271265,09;306281,12;282198,29;213196,15;214913,53;329863,91;215339,35;400334,39;324613,06;272693,29;267601,72;309288,51;319425,30;359173,88;322146,13;345850,01;328741,36;345586,75;241908,15;325505,06;124240,50;244721,90;425400,52;260797,47;265386,04;270238,89;326069,80;308246,21;251532,61;221753,67;83211,62;32787963,04
"211003 Santa Luzia do Paruá";-;-;-;-;-;-;-;-;-;-;752,63;2810,66;11540,77;23551,18;42929,07;61937,55;76903,44;82892,91;68568,68;77695,23;67826,68;65834,98;79332,21;49034,48;64073,64;76925,60;68163,15;71745,94;90741,09;95191,98;78302,84;69784,83;68480,92;78166,26;63973,89;68112,61;73593,83;82830,45;81186,59;80365,29;125801,62;149936,50;105258,10;132214,05;144026,77;168775,23;151233,97;164537,64;122368,45;111931,96;154114,54;138022,11;120753,98;176072,11;165830,41;94889,63;150188,43;123546,72;131514,84;126197,72;179986,72;123171,85;196141,91;149573,58;197985,89;124898,69;132420,88;149390,78;148338,02;183153,46;124105,62;135038,41;96602,16;77842,38;81021,86;87596,31;67196,17;117973,22;128532,33;81545,86;126029,41;96304,17;88464,12;78726,14;67803,85;94635,47;86186,60;84698,86;88356,23;96075,04;118844,18;102798,59;108799,69;95337,37;101898,26;127536,61;125064,98;110477,41;114109,44;108445,25;144229,80;117799,48;126759,71;127340,03;139375,43;142819,47;122313,16;126818,61;104579,97;141970,90;136102,65;161175,39;120472,48;96743,05;107294,30;94729,36;181219,11;141767,58;252850,02;128888,35;97740,53;102026,28;81924,01;101444,48;76091,41;28029,31;78680,57;69929,97;64465,45;54537,60;49272,28;46330,40;58204,44;69351,82;61559,09;51166,44;51068,57;46242,10;67196,23;74468,00;67291,21;57270,32;118376,97;70902,54;70333,40;61636,21;55129,70;42604,35;173144,30;62656,87;58967,70;62892,90;140884,20;65162,31;71854,98;59613,89;84449,95;60804,03;75453,59;50201,09;57113,79;28263,03;76671,08;104169,81;92289,63;63340,00;56077,93;56426,38;51138,96;72682,41;50370,01;36351,19;15583074,49
"211010 Santa Quitéria do Maranhão";-;-;-;-;-;-;-;-;-;472,56;5009,87;5308,73;18227,05;51004,05;68918,81;54122,92;51600,72;52627,39;41525,05;48567,09;78211,33;59139,28;56831,43;46807,92;61162,11;88899,01;56250,80;66989,29;70973,43;58026,54;61251,31;68894,30;75939,14;87437,76;89122,26;67623,46;82181,29;60997,66;59587,31;66913,03;79184,34;99991,18;72304,20;70236,84;75987,19;90652,30;67354,20;58237,13;60517,17;68325,24;91199,27;102842,32;91111,81;72316,65;64290,92;52024,23;90077,85;95148,91;88782,95;77585,56;83958,61;83999,75;71481,77;70717,17;121672,77;77156,28;81907,78;71746,58;74580,19;70563,61;70332,83;62935,67;53188,39;49385,55;73458,20;69831,91;101799,72;98346,22;87515,33;63992,17;73836,68;76638,45;75336,64;71176,95;88539,94;78638,05;59499,81;71546,75;83701,54;84427,33;77446,42;98943,73;57270,38;70471,67;74207,48;67516,13;75914,61;76251,49;72814,37;56245,03;112857,56;81846,59;103111,58;57812,21;122238,04;59152,27;122425,54;108694,49;75876,19;73504,18;91960,20;87261,61;100863,07;101248,03;95736,73;106462,44;53613,19;96545,57;96405,32;54491,71;48402,04;69228,96;52536,39;65919,23;83905,90;71180,89;100523,70;71023,68;82016,85;48253,40;77093,83;107258,47;83669,73;78887,35;68473,05;66076,64;80516,82;73920,49;115928,80;104671,12;67848,31;58923,59;77549,50;66244,73;46413,45;59340,16;37989,66;63495,65;108667,79;84894,80;76680,55;62540,40;57105,91;80905,11;65663,67;56273,90;84861,73;76255,02;63365,32;63633,64;80525,23;47093,75;52876,33;59079,12;49438,30;58966,14;50508,07;74248,35;59384,46;67098,59;10820,12;35026,86;11713099,18
"211020 Santa Rita";-;-;-;-;-;-;-;-;709,59;-;2589,20;38312,55;16648,03;41836,29;61738,17;49448,62;44433,22;67831,74;65170,87;34843,70;77782,70;61251,40;60371,54;61291,41;109061,09;58574,85;67522,98;34948,72;55363,45;58919,51;72002,95;56247,27;65141,54;52058,11;70306,27;68603,75;61476,80;51472,27;71370,19;65507,11;160079,22;69195,45;107467,09;116304,57;139558,70;119786,54;100437,34;95969,83;86769,01;105668,66;120138,64;92627,96;123550,80;109059,90;60378,93;73261,16;102655,70;81121,36;90991,36;106179,16;118687,63;91399,97;86436,87;126446,20;82691,87;105870,80;80505,89;64143,72;103594,93;103904,80;107615,92;99684,80;88658,93;132204,86;106021,81;104236,49;120831,75;107898,86;73082,69;94161,18;94499,36;101172,99;123868,73;136199,75;138663,08;116993,23;156902,86;143177,46;136117,97;126889,20;119122,92;145402,60;107851,16;112507,51;170940,80;110858,31;135531,30;125208,91;156734,98;140645,61;127516,84;137990,52;174921,90;141772,57;161392,73;158156,86;112187,11;152162,14;167180,16;143858,42;142875,19;168881,50;161142,67;166759,45;153448,26;150484,29;136378,21;163414,11;119364,85;122545,67;174649,93;162962,78;189121,82;115312,44;208669,36;122692,54;192057,34;146154,93;180385,66;178565,25;131624,22;160722,59;134980,11;167172,77;145676,85;140117,92;179247,92;186326,58;198146,60;193058,71;241861,13;208433,95;185008,64;165833,19;162636,42;190335,58;194926,18;145214,69;262702,67;159511,95;155866,47;187121,45;194523,40;175039,60;131254,68;90168,19;164449,31;101021,14;164859,26;169067,98;186971,93;133713,44;191335,42;248490,04;134034,59;184191,89;165767,51;229772,15;147003,98;82832,45;69167,62;32269,26;19886871,90
"211023 Santana do Maranhão";-;-;-;-;-;-;-;-;-;-;-;1226,02;2032,69;1708,51;4030,48;6529,01;12293,36;13876,85;9300,78;7747,40;8613,87;8562,10;11618,44;7805,20;8899,77;9689,36;10065,65;10641,45;16534,20;8410,17;11486,52;10371,17;9617,49;10150,31;15519,86;10790,68;14631,80;4854,86;7045,80;6377,36;12712,65;8091,20;24395,13;11242,20;63670,22;13645,05;11123,97;46585,27;12319,71;41574,62;6890,83;42974,52;9935,11;39646,31;12240,06;43325,11;13065,74;43041,93;7378,55;43031,08;11543,13;35674,05;9069,57;27493,69;35148,43;6698,02;12157,75;14360,20;39709,02;14168,31;9229,31;19583,41;6479,75;8430,98;28010,76;25474,57;23455,32;24744,53;26567,82;24046,01;52618,00;26939,55;67431,93;23113,60;32634,21;29332,06;28873,84;31687,90;28817,91;27271,85;39275,47;46475,97;47284,39;34329,56;25991,03;8684,91;17094,94;24159,72;34101,17;12645,97;8058,09;18856,13;13003,05;18109,26;12897,02;17369,49;9247,07;16899,20;10524,48;15195,60;13444,00;29540,89;14297,57;35939,50;19443,09;16427,71;21156,94;17776,56;16029,01;11120,36;13235,21;15792,25;26513,80;66437,30;33617,10;33808,65;32321,21;21696,98;56848,27;25320,51;25947,10;39397,40;20272,84;25258,91;17797,68;22674,58;24557,72;22339,04;22395,62;26530,24;21336,08;22109,71;25775,66;13381,23;39225,58;16877,51;8840,94;11448,22;34817,54;7505,49;11835,34;22402,38;20769,76;17772,39;11947,38;26284,38;18322,82;19477,75;27342,26;11945,14;19371,38;4547,86;9712,31;11142,85;32727,63;9955,23;22914,24;17176,22;20221,90;10046,92;11757,74;9973,16;3285191,46
"211027 Santo Amaro do Maranhão";-;-;-;-;-;-;-;-;-;-;-;-;1727,70;17094,40;4974,10;19752,33;14887,73;10431,38;16662,00;13013,98;19994,97;24832,50;10304,67;3982,60;12871,91;20266,16;18873,82;20691,06;11602,52;12559,99;14402,15;11701,59;25334,94;25209,04;17993,93;28146,86;20798,10;10166,29;30160,05;32961,65;32558,64;33553,68;37586,16;23738,81;39591,98;34970,84;42264,61;25497,25;49451,03;33452,57;26601,70;36016,61;43446,81;37631,65;37937,75;25911,20;31010,86;47441,04;32982,45;22467,00;33229,77;23534,18;47595,90;46665,17;58589,73;52625,59;40416,35;38313,20;27465,59;27995,59;17134,36;29057,29;24076,59;17994,74;38366,88;24802,43;35885,09;33791,91;26425,82;29253,65;36896,34;54445,33;30247,69;43615,82;46329,23;21180,22;39314,99;27750,09;45168,72;41458,87;19315,41;15077,47;39218,94;30837,97;31721,50;26947,85;20425,81;14306,24;18348,56;15979,35;30892,76;26397,17;32410,66;23596,47;39901,64;36392,67;41901,02;29062,81;27594,33;38767,77;20223,77;26622,15;25120,70;19490,33;40758,50;45256,27;24845,13;46983,94;38694,16;23904,97;22072,22;30957,28;30733,65;21848,84;31216,41;29518,74;34821,59;44258,13;35834,65;58651,17;67850,79;27556,76;35759,26;44800,85;37534,46;26798,79;38744,60;38097,14;42228,49;29208,83;42442,44;59915,35;37694,65;28802,96;32410,42;71821,15;16888,93;30158,17;40443,31;47434,92;46321,93;49428,55;53554,95;55167,70;55007,63;50649,13;78411,89;54062,02;67189,14;55147,17;46714,52;17340,99;33048,24;39717,54;59746,13;29841,57;52971,40;79209,29;48544,36;37967,36;40969,11;34854,17;5318504,25
"211030 Santo Antônio dos Lopes";-;-;-;-;-;-;-;-;-;-;-;190,15;974,37;12564,30;46883,73;36094,67;30302,41;27039,34;133301,79;147986,92;127205,63;148831,32;122229,81;124712,20;120638,60;110496,28;131662,62;148167,78;151904,94;127437,21;122160,58;23359,08;52207,23;26103,22;56597,56;55466,66;8067,92;48855,97;31681,76;40090,17;56479,41;42251,89;37726,31;37755,60;80328,50;53857,31;34461,86;35371,93;47761,71;30401,15;77817,51;53341,78;24010,22;85185,26;47199,50;7327,99;55938,63;68110,17;50667,62;76502,41;55497,27;31110,85;76890,12;72591,35;67869,86;57036,16;58983,50;70469,10;67827,17;101486,64;49005,94;97796,92;47817,50;78729,24;79559,84;77887,34;64382,43;66354,03;75345,99;62149,70;67809,75;80159,83;67690,91;107965,67;82348,86;50257,03;56651,14;87321,14;81051,33;53607,96;89286,03;65907,58;69051,45;73808,34;70792,88;43839,32;53936,53;46868,40;67322,12;48077,58;85269,11;52799,61;57166,00;33747,53;51012,67;58086,18;65482,11;60696,45;55103,51;61089,52;50537,44;44696,08;48349,45;57063,05;69901,89;57771,09;56761,55;93313,85;64609,62;34923,15;37195,71;24922,76;42548,75;35006,60;51523,10;46297,88;55593,45;46680,68;73231,33;68195,93;41967,02;57697,22;78053,32;49801,94;44624,40;83605,60;88955,36;57471,06;81610,68;95823,49;131034,02;81521,58;112611,74;58737,72;80183,64;68223,14;63301,39;111095,84;71615,50;92458,11;96305,11;66118,76;79159,71;110747,68;70983,73;68678,06;69205,32;102336,05;93924,13;66050,57;62021,17;46546,20;99359,10;58489,31;70916,04;58813,50;67455,08;56468,73;14660,57;54319,34;17684,63;27427,96;10585895,35
"211040 São Benedito do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;2478,48;806,18;26355,60;26603,57;11839,36;22815,13;22113,75;31258,66;34933,79;22997,17;29497,91;22584,19;25065,36;34161,60;23520,36;22214,00;18704,15;10443,76;17464,44;34044,57;32889,04;54155,11;32116,58;40410,86;42095,91;32955,75;24937,08;33173,29;37239,77;35697,30;59125,70;40975,42;94875,48;93695,19;42591,16;51150,89;42358,29;37381,50;31211,59;45587,80;57226,48;56769,01;79643,45;46793,15;36431,28;64610,64;65415,66;43860,59;45872,55;51237,63;44643,78;20809,61;33962,19;45397,63;37287,90;39551,15;44765,76;42814,10;46939,51;62294,12;40991,96;25102,22;26460,75;68719,40;47792,11;74443,35;62089,97;62893,02;43515,48;47982,66;61882,35;35155,18;15278,92;18311,38;38783,54;53556,35;48351,06;41898,85;51187,54;47123,03;41597,64;44231,56;48718,50;57663,84;58842,43;34905,30;65165,78;25476,67;34643,83;19164,38;51684,19;32794,16;67471,63;48138,26;54958,85;29250,85;32171,23;39016,23;27175,99;64301,41;30514,52;41037,93;37691,83;47101,83;42891,33;67808,17;35088,81;24507,86;33407,37;41549,81;32549,20;63522,05;34768,77;79024,00;58968,49;37538,74;39603,62;57539,97;78207,22;66874,01;60240,51;72233,88;64440,73;71138,30;92523,78;47621,37;69065,88;68532,49;85332,48;52163,87;54346,37;66378,40;100429,62;80100,13;51014,55;81916,62;50280,75;91080,76;96537,80;79130,55;86096,44;74239,72;84223,94;78993,73;65114,36;55141,13;78254,55;72284,44;83410,97;113900,63;54267,80;52848,44;93947,94;122349,25;88031,24;62850,63;91491,50;58154,26;93070,33;29235,25;27405,78;8049760,48
"211050 São Bento";-;-;-;-;-;-;-;-;-;-;1004,79;9891,95;19574,97;35526,17;46758,70;61005,54;61292,59;65904,58;61055,06;60592,58;64689,99;66865,20;81491,53;90621,35;99368,07;63682,94;72478,95;49677,57;84620,33;106307,72;60181,74;38728,27;94891,90;81096,27;95630,93;144644,97;122013,01;87768,42;84846,99;72793,84;79267,33;79969,08;101420,93;111380,57;128046,10;101626,72;105720,59;87826,43;91736,85;79886,13;132649,86;96498,14;92823,08;105817,25;138526,62;84309,38;93021,84;136378,08;120437,78;111450,45;118717,41;96825,93;115224,70;109526,07;118492,77;104310,30;101380,70;83868,90;84196,02;109246,83;63556,03;59692,65;60217,28;48320,81;106676,09;108073,05;134614,31;77736,18;83823,17;108018,36;87821,70;82116,25;120785,10;135332,02;113206,43;43085,07;89417,67;181596,57;123077,08;115935,55;132461,13;86397,85;117646,36;89390,99;85494,87;72377,66;82660,85;53145,76;93990,74;51221,74;105932,17;61404,28;87253,98;52178,43;100975,93;140981,86;114218,07;125861,23;97052,10;113956,16;78721,54;85990,45;88752,13;100379,62;99532,52;84184,41;80508,06;110924,80;77429,04;68383,46;84171,12;79811,86;143750,44;90807,34;90858,31;116524,17;151025,51;118357,21;101048,02;131602,40;155278,75;185487,71;122622,20;121972,01;103127,85;113685,84;160308,75;135084,59;130914,16;151564,14;130351,13;160205,64;141764,24;148503,76;177726,64;125709,84;117207,86;117009,95;114336,74;112921,93;170816,41;129125,29;148513,04;154389,76;118320,59;157827,73;129884,53;162443,58;125683,93;96876,57;109521,99;62784,43;40004,06;134932,12;108611,47;115808,70;134753,70;171406,18;111590,74;41747,67;54673,71;28114,80;16229670,43
"211060 São Bernardo";-;-;-;-;-;-;-;-;-;-;2078,20;730,62;17192,83;27720,53;63879,72;49104,59;49081,52;46153,85;49797,21;37680,65;49167,02;56869,17;51023,79;40807,49;36770,08;41464,66;57978,96;57874,51;77039,09;54899,74;54146,76;92874,32;63385,53;63795,33;64997,69;63495,86;70266,04;63642,63;65796,03;53918,38;52907,20;109174,30;80772,19;63722,79;72910,78;53064,93;79167,60;89276,36;83984,65;69175,56;66071,32;81336,94;93197,21;81119,39;71993,50;64059,58;75460,51;58118,46;71846,81;83155,35;82494,11;79294,92;80548,86;65294,53;90687,45;79621,45;84670,51;69747,12;92474,83;79617,48;71264,31;74732,97;62543,76;72851,01;97918,69;82181,09;88726,10;111057,14;104090,93;73441,72;74347,37;76652,79;68995,26;95623,69;83847,36;70038,73;77464,30;90964,56;118712,04;83458,98;91225,81;78865,21;85936,20;47292,27;60536,01;84203,43;81333,78;89111,81;62952,13;79225,40;110104,36;98345,22;87772,08;85291,97;63642,29;60234,27;51645,51;61840,91;66987,88;53636,21;51447,15;68573,09;79713,43;62646,22;98309,43;63167,22;51690,53;109807,29;69453,46;65340,84;62000,16;82757,28;100664,91;67665,34;83324,32;73439,08;81051,14;78597,75;75499,12;74184,16;35461,87;100487,23;55059,34;60780,43;29573,60;58978,91;94703,37;73017,02;123193,45;68023,79;72344,59;75535,66;60530,18;76989,72;56292,38;46533,40;80104,16;67451,53;86098,51;111531,08;77889,96;86414,82;78235,58;86875,10;69998,34;95707,51;103923,13;96956,03;92851,67;105100,59;152831,85;77599,18;128171,83;207776,86;157876,45;162508,75;154150,89;138155,00;76356,66;81489,26;140076,67;13028,94;12323692,25
"211065 São Domingos do Azeitão";-;-;-;-;-;-;-;-;-;-;-;-;-;3542,50;3153,68;436,74;9902,82;3211,54;9716,77;6660,75;11567,92;9789,25;17059,95;3183,97;3364,86;3313,83;7090,75;2489,76;5470,07;5640,59;5776,08;3741,65;4734,87;2197,18;3186,57;6028,10;4055,68;1880,62;938,59;8655,02;12724,06;5993,51;4035,26;7030,84;3587,39;22736,94;2760,65;2875,05;9455,55;7251,13;6683,79;17983,48;15319,23;15673,58;29052,02;11472,32;16292,52;8422,20;9300,69;11394,04;24603,49;12531,18;10630,17;9518,88;17988,37;56791,74;18728,42;14614,96;11100,53;16061,11;15798,40;14230,05;17344,87;13169,29;17196,20;6606,53;18192,81;11782,53;12633,78;31997,99;20269,05;10053,91;11717,53;20151,97;12005,98;18745,37;11100,75;9396,40;9557,73;6694,37;7958,86;10048,28;8747,87;6595,20;16302,59;13372,35;17996,42;14221,60;6378,44;6116,70;24451,19;23404,76;12913,75;10046,99;19415,07;12503,30;24996,54;16672,35;8953,51;9123,88;11814,03;22593,36;11186,27;15689,78;17146,13;9017,70;9796,18;25987,46;10285,09;11947,95;11263,47;13520,01;16736,81;14861,10;16919,05;12372,10;11841,09;42164,96;14449,34;6823,27;9039,14;19917,60;16220,95;32441,06;16466,77;16735,08;22960,93;27071,39;29363,29;44900,35;23596,88;21613,62;48389,27;28386,90;22318,74;20247,54;17771,34;40906,81;48946,66;26486,85;41398,54;32370,25;22117,29;30408,01;30776,98;20928,42;19004,63;9399,69;14961,01;34121,92;27644,86;16485,12;16578,96;26553,13;16814,93;37996,70;22289,43;17044,91;17946,41;9397,71;25487,59;8541,36;2456732,54
"211070 São Domingos do Maranhão";-;-;-;-;-;-;-;-;-;-;2036,25;1708,29;31001,34;37409,03;93234,12;77160,15;70044,09;64365,82;61173,36;62148,60;63678,16;73739,73;75864,17;72600,77;85228,62;60770,84;80980,94;58715,68;93535,95;79525,65;59956,25;47815,86;52697,60;61522,78;81227,99;94577,70;79492,21;83540,00;67297,77;62820,03;93643,24;92514,96;86786,22;66919,89;47615,01;100655,49;86086,49;93633,34;74867,02;92246,39;81470,27;79746,54;65481,30;71536,59;67059,82;63441,49;58027,85;86825,22;93170,84;84113,28;87301,32;66970,43;92680,06;107556,88;68143,89;134173,80;106741,83;121624,97;107105,13;153240,58;109647,79;87845,65;79643,15;110210,45;111751,86;82224,67;106836,89;74528,45;109830,28;117177,20;71105,83;115318,46;105035,93;69937,52;114226,37;77690,68;136537,02;121220,10;145634,15;141904,11;124176,75;86825,07;114969,36;112245,46;91969,33;78341,08;89043,83;68313,78;70711,41;98953,27;132910,32;125377,02;107470,93;216877,22;117564,21;155305,15;146539,71;152499,57;94096,46;87092,37;151096,21;77074,86;107994,31;102558,86;124755,93;240868,77;121493,06;151623,12;124853,21;105809,64;125115,18;64857,24;101026,32;145977,44;193391,17;133901,69;119733,52;163794,93;142338,89;171264,05;149411,03;169247,02;129159,60;142200,47;117325,02;106891,43;153044,83;130666,94;163731,85;132664,90;109265,36;141172,60;125783,65;172451,56;133880,58;172405,68;169473,23;116267,24;153604,85;204615,74;158021,61;189227,33;191799,65;174741,95;159889,63;123143,13;149310,56;152044,44;130065,73;125278,19;153317,38;115609,55;301416,17;415883,83;251548,41;186685,11;167132,93;172807,60;111528,42;147492,35;123869,27;67472,47;18257916,44
