 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2006/Dez";"2007/Fev";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"172015 São Félix do Tocantins";-;-;-;-;-;-;-;3201,68;182,47;5032,11;2169,58;14462,17;4579,85;3090,82;3059,08;1468,48;1500,78;6038,52;40483,66;1442,90;3914,47;1409,78;7087,09;5556,63;974,55;2106,66;3239,90;2392,86;1151,54;14329,47;3092,44;5641,24;3350,48;5480,51;4057,08;3522,51;3281,06;8823,30;3314,61;2308,59;1098,14;1806,69;6215,78;5773,54;7152,86;1354,02;1889,47;7887,59;4636,60;5866,42;4612,60;17383,68;4174,24;1610,03;7186,97;2726,88;6792,90;3299,78;24138,87;3715,08;6291,04;5763,47;7094,76;7232,89;16681,59;6063,36;2355,72;4405,52;9394,20;8611,09;11871,92;12047,86;3249,51;3948,10;14372,74;4548,53;4697,96;6870,53;26882,11;1558,32;2752,72;18127,13;7870,87;3801,95;4572,23;7731,05;8120,73;10263,55;7047,07;4990,10;9916,33;4236,64;10235,58;4956,16;6125,18;8941,05;4504,55;8670,94;5444,85;6900,76;11107,36;5173,43;6255,09;941,27;10232,15;2642,77;7912,08;5416,13;10642,53;12916,88;12731,90;3419,11;1571,28;17621,36;11672,24;8178,98;18774,28;11951,18;27034,57;8801,59;3554,80;11845,45;5114,42;21370,77;21148,23;17343,91;3398,11;6609,09;8648,66;131,45;3270,19;1369,88;2196,31;3547,65;-;1229,68;9508,94;4163,78;2300,74;3674,62;21987,70;1619,66;20671,73;26403,16;4669,49;23553,87;21912,93;19743,27;21581,26;29426,29;8665,61;18988,69;23187,80;23290,55;20781,43;18480,82;22005,68;19217,24;34798,19;25995,68;7672,72;5304,16;-;-;-;-;-;1345600,46
"172020 São Miguel do Tocantins";-;-;-;-;-;-;893,37;3688,60;6656,28;14166,82;8509,05;9457,88;8440,07;8472,36;15053,62;18298,36;12258,80;10399,74;20459,44;6151,99;6170,04;5666,19;5653,00;31291,84;22392,53;12220,08;31305,10;14863,95;11556,60;9053,64;18852,02;14748,04;17456,98;18967,40;28618,41;18750,16;24006,09;17295,78;15716,26;20436,50;11703,32;14217,90;9235,11;10419,71;12454,02;23271,14;24915,11;16887,06;10749,29;43367,30;26473,08;19613,02;23053,90;16272,81;28412,86;36748,52;19306,88;12246,38;28224,62;24103,42;18042,65;23429,05;30674,05;24842,69;21991,60;26887,24;32032,47;26350,76;18158,06;24014,12;34077,50;22029,89;24814,33;26546,24;24863,22;17014,61;38245,78;37837,90;32182,32;21403,44;15020,28;28612,60;33184,36;32561,23;33754,55;19177,33;36388,33;47824,16;30329,94;34658,92;30752,54;14587,48;28996,42;13741,02;25410,81;14175,04;37557,08;65306,23;29158,46;21324,03;17937,20;37320,95;42356,08;48080,72;9965,66;17435,82;27815,04;20806,11;23169,15;37580,44;27735,12;10926,91;18256,55;25417,90;18873,01;12924,00;30617,30;27910,28;12051,58;9436,09;22688,99;15069,68;25295,39;26420,12;26482,65;29233,27;48511,08;19657,96;30165,18;18783,91;13709,05;35707,80;25995,65;18902,26;25680,86;20891,48;14776,43;50947,02;43707,29;41758,79;33311,50;21742,33;16764,57;16447,91;13682,68;20594,54;26240,11;18157,82;23461,59;16316,37;17567,77;35735,49;23717,02;14055,32;15727,00;21782,66;20072,74;60837,38;11889,90;21601,00;31887,45;24729,21;5567,02;11906,45;22693,45;7337,66;1504,67;3603893,55
"172025 São Salvador do Tocantins";-;-;-;-;-;-;-;565,73;2996,78;3695,56;3654,65;1953,13;4720,28;6910,75;9880,26;7155,04;3924,51;3001,87;5201,44;9128,55;11327,55;477,45;8818,82;10276,29;6846,49;3945,03;4427,01;11704,31;7083,55;22413,12;5468,27;1668,17;2439,65;3220,30;8329,28;3828,39;1799,59;2958,45;9402,25;2262,14;2465,82;6475,90;2374,40;5724,59;3165,45;16541,62;3328,00;8498,06;4398,01;2685,14;2082,85;2191,84;3330,59;5172,76;3285,92;17793,93;3632,31;8777,05;4490,66;3236,81;1635,95;3228,63;3035,07;2406,80;1368,42;5424,79;5147,64;3588,45;13801,70;6580,05;3975,27;3661,16;3314,92;1732,25;6191,37;7185,95;3799,39;1254,08;2602,60;15331,75;4623,20;3528,90;10130,77;3958,24;5921,44;3486,79;4380,43;3133,69;5501,68;8430,37;4907,67;2913,11;1817,23;1503,12;1205,05;76134,63;9198,60;7208,98;13784,32;2360,20;3327,36;2403,07;6167,21;17343,16;3228,62;2107,47;18659,43;1171,20;1968,99;21480,50;11745,88;7727,64;25123,06;6112,14;4869,46;7560,28;21615,86;4179,33;2635,38;2786,75;3217,59;1858,94;9839,16;11591,79;7106,93;1762,83;10205,90;10214,29;3317,67;8665,34;2474,13;4849,65;12370,20;9364,26;5768,66;3946,28;233,85;17337,65;8807,76;1136,45;3374,93;2543,20;2015,77;2544,11;7083,48;4282,78;17558,26;7056,01;6895,42;2518,82;1368,95;1725,50;2655,25;24846,10;5088,59;3292,86;28439,13;6498,28;7763,95;5764,86;4604,87;4206,26;1006,77;207,33;-;-;675,94;1030830,57
"172030 São Sebastião do Tocantins";-;-;-;-;-;-;-;2953,60;3825,07;7518,22;7191,08;16722,44;7299,93;11245,44;10967,41;12412,82;6423,27;6259,84;15753,94;9446,18;14043,56;6661,34;11361,11;13054,14;5867,20;7887,54;7064,21;15945,59;11090,15;8164,96;7853,50;13481,36;14941,57;10706,22;13522,46;9873,07;4329,44;8682,87;16221,40;7514,37;14379,91;8862,84;15108,62;6258,20;5695,97;13835,10;10104,56;11969,96;7529,59;24424,73;16104,51;10611,66;14528,41;14647,73;16091,28;14965,95;15932,63;14807,37;15113,97;17106,66;23818,88;9700,88;6269,52;13361,86;26799,68;9286,61;7241,01;9556,28;7542,60;27754,70;10992,19;14576,49;13352,31;16421,75;15628,72;36518,09;18813,64;9504,03;15110,96;9695,90;8832,64;8583,91;32791,26;17389,68;17387,08;9230,32;12306,24;10718,37;12293,55;9574,96;19669,51;11519,35;12971,64;13364,78;6594,75;7076,75;37042,50;13314,93;18462,14;7502,39;11199,67;16990,64;6624,88;9991,08;10434,86;23808,14;7737,81;23169,27;5851,76;5528,91;9672,63;18751,69;5666,53;7537,18;8284,32;3705,40;15429,97;6016,79;9875,46;8399,86;5243,03;7008,11;4887,90;9231,85;6722,35;5596,37;11560,43;3347,93;7230,15;15604,18;12858,04;8821,34;9639,65;10427,36;10680,40;10989,16;6371,02;4578,21;9140,88;4949,68;6632,13;15218,17;28607,30;3865,92;8670,59;4942,90;16097,07;4306,37;23202,57;6881,44;24498,58;15989,39;16298,78;11554,94;11059,24;10820,48;5824,43;5874,89;20844,32;9784,96;9007,81;2842,87;2578,39;447,38;-;712,31;-;1829065,92
"172049 São Valério";-;-;-;-;-;-;-;696,41;10897,52;7231,74;7424,85;13206,30;11341,26;8517,27;9705,82;16309,96;7494,26;7031,75;25719,35;3130,26;10607,19;16115,05;3239,38;3190,79;12085,30;5373,57;5323,80;71110,05;6386,29;12001,30;5674,42;8355,24;10348,86;43866,81;18769,37;7620,94;17715,22;7783,00;14611,74;16752,36;5345,62;7006,96;29387,28;5946,28;7206,25;8500,22;10189,80;8416,32;8060,44;18986,54;3789,63;10003,67;10325,14;18120,98;20640,27;27249,84;18970,96;46339,76;15174,99;11557,24;25601,74;9129,03;22444,80;37790,28;19697,60;44854,07;22194,66;31824,91;27781,90;25129,88;18206,00;21394,62;21014,09;23561,63;19024,78;31646,63;48274,80;32834,71;27622,97;32994,62;19719,45;11382,13;14550,55;13301,76;10529,37;19627,22;8293,72;15256,54;25576,48;19276,16;11738,58;5515,31;13597,77;22862,87;23336,10;10831,47;28828,23;6117,11;8826,04;15852,56;25826,72;26442,80;10031,28;10597,37;14125,42;9036,33;25256,24;12857,82;13073,26;13531,05;21240,39;23473,77;28045,52;23618,87;27473,00;6027,03;29134,48;23756,48;7343,00;19142,44;19262,30;36511,91;11969,24;7923,47;27954,81;8229,42;8710,63;7616,41;7927,79;9493,85;6682,49;10306,65;10672,79;13958,62;6672,07;4936,17;14981,44;12236,39;20985,53;12328,77;17619,21;44573,00;38687,14;20608,41;19076,86;13750,37;14785,05;10923,07;12835,67;17517,00;37859,71;7460,43;25118,14;11588,67;18514,93;5837,47;18548,52;7852,90;5562,39;9559,19;9439,94;11001,48;2497,81;-;4202,81;-;-;2579712,95
"172065 Silvanópolis";-;-;-;-;-;-;-;446,69;8719,39;26649,47;9542,86;28253,09;24042,73;22129,14;11389,23;19448,66;16511,38;14302,63;20943,23;16011,32;11506,34;28180,25;12366,63;52163,07;29418,54;26047,53;20466,22;26732,34;18445,45;37494,39;16885,22;13550,09;25705,60;25128,84;26251,25;20018,52;29663,73;23365,56;25138,42;43132,25;35804,88;30544,39;25238,48;34859,34;21821,65;34249,89;26705,11;37695,72;35101,20;33244,97;47487,81;30066,48;25171,98;36406,71;46951,96;22430,21;37595,04;19873,97;19108,43;48166,23;18374,53;45375,05;23667,65;36277,08;23911,64;24864,23;30379,31;14189,70;18578,24;21487,82;41252,39;30678,46;38387,22;29421,73;58594,99;54866,96;42102,30;39520,91;50543,64;47546,00;19061,04;41232,84;37485,10;42811,71;31265,87;30057,96;59476,77;29322,72;21697,26;22254,01;23659,50;32715,23;17940,29;27936,32;29630,57;60078,45;26566,51;22169,13;23083,05;22412,37;30765,05;17550,26;9649,41;7757,40;4174,74;9427,66;12266,90;8092,73;16977,76;14682,25;22538,35;12193,50;12752,81;13025,73;5854,66;8169,94;12211,04;11993,53;17330,23;23040,06;23372,42;34998,31;19913,60;14936,33;30478,43;34509,10;41406,01;23157,06;20103,93;7625,96;26182,16;12402,93;13706,46;36454,12;24251,53;11262,18;22753,19;19393,35;20512,42;20594,77;43683,54;29829,91;13029,35;21117,07;19487,65;31222,67;19189,77;30677,85;29497,31;22714,28;16372,86;10465,88;13691,44;21613,99;16301,97;19771,54;15208,94;14521,91;15637,58;15618,13;10362,12;6350,64;4700,21;-;796,50;847,15;-;3860629,59
"172080 Sítio Novo do Tocantins";-;-;-;-;-;-;-;2802,57;11184,00;11792,12;17144,82;12693,70;17246,17;26422,47;13651,06;12089,01;25725,98;13977,87;22690,94;26711,95;11212,38;13415,92;30443,88;18387,79;18550,61;17116,48;15753,65;22605,23;12642,53;28408,18;15565,15;22644,34;19654,87;17553,32;17869,51;21312,17;13452,11;25298,57;15194,42;30047,45;33084,17;15835,03;18047,86;21371,62;11787,99;21216,53;16413,12;25360,20;22474,50;24141,98;25058,14;21769,44;36823,90;20861,15;28135,70;35319,02;46224,73;29176,59;27548,30;25959,27;30511,89;37381,47;21261,78;18372,59;62387,45;37193,17;21445,35;51690,30;12656,71;52962,67;12095,96;47535,01;21790,72;40037,45;35816,32;36411,59;47002,44;49553,51;45861,85;38015,99;23384,60;24247,06;15831,29;32105,76;15609,70;40588,03;18713,46;20375,71;11734,14;25025,20;20311,88;20889,17;9353,45;14478,58;23771,15;42996,13;22345,93;38675,70;9466,43;17855,27;12287,98;28960,11;13326,79;26119,65;46131,98;40508,37;34151,95;25222,88;17780,51;36834,28;17219,92;17366,61;30681,65;27139,89;24437,34;15518,76;17250,60;12402,69;27211,35;15085,43;28123,77;17716,89;15149,44;18096,61;13449,38;25541,11;18696,13;37118,39;15938,75;13370,11;18166,03;21587,73;21694,35;16399,47;13806,64;29100,74;6936,02;22961,89;12646,26;41579,14;10705,63;20210,05;21564,49;18661,53;14499,20;14279,87;22712,57;21497,97;29069,77;56385,81;30493,75;30983,99;34995,49;33078,17;12317,61;12304,02;106591,52;32067,22;19703,18;45315,79;13912,18;14357,28;12226,27;9636,47;3468,67;2983,74;2254,56;3815607,71
"172085 Sucupira";-;-;-;-;-;-;-;-;2643,34;4150,57;2767,48;3114,32;2165,89;1149,07;4058,35;3312,89;3018,90;3458,29;1968,21;1512,14;393,67;6001,24;52490,05;5089,31;4065,94;12704,98;20772,21;13008,75;6488,38;12661,62;4617,16;2568,28;28073,58;3417,34;3331,89;5831,13;10751,96;4250,21;4116,13;3054,79;5629,46;4312,89;12015,97;5683,28;17965,27;3392,43;4658,84;4773,35;10642,19;3813,71;7409,89;3441,63;6704,29;3735,10;8479,96;5227,76;4489,31;21031,14;12065,65;9173,07;2911,34;3847,23;5101,47;817,65;11941,70;4633,34;7335,48;18318,82;4938,37;10595,38;1563,70;3485,15;9603,24;21133,79;15836,17;15455,42;12212,10;4916,88;40031,40;6310,53;13029,30;30529,38;8012,40;11961,19;2136,71;16781,45;12502,43;7163,97;2506,21;3991,49;26954,63;10522,08;4178,81;3576,07;16292,50;21775,14;3590,92;6125,44;4736,60;3743,65;7020,78;4356,79;3112,56;1113,88;1838,35;19686,24;18000,10;30927,97;24899,12;6170,34;5832,93;2201,78;6778,01;2193,66;14832,10;4095,96;2039,28;654,83;4153,46;3498,79;4813,40;12298,42;12408,46;1871,15;16142,00;14518,29;2269,66;14630,14;8179,85;4002,66;5722,29;19851,11;2482,60;5308,32;6348,58;5896,14;19089,67;9791,03;8720,00;10787,10;4176,28;1342,77;3385,55;3258,69;19465,31;13953,50;2252,51;4555,58;4195,35;14675,99;18878,37;12193,00;11277,35;7227,01;21174,82;2906,89;2804,24;1744,18;3961,85;435,96;5576,89;2231,83;-;694,11;-;-;-;1313658,62
"172090 Taguatinga";-;-;-;-;-;120,05;611,36;17710,24;20727,38;38173,06;31530,87;36024,39;32040,77;33212,61;36577,94;33104,92;29638,33;34478,97;40802,78;88212,18;39975,10;38423,92;46826,64;50392,03;77299,67;70550,07;74022,74;65472,42;71399,46;65901,06;92736,73;73411,64;82782,19;58100,73;52050,47;53936,87;81281,54;73273,77;66964,29;62062,49;76384,17;67743,43;73410,93;72622,62;104022,76;80604,27;71311,57;107828,92;85370,51;78562,39;80428,04;84691,67;86828,36;80636,26;103827,66;49001,65;44751,54;61160,66;52365,32;77575,80;61754,43;58833,24;64059,47;47665,87;79349,15;70989,71;100162,00;47357,34;38362,27;45785,66;55837,40;97114,92;88248,62;56002,40;40901,41;59442,75;70799,74;42842,50;97620,62;75106,57;48463,81;39894,33;74264,17;46374,08;73867,49;90762,17;62540,32;61001,66;89433,43;49686,79;73461,26;62287,94;57350,11;43928,43;46835,72;52863,77;46077,19;51510,41;41364,24;48976,75;82412,17;20398,65;51678,66;21750,57;32194,15;36651,01;27798,79;59740,67;27558,19;37013,98;30809,32;70137,49;95648,94;27763,40;24677,23;19465,78;28045,16;54324,57;27801,38;46426,36;21304,83;29082,72;28144,79;54742,91;20370,55;37127,86;39470,26;24442,42;41903,82;63549,88;21477,21;27742,04;22516,67;40607,76;40799,99;78126,91;53473,17;46708,37;50384,54;25050,73;29411,20;23086,78;18140,93;29963,93;28004,98;58305,17;49183,64;47073,85;20876,00;29026,32;30490,11;16919,66;32436,46;24884,39;33762,73;24434,22;22229,69;80913,91;31105,64;26484,65;20519,72;9085,64;17505,30;8867,07;21530,95;19821,18;12568,46;8124094,83
"172093 Taipas do Tocantins";-;-;-;-;-;-;-;1563,48;1922,73;3505,83;1593,71;2861,99;2294,16;1876,37;3955,34;4680,65;5987,28;3124,73;3213,15;3068,59;3628,66;12005,83;2828,78;5103,65;5999,02;8254,23;3278,61;2618,84;12085,87;5879,86;2473,19;3628,94;1168,65;1001,57;1537,08;3662,80;2182,67;3691,56;7975,16;28991,49;3315,94;7410,64;7460,44;6284,79;8340,25;8832,93;10088,48;8107,79;13434,81;7352,47;10095,64;6818,04;8386,63;5916,18;4331,46;6643,35;7078,69;12373,02;5545,30;6966,38;7901,77;1993,10;3110,80;14778,97;2812,84;6678,06;12553,72;5090,59;7007,92;24039,75;19920,51;18955,11;8175,47;9612,32;18133,69;8723,93;6790,03;9159,60;13876,40;3961,11;4632,75;2950,70;3765,00;1858,30;6890,69;7260,70;6329,89;2324,22;15592,02;5417,61;1394,10;3038,84;6414,38;-;330,78;5243,73;2769,39;5190,06;2783,62;9400,51;4766,23;3642,51;4724,06;-;582,42;1920,34;716,71;2773,45;12711,04;5648,52;7093,16;1247,82;1774,99;1940,50;4024,34;1805,10;3638,06;5270,64;3602,83;17613,16;392,80;462,40;2532,92;5575,44;2859,25;3213,95;1694,00;2564,90;4737,60;2765,96;546,04;1367,46;1360,50;27704,11;4177,66;4764,72;8689,42;9758,91;18740,54;6036,58;2687,29;2755,47;2010,26;3807,94;9381,83;9157,83;1870,20;7077,14;4935,00;3132,03;5139,60;12507,43;4980,26;8992,03;1836,11;3905,47;15143,22;28796,04;30124,10;3841,98;1500,00;1506,91;525,60;-;-;-;-;970345,46
"172097 Talismã";-;-;-;-;-;-;-;1162,65;-;1396,64;2905,01;4627,57;7618,66;2300,54;2770,79;3235,21;2976,45;1279,04;530,03;2073,99;2348,27;391,91;2304,82;3289,94;786,08;454,40;4072,83;11392,10;4880,79;2041,29;2499,50;11924,07;6899,66;5194,43;7751,12;5267,28;3093,16;4115,24;4781,41;1858,00;7904,65;4248,04;4033,48;4489,97;8638,78;16090,56;5922,91;3982,37;6367,28;2511,51;9431,25;3588,76;8961,52;7673,46;6830,55;18019,44;4194,73;4162,20;9729,80;8327,90;4899,66;7218,65;13715,98;6819,85;5604,35;14972,55;5135,50;3780,73;5804,22;2473,50;3425,85;14094,23;12762,02;23143,38;10246,66;9830,05;4483,42;6330,54;4515,33;9314,20;5355,95;4343,53;7524,97;9337,63;9645,29;15586,02;12387,76;8088,99;8595,32;8936,56;11783,73;5976,21;3255,72;7730,75;3671,04;10338,20;3001,87;22737,21;7803,28;11281,86;11131,02;8924,07;21322,09;4550,14;3664,96;1308,53;5100,14;2219,49;15931,28;5862,34;4772,80;4386,84;27087,97;36369,54;7253,31;25225,63;3515,09;7629,14;4123,44;3723,90;8723,95;4006,19;21518,18;3074,92;44134,14;3523,51;14613,41;3135,09;6875,84;2695,77;6218,36;9380,68;4921,61;2683,76;7824,61;4529,46;5228,84;4592,83;3978,20;5114,03;5200,39;13929,08;7083,09;7080,31;7980,67;4158,66;35637,48;7963,40;6828,85;9616,06;7258,12;13016,79;6626,17;4945,54;10276,77;3337,62;2274,20;10859,49;4420,07;7926,62;1373,72;3241,52;788,69;-;-;1010,62;-;1162993,63
"172110 Tocantínia";-;-;-;-;-;-;787,19;4107,95;19664,77;26423,70;20572,75;34092,36;51720,21;30405,62;20506,33;26455,74;35617,92;65743,42;34635,86;25634,79;31012,90;29659,95;41474,48;42382,38;32555,43;25301,88;26919,26;24830,86;45951,61;20857,22;26569,30;32451,72;22368,54;43171,81;29802,33;34128,59;35730,89;42213,30;24010,50;40415,58;46001,80;32336,99;33958,98;32933,25;26421,63;44770,10;54024,03;44036,93;50220,95;43996,35;42478,65;40526,01;31091,63;25412,33;33074,71;31629,58;35764,33;26984,75;31320,97;54734,88;109705,12;40332,17;58400,31;55281,15;47619,83;39482,97;57238,60;65545,33;60952,97;34422,04;44673,94;84398,90;42190,70;80151,66;43629,69;66444,17;66423,71;49768,38;50301,82;67939,84;43432,43;42734,14;39300,12;55079,82;46162,23;53521,24;54370,58;36658,87;30786,10;38575,50;51781,20;52437,67;37560,60;35190,64;31953,12;59038,82;48507,73;45131,87;50868,63;42791,80;48518,13;42681,71;33313,41;24567,36;40917,10;33459,86;20112,92;19949,85;45688,33;31527,13;32112,74;29938,54;39062,94;69779,37;37204,55;34446,99;16857,41;26733,57;44725,36;43244,43;44134,63;46541,23;34826,75;46676,36;90801,54;36716,99;33061,86;22458,51;29893,43;39110,03;13213,89;37831,72;36155,59;31175,47;33476,52;26728,22;26839,90;32044,25;41859,20;28279,71;40098,18;54319,50;48353,63;55856,04;45074,67;38886,97;30427,81;56904,70;45191,94;33905,35;50433,77;39969,02;56703,42;37426,67;37279,06;43074,24;38370,50;27208,29;26412,26;104773,35;27092,71;48235,77;21115,65;1357,70;528,87;10027,95;2863,32;6339241,24
"172120 Tocantinópolis";-;-;-;-;-;-;4808,81;3207,22;66263,95;79219,68;79708,20;128502,48;130804,71;126718,11;92805,11;125065,57;84442,09;103779,96;108649,67;74605,34;105617,18;126093,84;83592,71;143312,87;148283,03;158719,39;110248,65;93074,09;104074,72;124042,20;128438,75;127516,20;102098,77;120335,26;135804,29;130434,38;146512,79;174485,36;158432,20;121709,15;141144,74;146000,15;145028,17;84920,92;81688,96;128256,02;108651,09;141643,44;155191,11;121771,90;124118,47;135075,24;123564,63;129477,53;132928,46;157196,22;148663,77;158143,88;97545,98;154886,65;131023,08;103859,98;120634,47;138290,22;145032,34;157418,52;175081,43;164092,10;143445,59;131065,48;126059,32;170256,54;143891,28;183521,12;83771,82;86777,93;92179,88;80377,32;135483,53;103399,88;111207,09;106733,03;76600,70;102476,27;122225,10;103291,54;84705,82;92920,61;115653,90;121639,48;136102,82;87409,90;98117,68;90679,25;95383,19;151324,75;145465,24;130380,55;97904,88;123421,36;143018,18;107287,53;96851,44;75494,75;79812,58;93389,23;136530,18;77411,00;61908,18;94772,58;78783,13;113038,36;155782,78;78511,40;123949,35;137175,98;62715,76;88056,89;62518,28;104803,15;100138,46;107583,20;142687,78;87805,00;86595,91;87372,30;105912,43;107542,94;144672,78;114690,21;106970,44;89050,63;95146,87;131375,24;74384,68;98080,47;84432,43;82887,93;82971,25;81730,66;128788,06;137129,40;144988,74;62363,01;101059,62;90259,03;99273,75;93353,24;159579,66;139452,47;102243,78;117944,07;82099,57;84747,52;90359,09;102467,71;80031,33;83618,92;189614,38;119164,16;82130,71;134558,49;47778,94;30877,93;37848,63;39239,24;33009,56;17774432,40
"172125 Tupirama";-;-;-;-;-;-;-;4792,57;2506,49;8187,02;6421,09;6537,77;5826,42;2255,40;9340,49;5650,40;3786,68;10335,86;4038,11;6443,68;8134,44;4251,03;7977,85;8701,12;14870,90;43249,74;11272,62;1635,94;18847,95;4341,77;8427,39;10173,55;9422,81;8806,19;6284,33;9605,92;38424,85;7082,00;7867,25;16755,65;7826,87;28116,39;22681,72;7818,84;27849,22;12806,29;23274,51;19441,51;4956,36;23359,09;6482,08;3912,70;6307,78;15359,31;5074,84;7228,30;5884,70;5711,49;3039,28;5743,59;5119,61;17106,23;12473,20;6145,39;5500,58;5504,35;6513,68;5988,51;15397,28;5968,33;7796,44;2116,85;6423,53;1930,45;7228,12;7073,14;3475,13;6871,93;5166,23;5962,62;4134,49;7868,62;8259,53;11318,14;7984,73;7080,25;8472,63;7464,18;3571,98;3965,18;5861,36;6389,23;4014,68;7491,62;5099,58;8276,37;2994,63;1747,16;9305,95;5625,02;2484,33;16204,14;3938,80;4561,21;1900,14;7019,59;6030,27;17151,53;20599,17;9490,79;5104,73;696,13;1974,73;1620,14;7246,06;3864,88;1494,37;1795,22;11640,14;4709,39;24281,78;20893,49;2994,19;4309,65;8109,69;8203,93;1271,25;1357,54;3033,42;1380,99;5885,09;1840,66;2983,22;3297,84;2997,91;3598,20;1275,24;3553,85;4670,31;7836,83;7814,77;1990,76;3250,29;1019,82;6332,21;8753,75;9343,53;7111,10;9424,17;14641,55;8251,08;5251,32;5633,19;3728,35;6707,65;9628,36;7215,71;1710,33;4794,16;13832,93;2085,40;8779,11;2538,87;-;-;-;-;1224956,33
"172130 Tupiratins";-;-;-;-;-;-;-;-;744,04;4766,26;12029,43;3771,80;5331,05;11926,29;5951,09;3539,69;1521,33;2461,42;2817,62;1017,66;2434,57;1607,05;2141,79;3931,44;4267,64;8277,24;3375,09;6001,32;3419,91;3738,81;7524,95;6529,86;4264,42;1726,01;1032,26;5759,16;2661,06;20474,26;4126,26;7230,96;5385,57;13024,43;8958,56;16771,31;2404,01;4829,11;3527,86;4002,46;6388,25;9287,34;993,35;1845,73;3425,51;5085,91;6905,35;7894,76;8554,42;3430,80;3514,97;5695,09;6647,94;5389,01;3500,52;3942,85;1772,53;5991,51;22093,29;3477,37;663,69;3749,44;9452,44;3238,75;1493,71;3495,51;8345,42;6465,91;3789,92;2563,51;4563,20;9738,19;5942,24;10641,62;11227,72;1882,77;25330,86;19047,64;3661,34;2933,52;6763,26;4690,60;6871,07;14795,12;4061,67;2001,80;-;1997,57;8455,59;464,10;4110,08;3227,22;1280,54;2711,30;3865,27;2063,26;1108,50;11887,97;23880,63;9355,44;10191,55;3655,24;2665,73;6346,97;8399,27;9204,96;2032,46;2626,85;1451,85;4210,67;1365,43;3117,72;7661,37;5894,14;7248,04;2248,33;1488,85;4214,65;4716,83;7812,44;14413,23;8011,51;9677,93;6717,97;1897,68;5492,84;10772,06;1762,73;1677,18;2292,37;947,81;2545,32;26748,09;21446,80;2941,59;8017,61;8663,97;5368,59;3793,23;935,42;10203,23;13864,70;10889,65;4007,17;10756,51;5222,17;4858,83;16489,97;5801,97;1755,36;7575,65;5245,64;5177,03;3485,22;1379,79;-;435,31;-;-;930785,42
