 Morbidade Hospitalar do SUS - por local de residência - Tocantins
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2006/Dez";"2007/Fev";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"171845 Pugmil";-;-;-;-;-;-;719,10;696,02;2117,00;18354,25;7878,12;9751,55;5832,99;4306,04;1659,17;2831,44;6525,76;2304,20;3104,95;9065,52;4454,17;11335,56;37230,84;13704,51;6944,25;9506,22;4064,05;2707,30;9502,80;5672,92;9910,36;9062,83;15368,57;9849,73;9981,66;4788,07;2762,15;16490,69;5757,76;9225,32;13732,32;5932,63;14367,97;7981,04;1961,58;3333,77;13880,29;11292,51;5154,20;6174,83;5345,69;4969,17;12692,76;10830,86;17391,05;5217,00;4735,62;19033,49;12691,17;3678,01;17104,92;6756,34;13250,19;11555,41;16367,79;11880,42;5621,32;7294,29;4039,33;14201,17;65960,24;8261,24;5791,62;17599,31;13779,42;5278,50;13048,14;6537,98;3004,40;11503,94;6454,68;19357,87;26250,54;21598,80;4395,55;8713,36;11116,89;11528,98;7840,98;16508,04;8841,22;10594,02;11980,42;13471,25;9146,10;3429,31;3149,05;1743,24;3931,69;19806,18;5955,66;15469,68;7590,40;5579,46;3478,86;6020,99;16804,78;2524,92;6266,91;10901,51;5087,43;2237,21;8891,98;3828,92;1473,78;5443,84;16709,32;15918,03;5224,19;8039,69;8087,84;7090,00;6221,37;3091,83;5923,62;114,00;6046,08;2613,09;3005,70;12480,74;3994,81;4299,45;22091,05;6369,44;21403,08;9346,25;3120,92;2619,59;12118,76;4376,61;16222,22;4575,90;5271,10;3139,78;4519,53;12177,18;8967,34;3835,47;6322,96;10446,85;8438,77;22176,09;7135,12;9369,87;5622,17;8854,94;3166,27;7055,28;1256,58;12954,49;3060,55;3929,48;3095,60;-;2129,44;5604,47;-;1409745,21
"171850 Recursolândia";-;-;-;-;-;-;-;402,31;4805,71;4766,18;6382,78;12965,08;9070,34;11419,53;13817,13;13285,52;7097,81;30986,28;15278,04;29231,28;9323,51;6376,78;8246,40;8990,88;4532,88;10902,27;5174,75;8863,56;59134,50;8538,36;4592,20;5848,79;26939,16;11204,96;8448,20;9399,97;11188,81;8731,74;9927,62;21949,09;9969,53;5921,49;6483,01;7972,53;3887,96;16255,43;12587,68;6876,61;34082,64;35579,34;9814,11;21492,72;12796,13;9005,13;9537,84;10479,90;11117,74;18842,08;10388,89;17073,11;10487,75;12408,25;8496,61;14465,09;6658,00;15322,07;5797,98;9199,16;16323,34;9050,66;5945,77;10269,48;21835,81;9078,74;16789,31;13117,35;21695,31;10518,60;11253,17;15451,93;13956,03;7657,01;13819,20;12049,42;10822,84;6981,73;17747,21;28704,38;21535,50;13800,40;7921,66;17221,04;12444,56;5159,44;7084,48;5915,56;10188,18;11142,31;5946,95;3319,26;23473,89;8759,94;28876,92;3217,03;3577,95;20635,02;4504,72;15189,07;11786,18;9815,37;8999,21;4406,77;2778,38;3836,90;1807,53;3230,14;10469,84;2991,45;8315,41;4941,74;2345,21;5403,00;3940,27;3953,78;8055,81;16717,23;15735,53;5375,49;12851,43;3415,41;5545,53;2431,68;5532,36;11910,27;5754,91;21517,70;19055,72;1164,56;11360,75;10650,60;6634,79;23566,16;24061,12;11108,80;7415,61;9721,67;5317,38;26139,46;7324,81;11560,00;13935,05;9469,27;9034,49;9169,13;6570,51;22891,38;20312,13;13456,70;28411,49;25640,07;9987,98;3321,12;2110,46;-;-;-;-;1817058,11
"171855 Riachinho";-;-;-;-;-;-;-;-;6808,45;4493,37;12101,17;5726,80;10825,06;16421,82;12396,30;13553,34;4938,45;6286,01;19553,07;6542,14;9501,70;8817,45;2024,57;10702,95;11505,61;18232,85;11144,96;7443,52;11246,90;21599,14;8343,03;6468,26;6963,96;9208,97;5079,76;18363,97;10748,72;16258,51;25672,24;11192,33;16403,14;13366,52;8955,55;4855,39;12518,22;8436,96;10978,32;16095,98;29077,12;11027,48;7479,23;9717,74;23134,08;6860,19;11007,32;8706,77;8625,72;11630,21;9151,05;12308,71;13859,13;13928,65;7164,53;7979,45;9957,59;4414,69;9335,10;20469,22;15012,72;5714,43;12124,61;19573,86;11201,81;17234,83;8546,15;14695,35;17401,37;25487,29;30809,34;14185,14;9639,86;8689,66;11190,37;14244,11;8682,81;18949,58;18034,27;17668,44;14978,21;8192,59;16511,54;11374,71;5655,65;20970,75;9520,36;6836,84;11901,71;17971,32;10473,22;16656,65;17920,28;6177,46;20683,71;41368,47;18943,71;16452,47;16290,04;13554,45;18842,62;13612,84;16497,22;24807,70;41375,75;46234,73;15180,43;8689,97;20766,34;20465,20;11982,60;34955,20;20525,95;13954,37;26328,40;14734,60;18227,27;24886,93;20048,39;17442,79;13747,57;31342,02;30438,81;13286,87;8193,75;12189,00;9759,76;12509,54;14982,05;15310,37;13645,08;26261,44;23699,98;15702,92;32931,15;10900,27;10602,91;14743,42;12824,20;27491,27;21382,29;7695,38;16023,20;8912,40;8183,80;16784,28;10292,35;2665,22;8474,07;8514,06;4640,07;37187,07;17749,76;8898,63;3429,54;720,28;895,46;-;-;2241699,12
"171865 Rio da Conceição";-;-;-;-;-;1370,80;-;954,26;5266,76;4491,93;538,38;5465,32;1825,20;6180,98;1010,00;4553,99;4068,86;5070,53;23021,43;10831,49;1491,48;3791,06;7363,52;4604,39;4551,92;2665,42;30569,23;1922,94;37514,14;4372,24;34910,13;4290,51;21116,03;19570,32;19087,53;5795,72;8762,27;5873,47;4772,18;5214,09;6609,96;7125,25;16520,43;4392,22;11280,01;7118,51;6535,44;4107,51;11432,79;7752,93;6303,87;9115,70;4922,17;18286,18;10039,35;9283,45;12433,71;3974,56;6112,71;12330,27;10438,56;4061,75;8626,95;3504,31;5744,97;6176,99;9254,77;25616,82;25054,99;5688,93;3876,88;6492,36;4900,31;7003,73;3060,40;2820,58;7748,28;5558,29;5823,08;12691,11;6625,16;4162,20;2962,47;4447,09;4037,64;220,50;5250,77;16581,50;4072,32;8598,78;5536,18;785,17;21074,51;14917,84;2155,82;1145,52;7852,82;4559,12;2801,06;9652,21;1730,90;19476,78;2726,04;1066,16;-;10516,65;3768,60;1698,46;3643,61;2675,85;4128,04;3645,61;1547,84;3562,45;10051,71;5274,59;3623,01;18424,09;6689,43;9644,45;3373,87;4712,91;2363,19;3037,38;15521,34;5976,14;826,92;9707,27;14585,21;446,78;1038,22;549,37;258,26;1442,67;1197,82;3804,11;2330,77;2256,21;1077,13;8212,92;2664,75;1251,26;5154,48;6547,06;18620,45;142,44;6075,72;4157,18;7167,32;6240,09;2462,99;2268,60;3302,53;296,36;12718,48;4826,55;5582,58;6980,07;1204,90;7995,82;1628,05;2693,70;546,30;1429,98;1209,74;-;-;1079928,44
"171870 Rio dos Bois";-;-;-;-;-;-;-;4715,62;4302,49;3829,81;4393,91;13493,22;11624,42;6779,34;5732,73;14477,77;7053,11;5511,22;6439,89;6419,59;17654,62;4549,56;12142,08;4065,08;5385,48;6805,64;3554,36;3597,33;2777,49;23474,07;15223,04;6533,03;7951,39;3755,34;5185,44;7255,69;7598,52;5895,89;10189,91;5586,02;16256,73;6183,34;9058,14;5514,98;12203,06;9230,71;8408,94;7382,50;5091,45;13784,71;12878,31;9320,65;11207,68;3693,06;6749,42;4547,33;7136,24;4578,01;11336,30;11688,51;23088,16;26880,54;35563,54;12456,27;10446,23;8860,95;18462,94;8658,88;5602,23;12363,34;12109,22;19499,76;15528,67;10559,92;11695,68;22007,48;9166,25;8967,29;4127,22;17139,22;6549,62;8737,16;9854,42;10855,53;18677,17;17254,86;7850,21;9723,44;11711,99;7945,69;5110,93;1522,40;7010,86;8858,18;12212,67;14151,47;8113,59;14131,05;8351,64;25880,95;13783,32;12988,60;26329,61;26750,63;54800,97;35956,20;31997,77;15643,28;16920,01;14968,49;13771,57;8465,67;18166,54;21542,02;10106,53;3547,04;4536,80;15577,42;7860,66;8051,36;38993,20;28228,94;23723,18;25790,01;43414,89;16787,23;11962,17;9373,30;9668,01;14218,12;7478,04;10683,08;7199,16;8599,22;5413,55;6433,24;12854,84;3128,56;6269,47;19006,79;10832,90;22538,81;9991,09;16562,92;29156,55;34518,92;18445,90;6989,02;20992,94;19010,59;7178,94;11151,88;13688,56;10224,92;7521,45;12070,07;27065,11;34070,32;13416,41;24205,34;12729,73;9445,32;5772,26;-;-;-;-;1986460,23
"171875 Rio Sono";-;-;-;-;-;-;2136,26;12900,67;10786,91;15643,56;14945,84;15082,42;7192,95;7774,39;25127,02;4852,18;21948,47;17000,30;29767,93;29433,41;16144,99;12030,28;13900,28;12537,94;23784,66;26091,96;6038,53;6010,82;26019,63;8798,79;6255,26;12636,55;12907,14;15403,62;11575,65;19869,90;13738,42;6172,12;10160,99;7322,51;19344,65;25612,69;32254,44;18523,47;15607,34;18899,54;7356,84;15538,26;13185,72;10810,15;19890,12;10360,73;11762,80;15439,87;39806,88;21145,27;26781,81;19140,74;16583,07;30056,89;11046,24;29747,64;20548,09;20193,03;24358,67;20568,39;27619,84;24493,88;13413,97;10727,84;26074,74;18223,81;14077,75;25624,03;19631,47;11004,68;9266,23;23731,63;15909,92;22678,94;8118,69;4725,32;14688,94;28042,58;21795,82;33724,69;19745,16;39026,13;20498,89;20796,64;8434,05;11920,24;11617,96;22482,39;13709,61;12602,28;8058,03;12419,21;13918,21;10726,91;16748,16;3529,13;13268,03;5017,83;6124,58;9882,73;5112,28;12771,31;8477,97;11540,97;7694,83;6542,38;19723,47;45488,73;57180,82;16472,68;12820,36;21865,42;19891,03;33241,07;17670,28;22096,70;19812,69;15304,84;7944,42;28504,33;12926,75;31891,80;17690,98;3650,45;13574,09;10527,32;7633,33;7030,76;14475,39;24630,97;20771,75;9624,07;9525,77;10078,61;3298,33;13445,17;3043,94;3193,37;10933,65;28134,05;19317,89;29079,19;13315,97;21718,21;25667,97;17316,58;22981,54;40827,98;20365,91;25249,84;36388,74;12022,89;35151,60;51863,75;10849,72;2144,89;6931,81;-;-;-;-;2688088,24
"171880 Sampaio";-;-;-;-;-;-;-;159,66;9861,67;11783,30;13349,49;17461,91;12809,23;19205,47;9651,90;17226,55;18817,99;14683,47;12221,45;16920,43;6952,46;13414,36;15639,54;15910,62;12188,70;26715,93;19314,30;28873,68;15665,44;20038,18;18917,84;20235,38;28819,39;16320,08;26453,72;38754,15;24409,99;23822,49;19278,53;23287,96;15896,75;38328,74;35291,61;17613,31;25536,40;20554,87;25123,96;28872,36;61965,37;41624,97;35268,69;23157,80;27028,10;28112,10;21440,68;24266,98;21774,48;21413,93;26209,69;26179,17;21311,68;17718,93;12519,29;32542,21;33649,95;23810,60;13005,34;20963,95;24437,64;41383,20;23567,40;20844,89;20308,04;30149,29;22358,06;23306,66;29516,15;26414,54;16344,96;24815,46;31813,81;17891,43;18677,07;23768,00;12627,29;24683,99;16592,61;22801,31;27346,79;21099,54;15002,46;22305,71;17848,90;9126,59;19704,52;12651,40;25791,13;12203,10;23874,04;19302,18;19917,80;12581,12;14473,54;13819,31;11488,01;16005,60;9984,60;16860,57;13974,84;10791,96;5917,98;10036,90;11827,63;22686,48;19837,21;28618,20;7662,63;11618,06;3650,82;13662,30;5064,44;6568,38;6740,37;7609,72;6629,51;7106,58;12288,77;8175,97;11356,51;16075,30;7785,07;11465,60;8091,86;4378,02;21530,30;4229,88;15074,71;7987,87;12351,36;12047,67;9216,39;7495,81;19567,40;19371,27;21158,27;20378,62;8049,89;7118,66;9620,50;18090,57;8802,35;36786,94;15400,89;17221,80;24754,13;14078,26;13766,70;6909,45;23511,03;28980,09;7152,35;4291,71;760,99;3097,13;463,21;590,42;687,76;2844201,37
"171884 Sandolândia";-;-;-;-;-;-;-;-;2702,11;5865,52;6403,74;9132,09;4609,91;10067,87;10333,93;5612,97;10208,03;12643,66;2493,92;1445,37;5527,10;6676,68;10071,36;6917,86;15921,64;20040,39;3808,49;7740,88;4714,33;8178,31;5375,56;10309,80;17831,69;13551,09;14809,74;9937,87;5941,53;12660,26;17108,85;9424,61;10421,99;10731,87;17431,56;16667,64;17024,89;8124,61;18295,73;10832,58;34096,42;12258,70;10826,08;14234,29;8133,30;5349,20;27018,31;14917,10;15632,22;9969,04;10345,18;10914,77;8713,95;13013,63;9136,26;7471,43;25051,32;8383,43;48972,84;16555,15;20823,66;10105,77;15344,86;12605,41;16631,10;14789,96;9335,49;10036,87;11756,47;8686,04;45274,98;8734,08;13306,54;10408,86;16746,96;11787,48;22933,13;14557,96;15361,27;8206,42;17547,37;8617,17;12198,14;6762,77;15398,06;9879,69;8911,80;7982,10;9246,11;10542,37;6225,67;34896,34;32352,20;15496,80;12938,88;7700,98;6675,39;8951,71;10247,07;14982,47;11289,53;7636,59;9433,90;9442,88;10823,49;8047,50;5905,66;7777,67;18249,50;10458,90;7445,85;14490,87;8483,40;8173,74;10379,77;20180,75;14346,89;7493,41;22012,01;9366,43;10174,61;12919,88;8114,29;6456,77;10418,54;21388,98;23086,94;10527,33;7970,58;15869,05;12068,99;29345,20;11338,27;48873,94;15618,00;7733,83;10279,24;8276,70;14260,05;20831,04;25016,36;10481,44;8756,46;6911,32;24590,51;37441,13;18981,93;11988,37;13923,08;17753,48;9341,72;6515,68;46797,30;8729,10;11408,88;233,16;-;-;-;2049437,94
"171886 Santa Fé do Araguaia";-;-;-;-;-;-;-;2238,32;12039,61;19085,83;35491,43;16515,74;16163,75;18239,43;17929,15;19470,17;28754,00;17079,06;26284,76;26445,17;39028,13;21179,49;22599,64;26199,92;29350,35;38375,83;32190,88;35353,36;23867,97;24422,95;24798,92;43137,97;24250,16;34463,38;15924,31;33516,36;16316,90;23286,93;19919,85;35625,14;55038,18;19393,91;16366,88;28727,76;19134,77;34486,00;33804,44;30182,98;41591,02;44823,67;51956,65;20042,77;94056,51;58366,58;48431,04;25053,62;39240,73;39684,45;32590,65;75520,06;40589,65;19100,42;17177,46;14786,49;14859,55;29202,18;34244,29;21014,97;30759,55;43082,06;27808,04;41839,33;19528,54;20763,91;26957,17;22141,31;25496,59;51609,13;28462,14;29214,46;12615,79;22557,12;32888,56;34502,37;20762,84;32216,73;39841,39;17254,84;21827,84;29261,70;25200,61;36567,51;41229,58;43900,36;31097,47;24971,37;42211,16;29989,47;27383,98;15121,42;22526,06;8300,14;58773,23;16413,76;32371,81;48806,53;19627,76;15522,00;25484,76;53096,88;48310,96;57919,13;47977,48;20921,20;26857,90;18958,35;26980,24;31704,48;41623,25;41977,90;37716,88;61645,13;51875,06;27489,10;21650,68;11137,65;40132,19;17257,46;17196,82;32846,25;22097,73;31438,54;38737,41;32119,26;57626,03;22759,57;25514,08;25099,86;47018,31;33278,88;29094,79;26788,47;29102,62;18561,60;22103,71;17681,53;24436,77;27997,72;26654,58;44077,74;53991,48;28397,61;23443,34;20927,63;16371,59;26710,42;13789,50;15656,30;39977,29;62136,73;54966,23;34508,82;10945,41;272,35;2120,88;4033,88;4890,18;4766506,76
"171888 Santa Maria do Tocantins";-;-;-;-;-;-;473,94;-;6642,49;7723,75;9840,00;8641,95;12899,68;11136,87;14238,24;6776,37;32312,45;12453,69;13258,23;13317,49;5667,25;7159,84;11791,82;5490,30;14009,89;20397,25;7793,85;34254,03;18825,93;22620,15;8632,33;6583,52;5127,04;5527,22;7671,46;7438,58;8301,70;7136,45;13535,06;9300,43;18975,29;7322,49;5136,08;4114,60;13435,68;35646,44;26328,86;6727,55;8211,75;8348,44;14135,17;9199,45;8221,63;14389,22;29888,01;8870,05;10058,76;35635,38;30649,43;36517,72;14281,23;18220,39;15871,96;10521,97;12806,69;15559,45;6821,90;8638,46;10569,97;16658,62;11042,81;13318,72;10780,81;19191,61;10684,92;8511,44;8386,87;7088,78;10866,85;12743,05;13023,66;20108,58;21552,92;23587,90;21501,89;26832,24;26480,99;23424,61;9148,10;12767,68;15139,08;7921,17;10968,66;17236,65;3608,27;11528,83;4603,73;10818,92;16617,66;5792,53;2396,02;8982,19;4296,20;5391,26;1367,49;2830,06;5903,05;6027,60;9744,72;5468,99;5163,12;3876,19;4417,10;7073,22;3206,89;5287,36;13020,23;12411,04;4233,44;14293,78;8155,10;3627,54;5416,50;5000,84;5156,09;2128,97;4133,32;7137,97;4757,34;3991,16;3870,44;3458,20;2892,81;5515,52;5122,81;3254,33;3642,78;7328,30;9681,23;55528,40;2019,53;1678,77;23345,65;23628,98;14482,46;5320,40;6282,15;48921,68;10231,97;5237,91;9839,19;4252,70;12200,24;12708,42;7106,22;9912,88;5137,23;9714,24;10393,00;14766,82;16018,15;2874,00;4203,05;-;-;-;-;1789487,06
"171889 Santa Rita do Tocantins";-;-;-;-;-;-;-;-;1558,21;3265,41;3217,57;3033,95;5650,80;5483,61;286,79;7344,56;5810,32;5472,99;3991,49;2199,37;2031,63;6141,45;5023,84;2783,93;5674,70;5313,40;4484,96;3063,83;13310,35;14302,77;3494,25;1244,55;6463,70;2732,98;2742,82;6590,07;5441,56;5067,68;6526,91;3427,93;2158,72;476,60;4842,36;1998,61;1349,91;1286,76;2832,00;5324,59;6823,33;6039,91;7960,91;1971,99;1906,97;2516,57;2845,69;5582,45;4366,09;1460,08;8551,81;7988,90;9305,96;17293,98;2189,19;6395,28;4692,88;7555,58;4829,08;6550,40;2202,97;10744,60;9085,94;6525,93;11206,68;4402,95;12229,72;9234,75;3762,74;2496,84;8771,60;9779,11;5555,38;6906,16;14772,74;7291,17;7227,10;15572,40;17357,87;20066,64;13396,45;9022,40;2538,32;8163,96;2060,88;11162,51;1417,25;2104,35;5577,21;6875,57;7520,29;3274,79;3153,36;4803,22;3789,77;4353,37;3079,47;35803,04;19333,73;27561,00;33054,23;14881,89;32849,06;798,57;2277,82;6954,56;5601,94;5403,41;1953,95;246,48;2325,00;5861,99;1892,54;2033,74;6703,75;9331,98;2413,58;1712,40;9583,79;2275,52;3508,81;6055,34;4532,53;4634,82;6807,12;6561,68;1150,05;8548,43;4826,89;1226,97;3898,00;2742,67;4833,50;7938,71;3649,92;10709,26;6573,26;8319,46;3309,33;12227,10;10411,40;10164,80;1647,84;7327,42;2195,43;15107,48;16709,95;11418,54;22273,38;1707,40;5765,86;3709,17;3110,98;2763,01;971,61;-;-;-;-;1025953,53
"171890 Santa Rosa do Tocantins";-;-;-;-;-;-;-;1944,07;6730,60;9670,80;11695,43;14127,29;16952,74;13245,54;11726,98;15567,75;15360,78;24207,40;13591,74;18089,68;8078,85;9486,69;11518,38;16965,41;9643,83;9890,96;13004,39;12630,89;10405,66;16849,88;32110,23;16412,82;21991,81;17100,32;9350,48;10327,62;8979,49;10907,95;7983,66;10283,66;12455,90;10470,17;15250,31;23204,03;12636,30;7479,53;10637,16;19831,22;10943,60;16380,65;12883,62;13184,10;10016,44;21018,42;16647,71;41664,55;10650,57;12185,34;16969,14;29995,52;21069,19;19769,17;11008,75;20396,76;18407,89;41527,92;14247,51;15889,26;13797,12;12443,63;19228,80;18991,41;17027,51;29070,95;18164,44;18788,57;34406,63;25278,44;26650,11;8582,85;17900,17;17690,11;11233,15;18760,44;21091,26;17829,68;17977,10;28867,02;21296,99;40148,37;15081,31;24091,21;24230,40;20316,33;20787,47;22525,52;21993,52;24173,56;22325,14;9792,13;20095,12;26244,77;4827,22;4901,80;6996,02;4971,33;15169,32;24618,30;19595,53;13067,23;15645,02;14844,29;7940,45;15075,26;20037,91;17530,31;7411,21;7087,85;22470,54;12276,17;14931,65;6445,83;14088,74;12593,46;8491,48;22784,72;8574,61;7974,80;46512,42;38017,00;12283,11;12898,56;12684,86;11706,64;12943,89;16444,52;8784,65;22496,07;17937,29;4952,84;8624,45;17174,28;15525,08;28230,57;25116,36;33778,36;20450,56;21710,35;21801,75;11840,04;18977,23;24525,42;16517,93;13821,85;11840,33;20665,95;17299,25;32942,96;13248,05;16122,81;4536,86;981,10;3956,20;-;-;-;-;2578236,38
"171900 Santa Tereza do Tocantins";-;-;-;-;-;-;-;1859,65;4412,42;4762,27;2404,42;4145,40;8190,67;7288,52;6071,72;13695,87;35036,70;12862,16;27726,96;11641,18;6854,70;3286,02;46841,33;11886,76;40929,10;25279,64;19218,86;22612,27;25612,13;32845,82;14956,07;6690,62;9212,78;11157,14;13006,99;9327,47;8065,21;10666,95;7962,80;36188,68;14536,21;13083,98;12268,84;23664,03;8132,84;11206,53;5965,34;20043,53;66194,78;11184,75;8424,06;10722,67;14391,89;10544,34;24652,18;12497,70;10958,72;10367,47;11157,18;13746,40;6857,81;15134,13;14748,75;4269,67;10736,27;5933,02;10300,51;6317,90;15772,91;27006,83;7798,46;28596,06;13996,61;13861,29;18041,07;14634,20;13720,74;15190,23;17198,61;5168,40;10352,50;13585,74;9571,56;4068,87;11453,33;13710,08;11668,93;9376,19;16879,92;9083,77;10046,83;9372,73;15370,16;11390,08;6987,63;14714,32;10652,88;5385,75;17405,99;13897,78;16250,82;6722,53;17151,36;1891,56;6349,67;5195,54;5365,58;6524,03;12615,97;10490,44;16956,18;12727,53;15430,20;11978,24;20384,20;16788,09;5469,32;12458,34;9650,16;14044,94;23501,04;25338,44;6941,75;6874,39;13944,05;20934,37;9240,25;5978,63;10663,14;597,66;3987,04;15998,60;43753,12;7753,35;7999,41;8331,37;3989,87;1206,47;16918,83;6084,07;14341,55;7142,42;7170,87;8893,13;18087,49;10666,95;19654,09;9822,16;7694,89;5874,35;6674,63;8060,70;21307,89;20724,59;26852,38;30062,70;8848,05;33619,01;11331,19;13610,36;5851,23;3332,29;2276,40;684,13;-;-;-;2073765,23
"172000 Santa Terezinha do Tocantins";-;-;-;-;-;554,69;-;632,44;4325,83;4126,91;3536,64;1517,98;4377,92;2122,67;6992,97;2664,67;8026,24;5316,63;8258,96;2761,88;8254,40;6513,91;7434,37;6263,61;9673,13;6876,58;11512,42;4230,50;6812,27;5183,02;5762,75;13259,92;1539,19;2683,25;4675,17;14182,17;5036,34;4691,09;5433,45;3599,37;5664,60;7683,79;5062,77;4239,25;4352,08;5108,88;6185,52;14269,01;8213,31;5906,69;7605,53;6637,88;7891,81;4297,12;20848,96;8399,78;7717,53;3690,29;7732,21;14060,93;5854,89;15389,02;6279,43;7109,36;11965,75;7138,42;27249,03;8341,53;10604,19;36307,39;23257,82;13632,35;9330,61;23129,98;9036,65;17122,75;12679,21;4154,55;4836,33;4767,03;2543,29;7975,78;7114,73;2892,00;9187,58;12141,27;4034,79;9791,44;9914,49;13644,67;3785,78;16103,01;10518,57;14690,73;12129,87;12146,06;4204,07;4825,84;15268,99;54002,02;7523,95;8044,87;21562,18;12618,52;6928,92;6885,68;20563,43;4047,38;21508,60;7342,13;4454,70;8732,85;19684,40;5096,05;3694,37;5146,82;6325,38;7973,96;16905,47;6413,34;11059,35;13329,01;6962,86;4147,38;7657,12;2491,38;6174,87;25621,19;3878,85;10508,34;4282,56;12329,31;2398,00;21142,87;6111,29;3887,96;3763,62;10038,10;1351,84;5534,43;4710,33;3807,65;2145,59;2378,12;13167,94;3931,20;1754,93;14825,12;6584,75;2540,28;3884,99;7807,19;17630,65;4688,07;4887,94;3601,55;996,09;3476,50;2265,70;7910,85;4580,41;4520,55;4448,48;3257,92;3105,85;934,16;370,51;1327839,20
"172010 São Bento do Tocantins";-;-;-;-;-;-;-;5900,81;5001,08;10730,52;7896,11;8777,62;2553,13;7407,23;8994,23;11554,28;6850,04;6602,62;14699,48;7551,39;15291,71;10636,06;10679,22;9973,89;12253,81;12586,26;15038,34;5021,90;8688,32;7201,58;4734,27;8290,84;11163,98;16124,23;22902,35;14116,42;13011,71;13560,55;26671,05;25515,54;20096,04;15570,34;10089,29;17086,11;6006,64;18038,06;13784,19;15563,59;13335,22;16455,20;17923,10;20273,63;10515,12;15451,46;39409,49;23931,70;19534,70;25627,06;25137,35;26786,76;16338,44;20939,95;13673,57;17837,13;14518,16;15949,96;20454,01;19525,73;12434,46;6944,27;29535,64;20709,32;29752,43;35980,45;11969,29;13873,47;26442,15;13748,75;8523,82;33501,22;10352,40;8562,50;10449,85;14687,72;7527,02;10083,83;10562,86;8310,51;13442,18;22565,40;18848,37;20237,64;7809,28;12288,88;8931,43;16367,98;9881,42;11087,06;14977,96;11024,57;18853,36;16048,90;35918,26;31403,78;12928,87;14157,67;11118,30;15006,31;18099,37;21837,40;6111,51;9052,04;25212,57;5263,25;15654,63;14140,48;5706,89;19582,39;10215,56;11527,88;25535,32;12356,10;26619,88;8622,95;10209,06;4617,52;8523,68;7870,01;24949,45;15200,20;22088,20;14022,48;9810,24;28964,09;18478,92;10907,82;9536,03;30852,92;49927,01;30599,13;10219,86;8030,99;8263,31;8467,98;9733,34;10291,64;12865,13;14700,16;23181,50;11429,82;7548,92;17916,47;14416,65;104884,26;12781,01;7403,96;13929,56;17557,76;5845,29;34948,02;10223,25;8989,30;36853,24;2713,07;3101,97;946,24;5371,22;2479391,05
