 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Fev";"2006/Fev";"2007/Jan";"2007/Fev";"2007/Mai";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150750 São João do Araguaia";-;-;-;-;-;-;-;-;-;1329,82;7956,53;23848,18;47494,45;31230,28;33535,20;36968,53;33889,36;21162,22;19957,53;25057,45;34817,65;22524,62;24732,40;8556,52;19977,31;34940,06;31119,51;42825,66;23921,19;48092,77;30052,88;44622,82;44825,17;44111,07;43848,84;12998,24;22963,95;18694,50;34091,32;39278,37;42825,25;47364,73;28753,94;34784,30;38481,38;55314,55;43872,48;40610,98;33610,77;33059,17;34921,72;41936,53;21169,06;23491,58;29051,55;29800,31;31229,79;37077,27;24272,66;45555,64;23752,02;24712,57;40620,38;34843,53;25338,86;36024,50;22734,88;16889,98;39374,65;14093,23;6573,92;12680,91;24887,35;29967,31;25356,69;33030,91;37407,51;39544,66;29094,29;33656,09;37993,67;29468,70;40867,31;48544,87;27692,90;33123,50;33007,13;27259,41;34212,94;17360,37;14530,82;19730,93;14809,65;58411,69;26045,94;20414,34;14803,73;19674,21;30169,14;19302,79;15908,75;24748,95;19722,81;20595,13;43962,68;21152,76;40681,53;33949,47;18453,97;22472,50;17147,33;36853,95;52114,05;34979,10;35100,71;27476,32;33853,05;29611,86;27599,59;35896,34;20157,56;14749,62;69846,85;16414,70;26334,76;34577,53;16364,20;14069,59;66954,04;44674,09;27030,96;31403,88;40041,42;23457,94;31306,16;28698,85;35102,41;36178,86;29323,33;34207,30;51689,91;42576,82;26070,75;36431,67;32310,32;47653,43;38353,20;39723,70;31910,81;28683,40;23915,87;35471,30;34386,83;35125,76;30559,90;21518,61;49949,67;26437,72;44851,96;38528,45;22166,70;11540,54;30722,10;22051,63;35926,45;36792,67;34686,87;20696,98;10932,72;8131,51;4927589,49
"150760 São Miguel do Guamá";-;-;1670,45;-;-;-;-;1850,73;346,64;11179,31;8358,53;62216,52;108710,13;150846,05;110971,27;161854,00;154836,65;152969,20;152662,09;154646,09;137895,79;141429,11;140841,85;145736,05;214687,60;149514,99;162830,26;144935,58;143308,95;150097,61;176963,76;181144,25;171748,27;181172,13;183610,60;182338,46;190688,17;128569,38;179626,60;147695,14;207721,49;194277,18;148008,02;187805,73;127386,14;139948,92;167006,35;159228,86;175130,40;147816,10;179256,96;180276,98;174575,29;155825,23;157749,79;108748,06;181547,12;182999,09;136616,24;104812,66;282806,39;172416,25;170346,48;131668,12;183994,80;198017,15;196010,91;150458,64;161390,47;161575,64;140577,51;134689,74;152269,66;165011,37;132300,62;156844,93;126559,16;168115,61;264837,19;426870,19;266718,78;187998,20;246427,13;212121,24;182251,89;136955,06;227451,73;195467,77;143540,25;134455,68;197578,81;131489,26;183396,72;193773,93;232495,36;206549,50;235292,79;155949,17;177795,79;168130,27;169593,65;225656,25;153688,12;200336,37;188025,97;152917,33;145898,11;146471,52;163749,59;165633,05;140072,74;189967,92;191126,56;167705,42;177227,16;169965,81;166074,84;172393,24;207177,67;217441,83;289052,94;229522,32;174034,60;157552,31;197443,05;202860,09;171042,98;293851,00;194804,92;214126,52;205357,74;182118,11;230593,79;186072,07;248021,96;238294,97;228985,53;227040,17;228766,89;368120,90;219411,75;277714,73;230361,69;189820,97;192493,83;158578,24;175589,29;167108,70;160252,04;161201,43;241501,57;267286,06;196759,72;210776,67;194882,30;271401,08;398164,70;261353,64;268124,24;180473,88;294026,56;240530,53;235611,02;280823,88;220724,37;304517,31;277228,85;226421,44;175527,45;57508,12;29912251,05
"150770 São Sebastião da Boa Vista";-;-;-;-;-;-;-;-;-;17928,21;2919,21;15931,18;21869,14;32180,07;25323,79;43547,83;28514,91;41901,02;39064,04;36466,58;44787,25;38694,59;59357,78;46677,55;34465,24;42483,33;25686,55;24100,39;20084,92;19782,61;30516,67;44885,04;29994,80;36025,99;49921,50;49500,66;55981,41;50435,06;67382,64;55812,17;32756,86;37898,51;46142,65;39944,47;36290,35;36713,16;69548,86;54179,11;44208,48;43286,75;71440,83;57369,25;50646,56;35897,74;34404,09;71627,20;57360,89;58052,79;62377,18;24343,23;16956,98;55775,96;19147,96;67443,80;63232,11;47339,18;35594,61;40460,21;53456,31;60918,09;48292,15;54778,33;51431,36;31953,59;45038,55;55774,56;69332,57;53674,54;52825,33;90758,37;57288,07;57639,89;62165,47;66819,86;42839,89;56178,20;66499,20;65048,08;51903,59;53548,45;64966,74;40228,26;52422,56;73734,73;60634,13;47444,10;48038,86;58399,14;69973,00;51904,75;69353,96;69478,48;44575,20;55920,43;82338,87;67033,62;68611,40;76392,08;81093,73;56944,62;49189,63;89667,13;94306,73;64510,38;45106,04;78807,89;59440,85;76482,40;115346,76;49084,82;78179,30;62718,71;84634,59;49796,18;85410,85;88115,16;63987,27;60390,70;58138,09;178616,56;76087,60;78136,55;57402,07;99845,06;63870,74;88673,20;61600,93;66249,39;80666,86;64683,01;109030,44;77092,42;61761,72;89257,80;68707,28;107169,73;42931,09;47562,39;61887,30;45936,36;110655,87;64467,29;81884,65;78852,09;56796,54;87302,36;80933,99;90975,36;73790,80;17553,40;82369,38;83956,27;69066,74;103439,05;75033,29;80080,52;69545,60;67231,86;49885,15;37939,48;9372556,68
"150775 Sapucaia";-;-;-;-;-;-;-;-;-;545,15;3781,20;4217,61;4731,30;5069,77;13364,07;17560,91;16100,58;11587,23;9112,48;9837,23;4581,02;26443,52;7795,70;12214,36;45053,97;22789,41;37647,47;21704,16;16486,76;33082,07;16222,54;12438,09;38350,06;11785,34;16391,23;13578,85;22413,00;25888,80;27961,76;31668,73;24884,08;28235,42;24920,06;40568,71;34830,35;48414,33;14787,33;31096,47;37047,00;32993,07;27197,98;2639,13;9924,22;22791,63;20455,14;21402,57;21388,53;25278,00;19612,83;28254,40;21504,03;38288,96;16221,97;33345,28;31785,83;18580,32;14574,48;3961,79;20456,83;16843,32;15133,84;19286,76;39816,18;31676,62;46586,51;26008,50;37705,36;39251,26;40712,32;40586,22;77612,64;42120,34;22211,62;29902,01;17819,44;25152,60;29997,18;39373,32;39163,97;53384,33;24135,78;44940,19;23596,57;30241,13;24060,28;21540,14;24741,61;22243,40;27712,76;33705,09;45764,54;30612,65;22384,54;30917,99;49768,07;24290,81;51440,31;40255,70;59594,40;30959,96;19415,86;35026,91;29643,24;29226,86;41042,80;26965,69;25953,93;40156,64;32948,35;39124,80;47791,24;21049,77;24649,68;20779,06;18192,64;25363,50;26464,29;21652,77;12095,88;14238,33;19280,00;18854,84;16910,33;25050,84;13572,75;56260,73;18684,99;28031,33;33216,86;28391,68;31895,44;15818,58;12314,39;19661,18;18710,57;35279,78;13665,99;15786,54;18836,38;23427,73;42408,04;33531,63;35970,72;46309,68;30171,98;22668,63;18996,57;13548,35;14062,02;8843,66;44854,49;21500,83;24479,36;22865,95;9638,91;14503,18;23008,61;17158,07;10810,56;10995,85;4130855,63
"150780 Senador José Porfírio";-;-;-;-;-;-;-;-;972,97;5599,50;6058,04;17511,32;30964,75;19825,92;19611,14;20754,18;16698,09;22740,95;22677,74;37245,90;21054,96;34141,85;30803,93;23987,64;26175,48;23222,62;43807,32;27906,51;27030,32;28808,97;32618,83;30436,96;22190,33;33979,77;26346,18;30374,38;27166,00;33887,50;35147,60;14261,82;35389,71;20619,72;19874,01;33352,72;26660,32;38793,97;63635,90;59855,58;83325,04;43945,13;91322,63;57737,17;62092,73;72231,56;62040,50;52856,63;82819,73;75102,94;61388,00;53694,27;55888,75;45372,92;63393,53;63620,27;47949,58;42351,43;20664,07;36590,46;29591,82;40265,25;68119,68;34745,20;45957,45;40995,83;42408,59;40236,64;31974,94;60625,77;50756,41;62984,65;50155,00;45920,06;43628,73;45719,44;40988,91;36206,29;47302,76;70652,30;50665,02;33649,43;41994,61;30664,35;35210,06;37975,06;56530,53;63664,05;97715,91;63582,09;44367,92;53399,61;43949,82;61882,27;51489,93;43322,39;20131,72;35763,35;39262,84;29166,20;47621,33;43251,11;58174,70;46011,82;36574,31;23674,50;42342,61;31104,30;30798,09;34846,28;34772,54;31870,37;36275,64;32724,31;44153,16;56396,13;54885,29;50508,13;67579,66;32850,44;41355,64;55782,70;80902,62;57096,99;28447,31;38222,20;46850,41;35878,04;51181,57;54871,70;64075,20;43088,23;36273,03;42551,03;43457,16;21564,69;55483,39;68871,04;48749,31;71203,22;40809,10;46242,24;48424,21;68547,42;67966,72;61343,90;33545,42;50884,97;40715,71;46505,56;58145,44;60733,17;177646,21;102262,40;57173,03;48905,16;47624,45;53819,75;75934,37;50977,15;51746,62;1999,81;7244474,63
"150790 Soure";-;-;-;-;-;-;-;3569,74;3070,72;10153,18;10894,10;16433,23;47648,68;61001,81;56266,38;68782,25;66957,87;65887,75;51627,22;66985,03;72819,47;79901,23;44730,79;43880,13;44407,65;59353,54;66972,47;45451,12;43035,57;37907,06;18154,84;42871,06;51484,77;35070,96;40026,71;36073,29;71518,53;71980,30;85422,76;67139,09;67327,39;79153,17;40058,99;74500,76;79021,78;98574,01;67971,20;81920,03;69521,60;110387,59;92052,87;92250,16;78559,54;54199,17;74137,03;65377,48;81342,37;72565,25;73186,71;55495,08;64561,96;78955,79;68895,64;87291,23;73283,10;94307,35;77806,41;128686,48;107461,86;105302,80;105540,86;58098,96;60387,91;37119,31;59487,66;82167,59;58514,52;57204,42;48310,88;61364,77;67326,74;89617,95;60684,40;60647,96;79568,95;69721,71;104736,68;65417,66;73503,75;57031,45;52357,20;94402,10;93829,32;67540,18;99435,74;66572,23;47624,70;72527,81;52181,76;81996,08;80311,72;90816,35;72918,39;72640,02;91355,59;81611,71;59238,21;79591,83;94733,59;51003,40;82078,98;64645,99;103389,69;69504,06;103743,66;91359,89;111119,19;98995,26;119464,94;70234,65;110444,76;78755,99;91897,87;102242,88;87876,19;72228,88;92248,12;102698,23;111970,00;127187,10;132167,51;106755,39;100705,59;98599,93;114447,69;110271,10;106543,83;106061,49;99739,08;72729,54;149111,63;97313,35;87632,77;72182,05;72322,97;62747,19;85109,84;89429,73;68766,68;82393,11;126425,39;127948,37;118285,48;93622,69;122000,75;83759,17;98699,90;64234,83;107583,30;147388,62;77835,19;121001,52;120667,87;167491,60;158991,42;133281,53;109387,44;112815,70;70973,30;2791,83;12813078,86
"150795 Tailândia";-;-;-;-;-;-;-;554,69;3804,50;33701,54;46268,28;156525,16;214177,00;161869,10;179222,66;160702,77;247495,02;208831,88;185862,60;159552,08;175374,03;228168,28;237939,44;224658,56;245498,20;186321,77;207536,67;169031,07;158234,16;170868,82;241815,34;203829,58;185612,06;210318,23;312569,92;198488,44;180304,67;158131,44;192954,05;208432,74;191713,33;197395,31;160118,13;187579,56;192530,88;191121,53;221683,99;313937,55;164379,39;182449,45;193778,85;125652,25;101685,47;173822,56;192594,92;184000,15;188995,90;251810,02;215494,29;235886,42;139202,40;203627,08;214159,78;182922,90;149876,34;128205,95;166528,97;177909,73;291063,97;205443,94;176616,58;188719,76;199551,24;173584,36;203881,67;272342,85;184297,69;150650,77;81775,60;140473,25;184199,42;197711,65;164521,88;152755,18;184160,04;204276,84;176654,16;178695,71;249066,83;228742,79;203430,56;278250,79;229813,75;203739,78;245093,35;212474,11;307870,32;165150,70;222356,66;192414,20;249111,86;233154,32;196205,81;227539,94;229338,12;242853,58;200644,72;198656,18;268001,45;168141,79;201552,56;193494,53;215164,88;236548,76;274661,03;209532,48;261311,43;179662,39;236132,18;147461,50;188452,54;231077,75;235227,95;255235,03;240766,47;201268,08;358338,18;266154,60;307987,36;246471,93;310110,16;203705,34;200923,18;216874,31;355419,06;255660,68;265145,91;265582,19;248191,19;280555,63;262785,02;239866,56;286670,51;244030,76;205900,21;219422,80;251837,88;243030,40;227057,64;187417,22;240743,46;284056,87;236181,74;249055,87;244954,71;289260,27;253877,53;244775,79;207521,58;166731,97;236673,25;259282,33;340354,23;253521,94;247491,91;302946,09;283379,44;263189,29;184773,75;148862,19;34341468,51
"150796 Terra Alta";-;-;-;-;-;-;-;-;-;5059,07;2348,79;11284,33;24588,52;16032,00;20416,04;19979,67;26246,93;16711,94;28057,65;30228,30;28566,59;26052,01;33704,14;16399,69;33823,64;28479,72;18855,13;17452,62;24861,13;27977,79;34961,00;13721,86;21563,19;41296,56;33810,57;43819,50;27186,01;23331,43;11956,59;34467,57;21180,56;17126,91;79270,35;30432,54;22506,11;24234,64;37246,17;28091,65;54376,24;24006,48;22463,53;13748,22;62548,47;16630,90;14965,54;31786,78;29170,49;21930,57;50930,48;12876,39;39240,26;34823,34;30684,89;11425,25;37130,40;17481,73;35360,82;24835,30;26374,23;26649,12;22662,65;23590,04;14909,93;13872,51;15921,96;21963,17;48052,88;32027,10;16651,60;39891,47;23049,94;28709,80;19203,39;46426,70;34568,09;25407,17;43612,92;24979,01;53453,19;22657,63;27588,08;27202,15;24042,30;58759,06;37826,91;29029,33;41043,59;26250,74;22499,15;37206,06;64433,65;69474,01;25374,81;85968,88;41051,32;36525,31;33733,24;42055,15;20805,06;23611,81;50837,18;19181,89;31286,99;53234,53;57133,22;42819,45;36541,05;34321,68;45132,12;32441,56;29188,40;32845,68;33305,01;30558,21;21760,14;40729,95;39474,73;45358,44;29466,34;33565,08;42673,20;23599,23;47777,06;68298,38;31331,84;43017,86;36793,73;34973,30;51262,61;43890,51;57199,26;76204,01;31334,54;34057,79;22975,47;34946,25;32538,53;36544,87;27697,28;43622,25;64457,85;83606,37;49054,11;24931,16;60125,83;64441,87;36849,41;75121,93;82606,57;32578,32;60785,50;83560,19;57201,40;39957,66;47801,84;37873,78;31872,43;43906,96;26690,88;7116,15;5559319,93
"150797 Terra Santa";-;-;-;-;-;-;-;-;-;283,96;4240,16;18702,46;23540,29;26829,86;29169,69;27174,31;17602,88;32658,37;15663,06;20751,62;31691,30;23698,60;25460,46;23850,93;4803,09;21632,28;27240,21;20090,88;45225,83;31028,71;27556,15;41120,73;39982,32;40846,70;49821,00;24603,90;37212,06;16171,12;30147,64;25950,18;30808,46;40955,28;39497,89;43602,35;32078,60;24072,77;37018,12;37742,63;31897,63;31080,01;27511,35;63409,39;42955,23;11217,53;12991,60;21175,93;31030,98;40516,32;52601,55;32943,89;44458,34;49174,16;46379,76;46007,55;38791,59;47883,23;28003,77;46939,10;29469,61;30028,28;41859,96;37244,16;43113,89;65352,86;41850,27;46305,11;46632,75;47504,39;27381,21;52706,66;37381,14;29444,42;39502,61;22956,15;27895,99;26761,24;24875,55;29907,08;29528,89;27494,07;25374,62;25812,71;44429,74;29589,07;40977,10;32474,03;25119,44;31401,00;34892,35;29088,11;16147,51;22313,79;41849,81;27632,09;34793,65;30208,11;46141,48;26127,33;26284,41;18241,93;32227,56;28775,03;36889,18;31224,14;42455,65;46744,93;40844,46;43957,53;27256,84;30446,00;54228,86;27362,50;63968,48;39875,16;37818,72;35624,39;44262,85;46296,85;41540,80;45337,52;59483,50;43977,41;36749,65;34847,62;43877,25;41812,95;53428,53;34938,75;42790,67;50204,61;49033,48;42275,09;44567,90;45003,85;54821,82;28521,56;36201,36;47750,86;80123,89;46016,76;54939,18;41266,02;50768,39;48628,07;53617,26;33312,98;36961,25;39279,58;29213,96;21102,31;76608,95;91798,02;116905,29;67672,91;48370,14;39848,68;47226,16;60237,85;12948,57;4335,78;5940196,64
"150800 Tomé-Açu";-;-;-;-;-;-;-;436,74;14616,03;69469,23;67483,83;153356,89;158195,08;114883,40;138548,26;168267,03;183044,14;177704,29;159366,61;201135,83;176184,50;159367,01;199672,37;138777,15;187610,55;126890,99;105651,72;173161,90;140182,78;135256,49;144455,56;65815,59;180080,59;157272,97;174297,70;222705,59;142351,45;203174,13;223862,35;203184,33;238357,68;170088,88;195130,42;197091,54;149120,79;213343,51;150443,56;106468,65;156147,95;157943,14;152319,58;201143,30;157304,92;241936,57;175148,12;275054,43;175592,80;239283,26;142811,97;186571,94;240049,82;215943,65;189186,18;181707,69;201694,85;152177,60;192242,43;189144,17;212557,70;143970,90;189203,03;203704,55;260060,73;175685,10;203393,36;285228,85;236359,33;205378,04;180077,73;212181,16;186748,81;223820,63;225221,54;254394,75;227300,65;141986,57;213408,75;154993,99;222314,13;225455,90;202567,63;246864,95;240299,06;238434,98;181029,58;236899,90;230181,05;187967,33;269310,41;199258,37;263431,80;250740,37;225688,43;225628,52;207701,54;154820,24;216565,84;191217,12;222208,14;215571,17;232329,46;370547,67;282784,44;222871,31;259869,53;347720,76;221463,88;268221,35;211465,35;336539,39;294993,73;241466,09;235178,25;212614,11;303487,96;277026,69;277865,90;307998,68;300283,85;299183,13;196741,78;338174,55;228233,66;230537,26;244251,73;256702,40;239027,14;227093,75;414985,56;329376,26;322081,07;396686,23;299955,24;304224,41;285696,51;317010,74;246882,09;257693,90;221815,97;196188,15;331326,05;254634,23;450589,77;292369,57;352672,43;293592,45;408889,18;250111,02;427221,17;197731,36;320296,15;400942,69;313608,33;346135,65;424209,84;388371,71;298625,74;339243,50;192032,01;84099,38;36523717,27
"150803 Tracuateua";-;-;-;-;-;-;-;-;380,20;2016,67;3484,60;27396,62;81594,10;62520,95;74242,44;77719,07;79760,16;104345,34;131110,71;79226,11;118245,81;79019,18;116401,50;98214,55;95142,02;83221,77;109064,93;114893,29;139478,76;114889,98;89160,46;114761,14;105607,89;89435,70;86068,80;71196,52;131200,07;102039,49;114041,12;120441,60;113500,54;113935,48;96062,94;110162,42;125182,34;88059,95;108993,77;140643,72;128603,82;181271,38;161138,45;153280,03;143352,29;139912,28;107692,84;151136,87;112808,13;126093,14;122368,77;121517,26;113999,20;119866,91;158437,83;149070,14;165889,87;146093,46;81361,27;52193,29;139085,28;155955,15;123793,18;141161,52;111931,55;105644,55;118890,45;133934,40;167840,86;133898,98;117324,58;139076,33;141476,63;161894,45;140246,61;175360,56;146207,98;135441,36;166323,21;212405,84;191329,83;153830,16;225947,41;174607,64;155169,29;183440,71;181450,20;230765,82;236808,60;175251,39;203105,88;217618,21;212449,38;177279,91;169541,41;278522,45;218171,62;173005,04;194219,97;158633,61;163303,61;150666,90;253720,97;187858,25;168002,26;173964,82;209100,12;196040,75;182144,82;160354,72;140730,49;206895,13;182077,99;198122,74;228876,81;187433,42;211670,60;231964,95;215193,24;205881,36;171090,64;227233,43;166398,40;189278,54;206931,32;180609,58;169613,24;198043,25;194790,72;184427,82;143984,76;189132,13;108686,34;181276,27;169201,86;147444,20;157297,92;152358,82;149543,14;165839,64;194461,10;136672,91;160897,13;166475,88;170313,36;177370,95;180259,30;175407,28;217438,95;159746,19;182995,98;89202,73;178349,62;208465,83;196866,29;165695,26;195670,42;166381,36;175956,98;186571,77;139726,81;81071,90;24141175,91
"150805 Trairão";-;-;-;-;-;-;-;-;-;991,78;4767,21;21902,61;5089,19;13703,68;34931,80;44680,18;11227,45;20744,37;4546,59;7663,52;5324,53;6896,83;9479,69;7327,83;4412,34;26158,63;27518,83;20795,90;26597,37;28200,43;40718,89;29798,88;43191,67;36840,15;25585,53;13877,21;19845,54;31846,80;40057,74;63372,00;25343,04;26605,67;33612,80;45815,82;21841,35;48836,20;79576,16;36931,43;43739,25;39561,74;43526,54;30490,43;41385,68;32763,10;43874,21;37896,10;39110,19;41078,10;36227,19;31627,15;43537,95;38326,08;51893,20;38716,14;51349,20;54566,76;39920,91;32773,93;36206,73;56599,43;46588,95;52091,70;60479,40;45613,05;49563,28;52534,35;46427,11;43574,27;40352,73;64535,04;44697,11;21293,05;28133,69;30531,30;29433,13;50820,59;36438,80;27836,42;42779,46;52923,54;36380,80;31080,05;48708,19;31054,00;40970,46;46571,38;30874,10;34003,49;46998,33;49897,19;43495,60;33692,72;58856,18;36386,51;45955,56;33039,95;69130,31;46565,36;33998,44;42284,25;31305,33;34803,01;35574,96;42348,00;37205,55;46441,10;37983,52;23216,52;32588,20;16438,12;33653,58;43769,22;35357,65;54433,07;54723,91;53827,02;64128,44;86038,90;47436,49;68006,44;48527,56;60609,35;51111,30;30941,12;44258,00;47971,98;116742,70;48079,16;42583,47;31818,26;33025,11;47595,64;33345,68;36615,26;50483,08;25086,61;41381,35;75283,89;43958,67;47975,16;49858,22;48464,98;51122,30;37650,50;45716,12;49345,23;46300,50;43461,62;34658,80;19236,95;44756,76;44246,30;27309,56;31331,39;40640,32;49434,63;26209,30;33642,33;27131,00;27342,12;6222948,80
"150808 Tucumã";-;-;-;-;-;-;-;1879,56;4430,72;16764,11;28082,35;66354,37;101743,74;120999,80;126610,23;68557,11;64302,90;115038,47;91700,76;111874,07;144746,83;158935,22;119220,55;94179,36;100287,30;125636,95;145635,35;122603,49;118327,93;137643,05;142464,90;144955,47;166906,12;133968,88;151298,66;100608,92;98250,50;114615,07;147490,56;148551,42;154702,27;125735,39;137852,18;196663,40;167762,56;145358,72;148743,83;177481,98;195898,53;185945,06;185641,98;161837,82;128796,37;113913,98;147456,14;87709,16;136445,21;106937,62;85690,96;116422,88;103761,30;139772,03;139247,70;168444,62;141176,97;108154,24;99545,07;107019,21;112263,74;124207,70;161659,37;117360,79;134318,02;68906,90;145997,40;161286,16;93856,43;118537,86;87101,16;113507,92;151989,15;297913,74;147190,21;136154,64;180649,43;114453,44;182873,64;124705,98;161743,03;128087,10;145857,92;128828,69;180978,78;146177,44;182028,37;156827,16;152784,37;136858,88;215423,47;194233,41;187029,48;146147,90;136828,18;159965,74;186345,28;224559,76;169864,50;200450,92;153006,72;157001,02;163064,01;168661,59;167428,17;161541,84;158295,17;203656,08;264175,92;199154,44;168074,86;122115,02;198240,07;159694,12;291945,01;170833,16;209488,78;174575,20;180992,38;203078,12;262248,87;243059,66;230717,72;211315,78;247490,10;175455,16;235330,81;230621,23;244249,69;179761,19;222784,96;239148,99;188396,76;663614,87;211426,47;207705,52;167804,51;182980,97;262559,37;242843,59;272033,22;254875,43;195946,33;295889,54;221383,20;220050,25;241336,58;213818,37;228744,35;277189,40;206990,78;168999,23;233772,48;248635,87;270585,06;290987,25;231281,30;236761,55;216640,23;214810,04;130788,58;29764,27;26990557,17
"150810 Tucuruí";-;-;-;-;-;-;-;-;940,60;3421,83;32720,80;73751,95;164820,99;176648,66;179279,37;225762,46;237373,98;236336,24;262749,23;284847,51;256235,86;251380,32;229520,97;228788,58;233435,33;238441,15;269898,27;272212,94;284115,77;306668,82;256455,64;289557,31;281581,89;308383,09;302881,35;278755,55;256187,46;247025,53;413613,89;267730,90;284699,99;255453,95;220481,97;196719,90;274087,41;226835,17;226835,67;287711,52;233089,51;251406,15;304237,33;278678,96;291985,81;307876,33;354895,85;301109,85;304830,07;272181,18;288074,25;281878,49;240635,04;229660,22;280719,06;229852,98;235675,89;253881,45;257368,24;256463,73;200095,34;283470,94;232644,40;163324,33;231465,52;210041,45;212197,11;174119,53;390371,48;247719,05;284503,03;219331,03;374583,09;201910,39;164282,60;150175,27;243632,28;220374,22;268724,85;309715,51;293547,59;259800,73;264209,09;305869,44;275532,41;264867,81;199145,74;224982,11;270226,25;217004,62;229147,28;237432,16;250105,92;227895,76;266171,53;209862,30;219555,82;257264,76;263018,05;249895,36;266993,88;307790,41;299625,54;309897,88;305552,84;304597,17;292577,99;305071,16;314531,66;205935,68;313096,13;414956,69;265793,87;229956,89;274522,85;219197,96;293139,32;287400,18;326618,48;234918,97;367996,66;309270,53;284319,95;230046,88;280906,54;240755,24;284103,28;323111,46;249378,47;298642,48;349105,00;358843,97;311450,57;305673,51;327956,58;279883,48;332817,18;325907,80;259397,20;295924,45;337700,62;208511,60;265274,59;286255,20;319721,46;237411,95;240744,68;429943,90;308800,43;305477,92;265556,60;141756,96;237306,81;411991,08;265626,74;282146,59;278028,16;297682,39;306833,27;200062,07;180097,91;90643,64;42232307,71
