 Morbidade Hospitalar do SUS - por local de residência - Pará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Fev/2021
"Município";"2000/Fev";"2006/Fev";"2007/Jan";"2007/Fev";"2007/Mai";"2007/Jun";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"Total"
"150658 Santa Maria das Barreiras";-;-;-;-;-;-;-;1085,25;451,39;1939,15;3089,33;8598,15;41174,30;28323,52;39826,64;46188,28;32705,34;52475,64;34573,97;44710,36;55746,34;31170,48;40749,54;63962,57;47295,01;44421,05;49651,27;41401,94;44330,53;48926,18;45724,30;47570,54;32363,55;56627,42;39599,50;45078,83;42578,01;35424,28;34470,07;43350,60;67756,42;39592,92;28706,50;32420,30;43967,77;44222,52;36813,24;21558,57;39635,59;39894,46;41223,33;55909,05;47213,15;53364,60;31509,51;29091,19;30250,18;57360,93;63244,19;32607,63;41794,21;42007,51;77135,32;56995,92;48410,27;36454,72;39487,45;30541,54;28641,29;32530,92;32510,35;41428,16;50888,73;41846,84;86469,15;34426,08;76136,97;31597,81;77124,70;33022,71;38490,54;45446,66;79341,47;35377,86;33118,61;25417,09;30603,60;37030,58;43525,21;45482,08;44573,84;50879,24;45896,64;40795,19;62737,79;64074,23;35519,88;31686,69;37807,10;40175,56;80032,71;57202,57;54922,75;29162,23;33991,95;35546,34;31269,25;33977,94;40484,21;48628,89;62380,15;53406,85;24935,23;52533,78;36582,66;41359,66;41982,22;32109,12;70770,63;38929,90;37822,81;33634,15;34262,50;48639,17;24464,31;56859,38;53103,51;34151,52;40114,44;22990,70;28960,50;67049,25;32261,24;29674,57;42543,29;51705,90;33434,88;40550,99;35981,65;40786,75;40638,10;35196,43;36278,97;45451,76;33581,04;28004,60;89079,46;32501,32;68473,16;39880,11;48546,32;62262,62;45033,09;44202,97;38773,86;42657,90;42079,31;56927,90;29226,25;36942,20;25823,78;55348,68;23769,71;37523,79;35967,19;40792,83;46610,37;27813,73;33093,33;8961,88;6789999,10
"150660 Santa Maria do Pará";-;-;-;-;-;-;-;30597,77;973,11;40887,16;74540,71;72349,76;82199,82;76477,45;82835,00;76952,13;92018,54;91060,43;61523,03;52825,06;82892,25;118833,47;92723,26;79014,28;105380,79;97228,76;115311,87;109017,52;95504,51;96801,44;85096,35;131427,95;113861,94;142661,89;99518,03;115226,62;132852,66;121985,12;147646,74;118730,43;131428,02;141882,02;109141,27;178494,55;105312,21;127816,17;118246,99;129900,20;121357,24;111777,80;120501,80;118140,93;125445,76;163226,01;119099,43;121341,76;120353,26;124299,75;117450,61;85541,04;99933,48;165168,43;125272,07;143648,67;105586,83;92709,47;124425,62;115399,71;122987,02;108248,49;96019,56;79623,73;83920,52;107100,26;133550,16;172843,79;110286,14;143507,97;82608,22;103068,27;81903,85;73331,72;73355,78;57070,98;84404,98;87448,56;239583,80;120074,44;128196,44;84477,38;105493,16;95648,85;114253,24;117321,78;123333,33;116751,78;101497,56;93106,06;82623,83;75746,78;86667,80;84510,21;64390,67;72147,72;174690,16;101348,85;82227,83;140487,69;119998,57;119148,32;134027,31;135575,05;136614,84;119780,04;114367,04;102642,97;116690,12;163299,57;126829,23;104797,75;111940,32;94205,30;127426,98;100547,70;92471,74;122761,14;75586,79;76351,50;93739,70;90997,41;84494,79;96600,96;125413,54;85407,43;118893,78;112508,47;152287,98;179572,14;115642,78;122759,63;111459,19;97544,83;92385,38;164788,15;191882,23;135343,60;128805,38;106576,47;127373,72;98052,04;195311,77;189708,04;234525,67;155694,55;190226,18;139708,65;171608,71;127627,49;116843,86;86869,22;175158,80;170258,88;179115,10;117576,61;82329,47;88410,33;114766,42;167528,52;149920,44;12976,29;18499473,19
"150670 Santana do Araguaia";-;-;-;545,73;-;-;-;-;2190,58;20403,40;63606,59;88802,66;114943,62;108233,30;139768,70;132953,37;124847,81;131603,45;109266,49;97673,95;92586,26;149011,75;141872,61;128492,75;122172,32;87750,73;132431,48;127051,43;128867,86;100275,24;121658,45;135795,53;132944,06;128885,96;133383,83;104607,63;129704,97;149379,13;176454,78;140273,53;139784,31;161037,52;129036,06;122112,01;125338,20;127524,30;149530,46;111200,60;133559,25;163633,08;125135,11;123954,63;100643,30;165489,84;108041,83;93649,70;95056,86;69650,23;135653,86;120166,71;78707,60;127613,28;134468,79;121388,94;178310,36;29810,40;134563,68;96458,63;106684,25;133062,64;142853,01;119919,57;145701,40;106473,40;114573,57;127880,15;99462,50;121844,99;145398,21;128358,39;146183,68;164858,10;138570,54;162504,05;145115,73;106599,86;169796,56;141173,69;294182,89;185422,94;148015,34;181086,70;158330,69;132340,41;143950,62;105275,79;142603,80;167863,21;129349,82;147800,05;133126,17;177305,91;148636,78;135620,56;97397,25;155099,06;119540,12;140209,66;97484,72;186889,06;139091,89;167315,85;112702,25;106609,11;144522,13;173490,08;133512,02;144263,40;137857,46;100353,60;105077,15;80985,62;145685,51;117459,24;113437,52;116199,03;132280,22;144839,24;116741,28;128794,48;84905,10;77376,04;92038,56;147908,87;110501,25;147258,04;123641,84;97387,96;82718,07;120271,77;92393,49;98660,54;113636,00;126611,91;133348,58;90166,51;134961,91;105800,83;153219,93;120906,57;130900,61;155279,89;131410,91;106722,91;161056,93;126564,80;135625,45;175485,07;104410,45;96037,76;83829,95;117914,13;134513,35;150608,33;143751,53;127507,59;113952,61;87388,23;117173,46;68422,67;20377992,81
"150680 Santarém";-;-;-;-;-;-;-;-;12168,30;30236,27;73014,19;332921,62;638230,94;585931,11;650179,95;599436,16;598003,78;602937,34;581548,24;577858,24;570528,63;634886,62;888303,63;848172,32;835240,55;741267,40;909732,23;881655,54;924979,76;863141,15;878965,09;898788,87;804099,50;968080,38;1052993,06;879099,12;994102,61;807795,57;1045774,09;907132,28;1034088,49;912955,95;960600,11;1006589,59;1003393,04;1025727,01;1036559,50;823891,28;1082724,27;916674,13;1091517,07;968154,32;1093206,15;811482,69;965443,70;1133476,47;1041848,12;981516,41;1062732,55;1107579,21;1157181,36;934436,81;1046608,69;1051802,75;1058460,69;1089898,66;804656,98;960344,30;1156086,75;1184798,45;1064104,07;1190705,45;1273352,96;1110919,09;1331091,09;1261513,43;1282163,28;1206179,17;1240036,54;1319844,04;1263690,85;1387203,83;1208368,57;1202370,67;1319151,79;1071725,16;1152069,14;1253151,88;1226557,69;1230192,70;1155628,65;1303740,49;1207418,50;1261801,27;1147141,34;1061495,17;1116670,51;1036705,20;1170076,06;1173121,82;1271909,34;1215180,46;1254630,00;1288658,88;1255182,59;1322485,14;1223696,49;1140379,47;1152679,95;1081432,30;1194302,90;1150391,92;1185075,66;1060616,79;1011202,88;1194244,50;1241943,14;1161877,08;1425103,57;1358808,32;1314611,67;1156519,95;1315633,85;1310006,32;1347463,82;1281267,14;1360624,02;1369582,57;1286901,37;1258108,94;1441360,35;1534761,82;1184743,96;1195427,09;1276308,18;1243382,07;1746049,41;1363060,90;1332301,91;1297296,48;1370062,21;1262544,53;1193608,37;1225528,04;1145491,53;1129136,40;1275382,59;1301051,05;1312798,94;1159002,33;1444559,58;1331834,24;1428940,33;1423487,70;1422539,03;1321607,36;1466741,99;1265077,12;1319622,77;1230066,06;2137279,47;2200361,68;1806781,91;1492570,19;1290659,91;1401217,55;1128900,45;1369685,77;1508934,56;938233,16;181458750,47
"150690 Santarém Novo";-;-;-;-;-;-;-;-;-;1789,76;2449,60;5522,58;12405,87;9659,61;15570,43;17138,91;20421,97;15860,46;11975,27;18212,48;26538,58;15567,05;10656,87;18374,92;8371,14;28795,86;20204,77;13533,85;21222,33;14389,72;21136,09;10037,73;22030,47;21024,45;31150,52;12702,36;16575,88;55359,35;16229,18;17606,48;27337,45;14403,14;17478,59;15161,65;32265,20;11315,68;14600,01;10219,36;11064,20;14678,65;11438,76;9953,86;9399,91;20108,60;16325,81;12690,14;11844,55;12137,18;14524,13;16521,27;25091,02;23875,40;19065,79;13042,92;13310,07;23711,17;31471,59;17559,68;10713,83;10040,66;14403,90;12045,21;20518,80;23920,32;21579,96;17604,44;9114,81;12909,15;7353,50;33831,97;11841,47;13764,59;18921,67;18501,22;11085,51;12325,41;43519,90;9674,47;11551,70;15160,62;11548,01;25252,80;12854,36;12820,01;78157,45;32190,00;6541,48;8859,95;99171,13;24121,84;9900,20;13750,23;15954,86;12171,41;23315,41;80920,77;11435,12;10483,18;11917,23;13481,61;11804,15;13007,83;15251,64;23472,10;17255,08;20264,18;18946,23;29021,68;29239,64;18382,08;15362,64;25319,57;26996,04;42385,98;44609,11;23204,06;33754,31;16479,54;10962,02;22061,33;12429,24;8637,88;24057,84;13554,06;20533,84;14306,07;26239,48;23285,94;7356,69;19438,92;30367,21;18749,06;9897,34;44035,20;25933,48;31251,03;24107,20;62106,74;18630,35;21124,70;12850,56;11732,36;19019,47;16669,63;6960,07;20801,78;22014,59;17260,63;4928,22;3820,67;13058,19;36439,53;39061,63;6380,58;29089,91;31902,23;25818,32;38676,57;53682,58;5404,62;3207734,10
"150700 Santo Antônio do Tauá";-;-;-;-;-;-;-;-;-;658,74;10269,65;72195,73;143404,21;133441,85;135047,80;149534,95;196132,35;141014,10;165171,01;123387,09;121969,92;175607,45;136425,00;135240,84;183890,80;111786,55;152532,26;217687,60;146326,51;130333,33;145890,23;119170,12;166033,56;154371,06;132039,29;163591,86;154771,64;194002,95;179303,75;161976,57;191052,51;217914,88;164274,63;191197,94;152089,92;118838,59;161775,12;172573,07;188997,70;165424,36;164594,00;182043,37;189218,43;103137,00;34537,65;151281,01;133023,21;141194,20;185215,47;189661,80;252887,32;187147,75;162965,48;159211,55;203538,60;110251,68;139357,74;133661,35;184284,33;174318,53;156676,56;120489,12;153795,70;172574,79;235769,42;269318,53;203488,34;233785,66;173090,32;189722,01;239556,00;211630,92;228185,06;201391,64;217383,79;169175,66;234559,54;236570,42;202149,07;147262,91;149421,35;180936,45;173444,95;170182,87;206960,84;211205,20;219764,56;191336,79;209507,35;171817,63;184901,42;177093,85;193302,83;194983,31;185340,55;170333,10;203798,80;161204,06;181176,97;224029,97;226493,33;160425,84;176741,65;221169,37;252631,21;240900,20;168510,00;167696,64;190217,34;180145,17;231086,12;181382,50;189765,65;146875,92;220212,50;172358,35;213828,48;201317,44;189553,87;226477,11;307187,50;254720,44;221197,10;219039,36;280272,38;265656,84;236502,52;257458,48;224491,25;276910,26;291777,83;291928,29;270424,58;330292,13;299990,16;237920,81;253170,92;270662,78;265140,74;222341,14;268510,55;222006,94;264127,94;211615,85;263823,36;237149,32;277983,82;179006,75;191101,01;162711,83;174658,69;106909,63;127416,93;217858,84;218801,54;216226,14;216926,29;211510,92;206357,50;77717,39;30303491,71
"150710 São Caetano de Odivelas";-;-;-;-;-;-;-;2804,56;-;970,79;2699,61;8675,45;23084,86;16045,10;21907,53;27659,70;18104,86;13856,06;21345,30;21976,35;18524,59;22719,91;13218,28;33897,51;41757,87;17258,00;21570,40;30939,59;23346,82;18317,53;28868,63;30858,29;28735,04;52959,43;39823,28;39131,08;27355,07;36294,71;29737,99;43167,67;41896,25;42559,34;19332,24;29407,96;22848,47;18694,29;22637,92;32854,45;37337,97;26488,49;13849,02;38990,66;34599,44;32560,22;33528,61;46820,12;61754,62;52216,83;24581,71;33453,10;35159,41;26558,53;25900,53;27898,95;28351,08;31424,49;62119,10;27314,20;22819,76;17667,81;33064,78;47220,06;57090,02;13911,78;22339,04;38580,47;54134,78;27429,21;18780,41;32430,89;59183,42;32502,45;33793,91;18203,90;34969,98;22993,25;40435,48;28541,44;22467,59;25505,14;43724,75;33629,64;28395,68;23777,79;26294,92;32641,45;43541,85;42497,79;50458,34;58726,69;30002,66;65920,28;45359,19;61167,14;36174,15;45682,20;35896,84;26763,42;46814,65;45506,20;33662,16;37645,85;48593,01;126776,80;33885,95;36912,69;51934,10;64444,84;50506,95;24831,15;34528,19;62752,13;66793,90;56886,04;23843,14;94671,71;45133,45;41158,30;69043,27;47281,28;35028,03;55060,67;57109,31;67099,94;37849,07;75756,83;51466,22;53044,47;84331,40;45647,51;72780,53;40827,82;47118,13;32821,05;72306,83;105123,87;54127,71;45622,21;60502,60;31339,97;55980,43;42506,17;30914,90;87639,79;36845,94;34413,73;51785,10;114072,65;77808,80;70878,16;39928,57;103895,93;51913,58;26879,20;46189,30;89932,00;55566,35;30784,43;29873,70;15565,84;6505414,71
"150715 São Domingos do Araguaia";-;-;-;-;-;-;-;-;292,44;3727,37;40067,53;55597,74;107413,40;57044,52;89016,97;75497,75;110426,91;70607,15;101153,02;58166,07;67892,39;91530,61;79289,25;49038,70;67590,41;79062,00;98686,89;93810,84;121772,41;81561,94;88781,88;95414,81;70081,40;112787,30;63868,02;81122,17;68463,01;118308,00;105327,09;79691,23;95450,86;75403,36;108467,90;102970,05;143997,67;97730,50;86975,86;125778,55;93634,61;105672,30;93796,80;129017,40;107909,18;130154,53;128069,00;83867,92;131621,16;132759,10;93725,68;138083,47;90440,48;68584,08;119707,35;68038,60;38333,35;43001,93;44053,68;26644,85;37465,52;55570,02;40668,84;32225,82;54768,24;42707,16;59293,34;81828,54;61998,48;57295,25;49294,20;91181,40;56854,94;66406,33;65735,39;55428,27;43656,13;46150,40;41091,60;69835,99;61766,01;92707,14;69539,76;67735,56;66326,23;55914,61;62170,67;33635,26;38306,20;46584,72;90874,75;76383,13;83538,61;187995,56;59747,18;40375,70;68328,31;50474,35;68819,75;48905,50;41241,99;27810,58;32193,26;66699,44;49149,04;107748,45;71337,53;66869,58;70158,91;58123,52;39921,48;86185,57;47950,95;45466,84;47178,90;50059,81;70036,29;54793,35;58790,90;82117,50;47550,40;47319,68;66123,08;121042,01;69636,42;63129,41;83057,10;66738,30;86360,31;71398,46;120034,08;86195,94;64297,74;83351,79;96109,23;42561,90;49226,80;64777,58;64962,87;76087,22;151576,47;112110,54;74213,10;65666,57;69850,25;41254,59;85466,24;151769,58;107418,99;99393,27;61354,61;68642,00;71858,51;87795,26;93661,57;142554,01;70467,09;49280,75;49091,81;31114,17;15996,48;4604,42;12015500,79
"150720 São Domingos do Capim";-;-;-;-;-;-;-;-;-;1985,24;10966,80;47155,42;71238,67;73626,01;76563,65;66150,10;76991,82;58490,48;77309,60;63872,18;62569,37;66974,01;55674,42;74471,79;57643,46;83034,21;95962,14;92692,88;78558,57;73878,38;97214,62;84010,02;85605,29;183067,55;77502,62;98923,29;69943,19;86154,79;97668,18;76662,44;94916,86;107470,36;145268,19;94733,58;121617,75;101116,71;88047,04;73050,89;112180,43;61354,67;118527,50;89295,24;101445,14;86037,89;75346,04;86763,63;94975,65;98028,16;72413,70;79451,09;85395,32;59277,65;70032,76;83247,72;107815,74;72102,91;54925,85;59435,69;87634,24;102000,36;56125,00;101943,32;81535,36;112482,65;101437,38;92339,39;102129,42;105929,35;114901,32;98097,10;95255,83;110859,78;129507,17;109021,96;143318,57;101711,02;103296,36;90917,96;102322,30;96082,45;96273,55;77575,83;128331,88;103877,36;109695,61;105801,31;113756,64;95343,79;112881,39;122940,64;104017,17;82383,06;59640,34;111720,14;84641,31;94654,82;117399,88;93700,56;68431,97;134263,85;92397,97;111455,39;90024,51;86336,03;83714,05;115227,26;90526,11;93629,92;81404,49;61110,62;71419,44;97977,17;123897,51;108116,78;113496,73;102242,98;134202,49;114202,38;106623,90;101336,64;83245,21;90633,60;100789,57;112361,74;136690,62;106466,15;87543,48;124953,52;140071,35;152851,24;80368,15;154792,66;83864,63;101131,55;157189,56;132218,12;138671,29;118088,52;128538,45;126150,63;132916,18;164733,47;171270,63;117274,38;155193,46;115914,24;133937,16;114088,66;92160,42;140918,90;102563,35;87510,56;113307,23;112609,25;113649,46;138040,80;134821,43;128416,44;81396,15;30214,79;15789914,11
"150730 São Félix do Xingu";-;-;-;-;-;-;4801,45;-;430,84;12247,78;17214,63;43967,23;77999,77;116740,28;132245,78;179408,62;163494,92;124744,20;141263,93;148498,92;117081,42;127871,71;189337,10;160375,76;202550,68;195541,94;221665,81;287159,42;239607,53;190283,99;192879,46;233877,54;216534,22;181680,19;181724,11;175748,89;184930,22;172994,10;164761,48;160731,05;162727,22;192857,45;168361,75;194425,62;189508,04;156168,29;170631,61;169370,51;149652,61;175764,22;181733,69;229334,78;217890,18;198514,56;164106,77;173912,49;203314,84;167049,66;175198,11;163408,39;197376,59;368805,95;167842,46;207827,20;216282,70;169401,17;142821,10;172027,10;218382,50;208287,64;242200,82;196940,34;152175,02;178300,40;139815,00;221426,34;184245,08;162027,08;204962,32;188996,00;186474,35;226776,68;176197,32;163236,75;178737,49;177400,34;177102,12;162824,03;168470,40;149411,43;171432,32;116774,11;129888,29;113888,95;159646,22;124844,38;137931,47;147343,64;198633,18;183850,27;222285,57;171541,94;239967,26;191054,93;198415,08;167364,77;182015,90;205688,37;215324,98;198375,52;244911,88;248108,18;220789,21;200156,58;185945,05;230944,66;235104,85;189110,58;221148,59;102893,90;190758,41;161964,42;256467,39;287639,49;226909,94;240346,38;223430,28;266382,70;187073,94;194862,34;153838,64;190104,58;205318,38;141081,55;214482,36;270317,48;255967,53;346822,72;235058,77;231791,32;254735,17;1008982,83;197539,79;259258,95;300226,82;330197,33;342409,38;419565,36;372780,91;237989,62;365067,18;213458,82;257768,34;264236,71;255920,59;314316,85;300349,75;315459,68;283617,26;206582,33;215877,32;271148,30;268163,89;303530,18;335746,86;300617,79;210625,74;222832,34;196525,48;172098,49;33304728,79
"150740 São Francisco do Pará";-;-;-;-;-;-;-;-;-;602,69;5900,71;17633,41;43235,57;35138,41;39831,94;47517,77;35542,41;62638,87;32801,45;30993,73;43690,56;23478,09;25037,72;31604,11;22849,59;29057,54;59007,62;40530,73;42132,66;48940,57;36127,69;31852,23;50359,40;30236,42;43649,89;38516,86;29760,31;45742,48;39495,88;37255,07;54215,56;30643,50;28515,90;27640,56;48591,37;37434,56;39382,75;31743,51;39790,99;53863,10;68753,79;96022,33;48172,33;28933,09;37161,52;47498,08;38803,76;59675,87;22703,59;50784,64;26557,77;30104,35;35794,62;39991,30;47039,70;41081,94;27148,78;52975,74;36540,80;31304,03;43515,38;35864,81;51664,48;36203,98;53972,78;46841,44;39286,14;54292,56;62999,48;46393,63;38236,46;50511,85;26161,67;33073,68;47646,32;38148,64;44085,69;69592,53;46023,57;52034,30;28238,17;31675,39;64029,95;57056,68;34505,32;44250,55;38499,85;31160,68;29923,40;44869,18;31775,79;30947,28;63749,13;35225,00;51801,09;42171,27;31520,72;30218,62;50736,12;19484,00;35159,27;44198,16;47697,92;34325,90;44404,16;37236,05;44209,47;43970,61;50791,69;63833,42;27332,60;22037,96;35428,37;19461,16;29830,27;30055,80;50090,55;44099,41;53476,09;67629,90;57100,53;31522,30;93919,26;45721,26;81382,47;89708,50;62689,53;43993,65;69985,18;58490,24;41469,97;54991,67;58367,54;90313,69;82845,68;75276,02;55266,86;53521,59;42611,78;56594,28;73154,62;66848,97;88050,17;82774,42;68987,54;130335,10;122921,33;58953,59;77818,06;76485,07;56519,80;68515,11;73012,82;73424,69;93570,54;127039,57;51637,59;90645,59;66111,12;15544,82;7701811,07
"150745 São Geraldo do Araguaia";-;-;-;-;-;-;-;-;-;356,85;6774,46;13252,79;91434,51;89923,36;88087,48;34567,71;104807,92;89043,65;71446,62;88388,91;94525,13;121493,19;87669,02;56616,46;101843,65;97089,42;108267,79;107095,45;123100,71;104137,73;127202,31;122629,85;86948,04;84388,15;56890,03;96432,13;97742,00;100289,29;108576,83;80830,81;82819,74;94480,17;139244,66;134027,47;99990,43;116145,46;80324,81;114189,62;86222,42;105832,62;111051,90;113001,29;94893,36;91325,03;127495,59;118028,75;83667,28;87071,66;106520,40;111565,82;123074,25;72984,61;87259,05;138384,31;91357,81;116590,45;117379,81;122704,76;91176,76;97456,71;107792,39;104059,04;107619,44;93567,53;172378,71;119931,49;122315,63;85531,51;83040,77;96722,48;116503,61;105975,91;76875,76;94703,98;75012,46;74600,97;89679,32;77181,07;87858,10;78439,03;93290,82;88537,67;81749,25;77349,83;77105,65;77680,37;75368,76;71142,87;79589,68;105361,09;114926,46;89549,17;66968,00;110372,48;48391,34;87577,48;66710,22;65289,15;59443,63;77737,03;80367,39;67456,25;90026,41;71223,82;102494,17;89794,72;71752,02;65241,03;82274,51;71225,06;141800,29;119859,32;233250,97;116156,51;102744,42;119481,73;100516,08;94349,61;84093,00;118036,53;95094,44;110111,55;106670,17;62350,03;96438,87;84153,96;128844,21;89010,34;130097,18;101517,24;83646,05;136267,68;84187,92;94294,27;110727,99;117572,39;114302,45;128702,84;74952,43;71433,66;89475,81;66888,42;55849,90;57376,82;55586,64;66720,98;73617,33;78642,13;82284,41;59675,26;46955,07;58478,16;46187,82;66874,16;70054,03;46878,12;63646,23;64204,52;37854,28;-;14611819,00
"150746 São João da Ponta";-;-;-;-;-;-;-;-;-;47,27;-;3208,32;1877,01;4700,03;7324,70;16767,74;9369,59;6323,66;10676,43;9490,93;9531,08;10980,36;5104,58;6628,06;10576,90;7970,67;8793,32;2393,34;4328,78;2782,70;8026,11;4910,98;16855,26;5200,61;7617,46;4737,73;6806,46;11947,75;4599,97;3279,47;5470,52;1721,53;19319,15;4154,75;17353,88;8873,41;3597,12;5634,60;5663,18;11385,77;5834,82;7753,05;14825,33;7121,96;15141,83;9994,23;6832,26;5643,93;5729,42;6196,34;13929,39;7238,85;9738,34;8152,98;4321,72;7437,06;6574,50;7631,75;12138,00;28394,00;3348,98;4313,13;1880,68;15617,86;10661,84;3736,35;13375,94;11729,97;11978,73;10798,42;7897,06;3492,83;11693,17;6080,36;7876,58;17492,73;9686,82;13663,35;4634,91;5443,01;9567,20;11892,62;9909,65;9554,02;13869,19;16080,01;23328,20;11063,90;16283,86;8770,96;12774,50;16505,67;16532,66;3896,16;12682,55;9200,00;9602,39;17028,12;9570,58;10845,36;11575,82;15764,95;13933,49;19081,33;23640,81;12811,37;18903,88;31541,56;16430,93;18633,93;8941,48;10298,13;6801,19;3795,09;11164,91;13426,01;11237,85;19270,77;21617,88;12532,25;16653,18;17137,19;26240,44;29451,40;27317,25;18743,65;11816,12;14256,39;35937,66;26070,35;32261,04;58635,27;50669,78;14115,28;20946,54;36225,51;35100,26;36986,27;12749,12;21734,60;26146,78;19211,15;23557,55;21554,84;7182,05;41399,86;22868,86;27823,95;11208,48;7980,71;19831,81;10481,20;27202,64;31375,51;16139,21;10036,63;8191,11;11564,14;42848,23;2606,81;2144683,71
"150747 São João de Pirabas";-;-;403,09;-;-;-;-;-;635,87;5607,91;3806,62;19125,81;74731,14;90941,03;65608,43;98488,43;112232,31;84761,01;67841,41;75614,35;88888,21;91446,55;69319,86;57876,93;84472,08;102124,99;139386,11;108156,13;120396,44;101329,87;81306,45;131641,29;94764,66;118730,09;126482,17;95180,59;99510,62;92131,68;87466,67;91027,61;118030,94;124461,96;100646,71;115664,69;98873,36;127121,04;89275,88;63057,28;84974,43;60071,61;66955,37;67980,89;55683,36;87718,07;67918,90;60046,43;82053,86;106832,78;89319,76;71570,12;87411,01;94384,42;125862,04;72029,21;99945,22;68094,22;66629,70;66215,94;72487,92;62871,33;69887,27;60366,00;83569,16;73628,58;83605,08;86210,53;93750,36;89704,20;58193,50;55498,01;107996,70;92080,59;99429,38;56852,30;57166,95;95061,98;53589,03;84548,89;56337,97;72141,22;57524,34;83450,41;75701,63;90354,28;60442,07;70359,96;68387,05;72967,62;92665,09;83686,23;89005,30;87548,14;76124,31;55565,85;92883,43;64011,41;102516,73;86493,83;112014,53;76011,28;106004,42;99764,81;105881,68;69676,70;75914,53;74078,99;77901,33;71321,75;104993,12;94210,55;60022,55;50816,02;82193,26;72360,27;85687,35;107393,88;78905,73;77625,88;65463,97;47042,64;105634,51;112043,45;98161,87;106241,71;104379,05;100093,04;88034,21;108771,33;183632,83;84928,72;75345,11;167088,33;76979,52;68264,67;88647,49;86480,27;90378,88;53198,51;89148,82;98645,13;76079,20;83047,58;73254,16;83695,84;61003,76;47399,92;64273,52;75056,17;69602,68;81628,38;184104,06;119996,08;108274,51;71034,35;100333,85;98566,31;60305,16;67736,70;119268,21;105491,93;13706465,30
