DENGUE - Notificações registradas no Sistema de Informação de Agravos de Notificação - Brasil
Casos Prováveis por Município infecção e Mês 1º Sintoma(s)
Período:2015
"Município infecção";"Ign/Em Branco";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250460 Conde";-;-;5;26;14;12;-;-;-;-;-;-;-;57
"250470 Congo";-;-;-;-;-;1;-;-;-;-;-;2;1;4
"250480 Coremas";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"250485 Coxixola";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"250490 Cruz do Espírito Santo";-;-;-;-;1;-;-;-;-;-;1;6;1;9
"250510 Cuité";-;-;2;-;1;3;-;1;-;-;1;-;-;8
"250540 Desterro";-;-;-;3;11;4;-;-;-;-;-;-;-;18
"250560 Diamante";-;-;-;1;1;7;-;-;-;-;-;-;-;9
"250570 Dona Inês";-;-;-;2;4;-;-;-;-;-;-;-;-;6
"250580 Duas Estradas";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"250600 Esperança";-;-;-;18;11;48;6;1;-;-;-;-;-;84
"250610 Fagundes";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250620 Frei Martinho";-;3;22;45;35;1;3;4;2;-;1;-;-;116
"250630 Guarabira";-;2;27;17;5;5;1;-;1;-;-;-;-;58
"250640 Gurinhém";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250650 Gurjão";-;-;-;-;3;12;-;-;-;-;-;-;1;16
"250660 Ibiara";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250670 Imaculada";-;-;-;-;8;2;1;-;-;-;-;1;6;18
"250680 Ingá";-;-;-;-;-;4;18;4;-;-;-;-;-;26
"250690 Itabaiana";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"250700 Itaporanga";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"250730 Jacaraú";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250750 João Pessoa";-;32;39;7;37;57;54;52;20;1;2;6;10;317
"251365 Joca Claudino";-;-;1;1;1;-;-;2;-;-;-;-;-;5
"250760 Juarez Távora";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250770 Juazeirinho";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"250800 Juru";-;-;1;6;6;4;2;-;-;-;2;-;-;21
"250810 Lagoa";-;-;-;-;-;2;3;-;-;-;-;-;-;5
"250830 Lagoa Seca";-;-;-;-;5;13;32;34;2;5;1;4;-;96
"250850 Livramento";-;-;-;-;3;1;-;-;-;-;-;-;-;4
"250855 Logradouro";-;-;-;3;2;6;-;-;-;-;-;-;-;11
"250870 Mãe d'Água";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"250890 Mamanguape";-;-;1;-;-;-;-;-;-;-;-;-;1;2
"250900 Manaíra";-;-;-;4;1;-;-;1;-;-;-;-;1;7
"250910 Mari";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"250915 Marizópolis";-;-;-;5;10;16;4;2;1;-;-;-;-;38
"250930 Mataraca";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"250939 Maturéia";-;-;-;2;-;7;1;-;-;-;-;-;-;10
"250960 Monte Horebe";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"250970 Monteiro";-;212;71;487;203;48;12;9;10;15;4;126;2092;3289
"250990 Natuba";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251010 Nova Floresta";-;-;-;-;-;-;-;-;-;-;-;-;2;2
"251030 Nova Palmeira";-;-;-;-;-;-;2;1;-;-;-;-;-;3
"251060 Ouro Velho";-;3;1;1;-;1;-;-;-;-;-;-;16;22
"251080 Patos";-;-;3;4;10;39;14;1;-;1;-;-;1;73
"251090 Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251110 Pedra Lavrada";-;-;-;-;-;26;36;26;5;-;-;1;7;101
"251120 Pedras de Fogo";-;-;-;7;5;5;-;-;-;-;-;-;-;17
"251272 Pedro Régis";-;-;-;1;10;7;3;-;-;-;-;-;-;21
"251130 Piancó";-;-;2;12;26;3;-;2;-;-;-;-;-;45
"251140 Picuí";-;-;3;22;47;14;3;4;1;-;1;1;8;104
"251150 Pilar";-;-;-;-;2;5;1;-;-;-;-;-;-;8
"251190 Pitimbu";-;-;-;1;7;3;-;-;-;-;-;-;-;11
"251200 Pocinhos";-;-;-;-;1;5;-;-;-;-;-;-;-;6
"251210 Pombal";-;-;-;1;11;8;10;7;-;-;-;-;-;37
"251220 Prata";-;1;1;2;3;-;-;-;-;-;2;4;11;24
"251230 Princesa Isabel";-;-;-;5;5;9;32;2;1;-;-;-;-;54
"251240 Puxinanã";-;1;1;9;21;8;2;-;-;-;-;-;-;42
"251250 Queimadas";-;-;-;-;2;22;3;3;-;1;-;1;-;32
"251270 Remígio";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251274 Riachão";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251278 Riacho de Santo Antônio";-;-;2;7;-;-;-;-;-;-;-;-;-;9
"251290 Rio Tinto";-;1;-;-;-;-;-;-;-;-;-;-;-;1
"251310 Salgado de São Félix";-;-;-;2;1;7;-;-;-;-;-;-;-;10
"251320 Santa Cruz";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251330 Santa Helena";-;-;1;-;1;-;-;-;-;-;-;-;-;2
"251370 Santa Rita";-;3;1;3;9;2;205;2;8;99;67;98;36;533
"251390 São Bento";-;-;-;-;3;-;1;-;-;-;-;-;-;4
"251396 São Domingos";-;-;-;-;-;4;8;-;-;-;-;-;-;12
"250070 São João do Rio do Peixe";-;-;-;1;21;63;13;-;11;-;-;-;-;109
"251410 São João do Tigre";-;-;-;1;-;-;-;-;-;1;4;23;15;44
"251420 São José da Lagoa Tapada";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"251440 São José de Espinharas";-;-;-;-;-;9;-;1;-;1;-;1;-;12
"251450 São José de Piranhas";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"251465 São José do Brejo do Cruz";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"251470 São José do Sabugi";-;-;-;17;8;-;-;-;-;-;-;-;-;25
"251445 São José dos Ramos";-;-;1;-;2;95;2;1;-;1;-;-;1;103
"251490 São Mamede";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"251500 São Miguel de Taipu";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;1;1;6;4;1;1;-;-;-;14
"251520 São Sebastião do Umbuzeiro";-;4;2;3;2;1;-;1;-;-;-;-;15;28
"251540 São Vicente do Seridó";-;-;-;4;3;-;-;1;-;-;-;-;1;9
"251530 Sapé";-;-;1;-;1;-;-;-;-;-;1;-;-;3
"251550 Serra Branca";-;-;-;-;-;-;-;2;-;-;-;-;-;2
"251570 Serra Grande";-;-;-;-;-;11;7;5;-;-;-;-;-;23
"251590 Serraria";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"251593 Sertãozinho";-;1;-;20;31;3;1;-;-;-;-;-;-;56
"251600 Solânea";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"251615 Sossêgo";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"251620 Sousa";-;1;-;22;85;157;19;16;8;4;-;-;2;314
"251630 Sumé";-;-;2;2;-;-;-;1;-;-;-;-;1;6
"251650 Taperoá";-;-;-;2;8;16;-;-;-;-;-;-;-;26
"251660 Tavares";-;-;1;5;20;44;1;-;-;-;-;-;-;71
"251670 Teixeira";-;-;-;2;3;7;-;-;-;-;-;-;-;12
"251690 Uiraúna";-;-;-;-;-;7;-;-;1;-;-;-;-;8
"251710 Várzea";-;-;-;-;1;3;1;1;-;-;-;-;-;6
"251720 Vieirópolis";-;-;-;-;-;-;-;3;2;-;-;-;-;5
"250550 Vista Serrana";-;-;1;2;1;1;-;-;-;-;-;-;-;5
"251740 Zabelê";-;4;4;36;24;1;-;-;-;-;-;1;32;102
"260005 Abreu e Lima";-;1;5;11;15;6;2;-;-;-;-;-;2;42
"260010 Afogados da Ingazeira";-;2;4;33;69;127;187;74;19;16;10;24;77;642
"260020 Afrânio";-;-;-;1;8;10;25;31;1;-;-;-;-;76
"260040 Água Preta";-;-;-;-;-;3;2;-;-;1;-;-;-;6
"260050 Águas Belas";-;1;5;11;6;3;-;1;143;656;1;-;-;827
"260060 Alagoinha";-;1;-;12;18;6;-;-;-;-;5;131;217;390
"260070 Aliança";-;1;-;1;-;1;-;-;-;-;-;-;5;8
"260080 Altinho";-;1;1;10;37;75;37;27;10;3;3;-;4;208
"260090 Amaraji";-;-;-;1;2;8;9;-;-;-;-;-;-;20
"260100 Angelim";-;-;1;-;-;-;-;-;-;1;-;-;-;2
"260105 Araçoiaba";-;-;1;2;-;1;-;-;-;-;-;-;-;4
"260110 Araripina";-;-;1;3;5;33;7;1;-;-;-;-;-;50
"260120 Arcoverde";-;2;3;1;1;-;-;-;-;-;2;22;1;32
"260130 Barra de Guabiraba";-;-;-;-;3;7;2;-;-;-;-;-;1;13
"260140 Barreiros";-;-;-;4;9;24;12;6;4;-;-;-;-;59
"260150 Belém de Maria";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260160 Belém do São Francisco";-;-;1;14;26;63;10;1;-;-;-;-;-;115
"260170 Belo Jardim";-;-;5;1;3;2;-;-;-;-;-;31;2453;2495
"260180 Betânia";-;-;2;-;-;-;-;-;-;-;-;-;-;2
"260190 Bezerros";-;-;-;2;8;36;2;5;7;5;5;19;107;196
"260200 Bodocó";-;-;-;-;3;1;13;1;-;-;-;-;-;18
"260210 Bom Conselho";-;-;-;2;1;7;5;1;-;10;25;88;36;175
"260220 Bom Jardim";-;-;-;4;4;1;1;-;-;-;-;-;-;10
"260230 Bonito";-;-;-;2;10;13;4;4;1;1;-;1;-;36
"260240 Brejão";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"260250 Brejinho";-;-;1;2;4;-;-;-;-;-;1;-;-;8
"260260 Brejo da Madre de Deus";-;-;1;1;-;-;1;-;-;1;-;1;-;5
"260270 Buenos Aires";-;-;1;6;8;1;-;-;-;-;-;6;4;26
"260280 Buíque";-;6;1;5;52;54;30;21;5;30;3;93;278;578
"260290 Cabo de Santo Agostinho";-;4;3;5;15;10;-;-;-;-;1;-;-;38
"260300 Cabrobó";-;-;-;-;1;2;12;18;6;-;-;-;-;39
"260310 Cachoeirinha";-;-;-;-;2;5;2;-;-;-;-;-;-;9
"260320 Caetés";-;-;-;3;6;6;3;1;-;3;-;11;20;53
"260330 Calçado";-;-;-;-;-;7;5;-;-;-;-;-;2;14
"260340 Calumbi";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"260345 Camaragibe";-;1;-;1;2;1;-;-;1;-;-;2;29;37
"260350 Camocim de São Félix";-;-;-;-;1;1;-;-;-;-;-;-;6;8
"260360 Camutanga";-;-;-;17;5;2;-;-;-;-;-;-;-;24
"260370 Canhotinho";-;1;-;3;2;5;2;1;-;2;3;-;2;21
"260380 Capoeiras";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"260390 Carnaíba";-;-;-;14;7;16;13;4;2;-;-;1;6;63
"260392 Carnaubeira da Penha";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"260400 Carpina";-;-;2;2;5;3;3;-;-;1;-;2;2;20
"260410 Caruaru";-;-;-;10;19;1;-;-;-;-;-;2;2;34
"260415 Casinhas";-;5;7;31;28;5;2;1;-;-;1;8;27;115
"260420 Catende";-;-;-;-;2;3;2;-;-;-;-;-;-;7
"260430 Cedro";-;-;-;-;-;3;2;2;-;-;1;1;1;10
"260440 Chã de Alegria";-;1;6;12;-;-;-;-;-;-;-;-;-;19
"260450 Chã Grande";-;7;7;25;25;11;22;8;2;-;1;1;-;109
"260460 Condado";-;7;38;179;187;75;17;9;6;11;4;1;24;558
"260470 Correntes";-;2;3;11;13;18;7;8;-;-;-;-;-;62
"260480 Cortês";-;-;-;-;6;-;-;-;1;-;-;-;-;7
"260490 Cumaru";-;-;1;7;36;23;6;1;-;-;1;21;17;113
"260500 Cupira";-;-;-;-;2;3;-;-;-;-;-;-;-;5
"260510 Custódia";-;46;8;6;7;1;1;-;1;-;4;21;11;106
"260515 Dormentes";-;5;10;7;22;39;10;-;-;-;-;-;-;93
"260520 Escada";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"260530 Exu";-;-;-;-;3;6;1;-;1;-;-;-;-;11
"260540 Feira Nova";-;-;-;1;-;-;-;-;-;-;-;-;1;2
"260545 Fernando de Noronha";-;-;2;10;36;68;29;18;4;1;-;-;-;168
"260550 Ferreiros";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"260560 Flores";-;-;1;11;2;-;-;-;-;-;-;-;3;17
"260570 Floresta";-;-;1;17;24;9;-;-;-;-;-;-;-;51
"260600 Garanhuns";-;4;9;7;16;135;205;121;56;51;76;143;201;1024
"260610 Glória do Goitá";-;-;-;-;9;-;-;-;-;-;-;-;1;10
"260620 Goiana";-;-;-;-;-;1;2;-;-;-;-;-;-;3
"260630 Granito";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"260640 Gravatá";-;6;2;11;47;34;13;15;4;1;1;2;5;141
"260650 Iati";-;-;3;31;21;14;12;17;492;577;83;18;13;1281
"260660 Ibimirim";-;19;12;15;2;1;-;1;1;7;10;34;1;103
"260680 Igarassu";-;-;-;-;1;1;-;1;-;-;1;-;-;4
"260690 Iguaracy";-;1;6;43;31;12;5;-;-;-;11;34;33;176
"260760 Ilha de Itamaracá";-;-;-;-;2;1;1;-;-;-;-;-;-;4
"260700 Inajá";-;4;2;1;-;-;-;-;-;-;-;-;1;8
"260710 Ingazeira";-;-;1;2;3;2;-;1;2;-;-;-;2;13
"260720 Ipojuca";-;2;15;33;64;32;16;16;1;2;1;1;1;184
"260730 Ipubi";-;1;3;22;38;7;-;-;1;1;1;-;1;75
"260740 Itacuruba";-;-;2;10;14;11;4;1;-;1;-;-;1;44
"260750 Itaíba";-;-;-;1;2;2;1;8;88;171;47;10;-;330
"260765 Itambé";-;13;2;17;196;295;33;6;1;-;-;5;38;606
"260770 Itapetim";-;-;3;70;267;39;5;2;1;1;-;6;1;395
"260775 Itapissuma";-;-;-;2;2;6;-;-;-;-;-;-;-;10
"260780 Itaquitinga";-;-;15;79;35;3;13;6;2;3;2;125;107;390
"260790 Jaboatão dos Guararapes";-;-;-;2;5;4;1;-;1;-;-;1;5;19
"260795 Jaqueira";-;1;-;-;10;-;1;-;-;-;-;-;-;12
"260800 Jataúba";-;-;1;8;46;7;-;9;15;97;293;899;10;1385
"260805 Jatobá";-;-;-;-;5;4;2;1;1;1;-;-;-;14
"260810 João Alfredo";-;1;1;17;40;32;7;2;2;-;20;101;9;232
"260820 Joaquim Nabuco";-;-;-;-;-;3;2;-;-;-;-;-;-;5
"260830 Jupi";-;-;-;1;-;6;-;-;-;-;-;-;-;7
"260840 Jurema";-;1;1;1;11;5;7;-;-;-;-;2;4;32
"260850 Lagoa de Itaenga";-;1;6;25;47;3;2;-;-;-;-;2;-;86
"260845 Lagoa do Carro";-;11;1;16;-;2;-;-;-;-;3;114;85;232
"260860 Lagoa do Ouro";-;-;-;-;-;-;1;-;3;1;-;-;1;6
"260870 Lagoa dos Gatos";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"260875 Lagoa Grande";-;-;-;-;1;5;-;1;-;-;-;-;-;7
"260880 Lajedo";-;-;-;-;-;-;1;-;1;-;-;-;-;2
"260890 Limoeiro";-;5;20;186;547;217;31;11;7;9;92;517;408;2050
"260900 Macaparana";-;-;3;73;194;216;36;22;-;2;1;1;2;550
"260910 Machados";-;-;3;11;5;-;-;-;-;-;-;-;-;19
"260915 Manari";-;4;35;38;7;1;-;-;1;21;51;-;-;158
"260930 Mirandiba";-;-;-;8;2;8;1;-;-;-;-;-;-;19
"260950 Nazaré da Mata";-;-;1;10;-;-;-;-;-;-;-;6;6;23
"260960 Olinda";-;-;2;7;3;-;-;-;-;2;3;2;12;31
"260980 Orocó";-;-;-;-;1;1;-;1;-;-;-;-;-;3
"260990 Ouricuri";-;-;-;1;2;2;-;-;-;-;-;-;-;5
"261000 Palmares";-;-;-;1;1;4;6;3;16;1;-;3;4;39
"261020 Panelas";-;-;-;-;2;12;13;1;-;-;-;-;1;29
"261030 Paranatama";-;-;-;-;1;2;1;-;2;1;1;-;-;8
"261040 Parnamirim";-;1;-;-;1;4;-;-;-;3;7;1;2;19
"261050 Passira";-;-;-;-;1;3;-;-;-;-;-;-;-;4
"261070 Paulista";-;-;-;5;4;1;-;-;-;-;-;2;2;14
"261080 Pedra";-;-;34;85;6;1;-;-;3;3;-;-;-;132
"261090 Pesqueira";-;2;1;-;1;-;1;-;1;-;-;154;947;1107
"261100 Petrolândia";-;-;-;1;-;2;2;-;1;-;1;11;4;22
"261110 Petrolina";-;47;60;255;288;459;209;75;26;18;13;11;21;1482
"261120 Poção";-;-;1;1;3;2;-;-;1;-;1;8;41;58
"261130 Pombos";-;-;-;1;4;-;1;-;-;-;-;-;1;7
"261140 Primavera";-;-;-;-;-;1;3;11;2;-;-;-;-;17
"261153 Quixaba";-;-;-;3;-;3;-;-;-;-;-;4;2;12
"261160 Recife";-;332;414;1126;1505;407;169;79;160;286;759;1345;772;7354
"261170 Riacho das Almas";-;-;-;-;1;12;2;-;-;-;-;-;-;15
"261180 Ribeirão";-;1;1;5;-;-;-;-;-;-;-;-;-;7
"261190 Rio Formoso";-;2;-;-;4;7;6;-;-;-;-;-;-;19
"261200 Sairé";-;-;-;1;5;9;-;-;-;-;-;-;1;16
"261210 Salgadinho";-;-;-;3;6;-;-;-;-;-;2;-;-;11
"261220 Salgueiro";-;-;1;11;18;88;52;3;-;-;-;-;1;174
"261230 Saloá";-;-;-;-;-;-;-;2;-;-;2;6;5;15
"261240 Sanharó";-;2;2;130;315;71;19;1;2;1;1;81;73;698
"261245 Santa Cruz";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"261247 Santa Cruz da Baixa Verde";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"261250 Santa Cruz do Capibaribe";-;-;-;4;-;-;-;-;-;1;2;32;1;40
"261255 Santa Filomena";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261260 Santa Maria da Boa Vista";-;1;-;1;-;4;6;4;-;-;-;-;-;16
"261270 Santa Maria do Cambucá";-;-;-;3;22;18;2;1;-;-;1;15;14;76
"261280 Santa Terezinha";-;-;-;5;9;8;8;2;2;-;-;-;6;40
"261290 São Benedito do Sul";-;-;-;-;1;-;3;-;-;-;-;-;-;4
"261300 São Bento do Una";-;-;1;17;10;-;1;-;-;-;-;-;1;30
"261310 São Caitano";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261320 São João";-;-;-;1;4;6;1;2;3;1;-;2;1;21
"261330 São Joaquim do Monte";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"261340 São José da Coroa Grande";-;-;-;1;4;-;-;-;-;-;-;-;-;5
"261350 São José do Belmonte";-;-;2;19;24;40;17;4;-;-;-;-;-;106
"261360 São José do Egito";-;1;-;-;-;-;-;-;-;-;-;1;1;3
"261370 São Lourenço da Mata";-;-;1;-;1;8;1;-;-;-;-;-;-;11
"261380 São Vicente Ferrer";-;-;-;1;3;4;-;-;-;-;-;-;-;8
"261390 Serra Talhada";-;7;15;107;152;110;9;-;-;-;1;2;3;406
"261400 Serrita";-;-;-;1;2;3;20;4;-;-;2;-;-;32
"261410 Sertânia";-;7;-;9;3;1;-;-;-;-;1;1;4;26
"261420 Sirinhaém";-;1;-;4;6;6;1;-;-;-;-;1;-;19
"261440 Solidão";-;-;2;4;1;4;8;-;-;-;-;1;5;25
"261450 Surubim";-;6;78;485;227;117;16;2;3;1;14;63;31;1043
"261460 Tabira";-;-;1;7;4;4;2;2;-;-;1;13;21;55
"261470 Tacaimbó";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"261480 Tacaratu";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"261485 Tamandaré";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"261500 Taquaritinga do Norte";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"261510 Terezinha";-;-;-;-;-;-;-;-;-;-;-;-;1;1
"261520 Terra Nova";-;-;-;-;1;7;8;7;5;-;-;-;-;28
"261530 Timbaúba";-;-;1;87;218;105;46;3;-;1;-;-;1;462
"261540 Toritama";-;-;-;1;-;-;1;-;-;-;-;2;-;4
"261550 Tracunhaém";-;-;2;1;4;-;-;-;-;-;-;-;1;8
"261560 Trindade";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"261570 Triunfo";-;-;-;-;-;2;1;-;-;-;-;-;-;3
"261580 Tupanatinga";-;-;-;14;36;84;19;4;1;3;2;25;31;219
"261590 Tuparetama";-;-;-;5;8;3;-;-;-;-;-;-;-;16
"261600 Venturosa";-;-;-;-;-;1;-;-;-;-;-;1;1;3
"261610 Verdejante";-;-;-;1;14;14;6;1;-;-;-;-;-;36
"261618 Vertente do Lério";-;-;-;-;1;-;-;-;-;-;-;-;1;2
"261620 Vertentes";-;4;5;86;394;85;7;7;3;14;142;1021;242;2010
"261630 Vicência";-;-;1;-;4;10;2;-;-;1;-;-;-;18
"261640 Vitória de Santo Antão";-;1;33;278;307;71;5;-;-;-;10;77;152;934
"270010 Água Branca";-;1;-;-;1;4;1;-;-;-;-;5;2;14
"270020 Anadia";-;29;13;12;-;2;-;-;-;-;-;-;-;56
"270030 Arapiraca";-;60;29;64;256;638;491;257;148;126;170;367;437;3043
"270040 Atalaia";-;1;-;1;-;1;1;-;-;-;-;1;-;5
"270050 Barra de Santo Antônio";-;-;5;4;-;-;2;-;-;-;-;-;-;11
"270060 Barra de São Miguel";-;-;-;2;3;6;2;-;-;-;-;-;-;13
"270070 Batalha";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"270080 Belém";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"270100 Boca da Mata";-;-;-;2;-;-;2;13;9;-;-;-;-;26
"270110 Branquinha";-;1;-;1;4;1;-;-;-;-;-;-;-;7
"270120 Cacimbinhas";-;-;-;1;-;1;-;2;2;-;-;-;-;6
"270130 Cajueiro";-;-;-;2;-;1;1;1;5;-;-;1;2;13
"270140 Campo Alegre";-;-;-;1;6;23;7;3;3;-;1;-;-;44
"270160 Canapi";-;1;-;-;-;-;-;-;-;1;-;1;1;4
"270170 Capela";-;-;-;-;-;-;-;1;-;1;-;-;-;2
"270180 Carneiros";-;-;-;-;1;-;-;-;-;-;-;1;-;2
"270190 Chã Preta";-;-;-;-;-;11;9;-;-;-;-;-;-;20
"270200 Coité do Nóia";-;-;-;-;3;7;8;4;-;1;2;6;-;31
"270210 Colônia Leopoldina";-;-;-;3;36;20;12;-;2;-;-;-;5;78
"270220 Coqueiro Seco";-;-;-;-;-;-;1;1;1;1;-;3;13;20
"270230 Coruripe";-;-;-;-;-;-;1;1;-;-;-;-;-;2
"270235 Craíbas";-;-;-;-;5;2;-;1;3;-;11;32;8;62
"270240 Delmiro Gouveia";-;7;10;36;30;119;51;34;13;10;3;18;22;353
"270250 Dois Riachos";-;-;-;1;-;1;-;1;3;14;92;4;1;117
"270255 Estrela de Alagoas";-;1;1;2;3;3;2;-;-;-;-;1;-;13
"270260 Feira Grande";-;-;3;8;8;11;12;8;10;3;2;-;1;66
"270280 Flexeiras";-;-;-;7;-;-;-;-;-;-;-;-;-;7
"270290 Girau do Ponciano";-;1;-;2;3;12;6;13;7;7;7;35;3;96
"270300 Ibateguara";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270310 Igaci";-;-;-;-;7;7;-;1;-;-;-;1;-;16
"270320 Igreja Nova";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"270330 Inhapi";-;29;134;86;27;21;7;3;28;302;365;355;103;1460
"270360 Japaratinga";-;-;4;5;3;4;7;1;-;-;-;-;-;24
"270370 Jaramataia";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"270375 Jequiá da Praia";-;-;-;1;-;2;-;1;-;-;-;-;-;4
"270380 Joaquim Gomes";-;-;1;3;13;4;1;2;1;-;-;-;-;25
"270400 Junqueiro";-;1;1;-;-;4;-;1;2;-;1;-;2;12
"270410 Lagoa da Canoa";-;-;-;-;-;3;10;8;5;2;5;6;-;39
"270420 Limoeiro de Anadia";-;1;-;-;2;2;2;1;-;2;5;-;2;17
"270430 Maceió";-;8;13;45;77;79;103;63;29;14;25;32;41;529
"270440 Major Isidoro";-;43;21;14;5;-;-;-;2;-;-;-;1;86
"270450 Maragogi";-;6;21;50;73;141;73;47;1;-;1;4;1;418
"270460 Maravilha";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"270470 Marechal Deodoro";-;-;12;39;22;47;46;79;65;48;17;1;2;378
"270480 Maribondo";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"270500 Mata Grande";-;47;5;204;175;140;34;15;15;42;66;151;131;1025
"270510 Matriz de Camaragibe";-;1;2;5;1;2;3;-;-;2;-;-;-;16
"270520 Messias";-;-;1;1;11;10;3;-;1;1;2;-;1;31
"270540 Monteirópolis";-;-;-;3;13;3;1;-;-;-;-;2;1;23
"270550 Murici";-;-;-;1;1;1;2;4;-;-;1;-;-;10
"270560 Novo Lino";-;-;-;-;-;-;2;-;2;1;1;-;-;6
"270570 Olho d'Água das Flores";-;1;1;4;-;3;3;-;-;-;1;-;1;14
"270580 Olho d'Água do Casado";-;-;1;-;-;-;-;-;-;-;1;10;2;14
"270600 Olivença";-;-;-;2;5;3;1;-;3;-;2;13;10;39
"270610 Ouro Branco";-;5;-;-;-;-;-;-;-;-;2;159;5;171
"270620 Palestina";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270630 Palmeira dos Índios";-;3;-;17;56;87;48;10;1;34;131;357;7;751
"270640 Pão de Açúcar";-;1;1;3;5;4;14;2;4;-;2;1;2;39
"270642 Pariconha";-;-;-;-;1;3;-;2;-;-;1;-;-;7
"270644 Paripueira";-;-;-;-;-;1;-;1;-;-;1;-;-;3
"270650 Passo de Camaragibe";-;-;-;-;2;-;-;-;-;-;-;-;-;2
"270670 Penedo";-;2;4;4;2;6;2;1;1;1;-;-;-;23
"270680 Piaçabuçu";-;-;-;-;3;13;2;-;-;-;-;-;-;18
"270690 Pilar";-;1;5;14;22;52;34;67;13;-;-;-;-;208
"270710 Piranhas";-;-;5;5;11;1;2;-;-;-;-;-;-;24
"270730 Porto Calvo";-;-;-;-;3;9;1;7;1;-;-;-;-;21
"270740 Porto de Pedras";-;-;-;1;-;2;-;-;2;-;-;-;-;5
"270750 Porto Real do Colégio";-;-;-;-;3;-;-;-;-;-;-;-;-;3
"270770 Rio Largo";-;13;14;15;17;16;10;12;5;4;6;13;22;147
"270780 Roteiro";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"270800 Santana do Ipanema";-;5;15;26;9;21;14;16;10;5;4;1;14;140
"270810 Santana do Mundaú";-;-;-;1;11;3;-;7;-;1;-;-;-;23
"270830 São José da Laje";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"270840 São José da Tapera";-;1;-;1;-;1;-;-;-;-;1;-;-;4
"270850 São Luís do Quitunde";-;-;1;1;5;6;6;2;-;-;-;-;-;21
"270860 São Miguel dos Campos";-;3;3;5;5;17;15;14;11;11;4;-;-;88
"270880 São Sebastião";-;1;-;-;1;-;-;1;1;-;-;-;-;4
"270890 Satuba";-;-;-;-;2;5;4;4;2;2;-;-;2;21
"270895 Senador Rui Palmeira";-;2;1;19;12;25;5;-;2;-;-;89;43;198
"270900 Tanque d'Arca";-;-;-;1;-;2;2;-;-;-;-;-;-;5
"270910 Taquarana";-;1;9;7;5;15;5;7;1;1;2;3;22;78
